# caminhante aleatório em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    110 
1    0    1    90 
2    0    0    110 
3    1    0    109 
4    1    1    129 
5    2    1    128 
6    3    1    127 
7    3    0    107 
8    2    0    108 
9    2    1    88 
10    2    0    108 
11    2    1    128 
12    3    1    127 
13    4    1    126 
14    4    0    106 
15    4    1    126 
16    5    1    125 
17    5    0    105 
18    6    0    104 
19    7    0    103 
20    7    1    123 
21    8    1    122 
22    9    1    121 
23    9    2    141 
24    10    2    140 
25    9    2    159 
26    10    2    140 
27    10    3    160 
28    9    3    161 
29    9    2    141 
30    9    1    121 
31    9    2    141 
32    9    3    161 
33    10    3    160 
34    10    2    140 
35    10    3    160 
36    9    3    179 
37    10    3    160 
38    9    3    179 
39    10    3    160 
40    9    3    161 
41    9    4    181 
42    9    5    201 
43    9    6    221 
44    8    6    222 
45    8    7    242 
46    8    6    222 
47    9    6    221 
48    8    6    222 
49    8    7    242 
50    9    7    241 
51    9    6    221 
52    10    6    220 
53    9    6    239 
54    10    6    220 
55    10    7    240 
56    9    7    241 
57    8    7    242 
58    8    6    222 
59    7    6    223 
60    7    5    203 
61    6    5    204 
62    6    4    184 
63    7    4    183 
64    7    5    203 
65    6    5    204 
66    6    6    224 
67    6    5    204 
68    5    5    205 
69    6    5    204 
70    6    4    184 
71    7    4    183 
72    7    3    163 
73    7    4    183 
74    7    3    163 
75    7    2    143 
76    6    2    144 
77    7    2    143 
78    7    3    163 
79    6    3    164 
80    6    4    184 
81    7    4    183 
82    6    4    184 
83    6    5    204 
84    6    4    184 
85    6    3    164 
86    6    4    184 
87    6    5    204 
88    6    4    184 
89    5    4    185 
90    6    4    184 
91    5    4    185 
92    4    4    186 
93    3    4    187 
94    2    4    188 
95    1    4    189 
96    1    5    209 
97    0    5    210 
98    0    6    230 
99    0    7    250 
100    0    6    230 
101    1    6    231 
102    1    7    251 
103    0    7    250 
104    0    6    230 
105    1    6    231 
106    1    5    211 
107    1    6    231 
108    1    7    251 
109    0    7    250 
110    0    6    230 
111    0    7    250 
112    1    7    249 
113    1    6    229 
114    0    6    230 
115    0    7    250 
116    0    8    270 
117    0    7    250 
118    0    6    230 
119    0    7    250 
120    0    6    230 
121    1    6    229 
122    2    6    228 
123    3    6    227 
124    3    5    207 
125    3    4    187 
126    4    4    186 
127    3    4    187 
128    3    3    167 
129    4    3    166 
130    4    4    186 
131    5    4    185 
132    6    4    184 
133    6    5    204 
134    6    6    224 
135    5    6    225 
136    5    7    245 
137    5    6    225 
138    5    7    245 
139    5    6    225 
140    5    5    205 
141    6    5    204 
142    6    6    224 
143    7    6    223 
144    7    5    203 
145    7    6    223 
146    7    7    243 
147    7    8    263 
148    6    8    264 
149    6    7    244 
150    6    8    264 
151    6    7    244 
152    7    7    243 
153    7    8    263 
154    7    9    283 
155    7    8    263 
156    7    7    243 
157    8    7    242 
158    9    7    241 
159    9    8    261 
160    9    7    241 
161    9    6    221 
162    9    7    241 
163    10    7    240 
164    9    7    259 
165    8    7    258 
166    8    8    278 
167    8    9    298 
168    7    9    297 
169    7    10    317 
170    8    10    318 
171    8    9    298 
172    7    9    297 
173    7    8    277 
174    7    7    257 
175    6    7    256 
176    6    6    236 
177    7    6    237 
178    7    7    257 
179    7    8    277 
180    6    8    276 
181    6    7    256 
182    6    6    236 
183    6    5    216 
184    5    5    215 
185    4    5    214 
186    4    6    234 
187    4    5    214 
188    4    4    194 
189    4    5    214 
190    4    4    194 
191    3    4    193 
192    4    4    194 
193    5    4    195 
194    6    4    196 
195    7    4    197 
196    7    5    217 
197    7    6    237 
198    7    7    257 
199    6    7    256 
200    5    7    255 
201    5    8    275 
202    4    8    274 
203    4    7    254 
204    5    7    255 
205    5    6    235 
206    6    6    236 
207    6    5    216 
208    5    5    215 
209    5    4    195 
210    5    5    215 
211    4    5    214 
212    3    5    213 
213    3    6    233 
214    2    6    232 
215    1    6    231 
216    2    6    232 
217    2    7    252 
218    3    7    253 
219    3    8    273 
220    2    8    272 
221    2    7    252 
222    2    6    232 
223    2    5    212 
224    1    5    211 
225    1    6    231 
226    0    6    230 
227    0    7    250 
228    0    6    230 
229    0    7    250 
230    1    7    249 
231    2    7    248 
