# caminhante aleatório em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    319 
1    0    1    339 
2    0    0    319 
3    1    0    318 
4    1    1    298 
5    0    1    299 
6    1    1    298 
7    0    1    299 
8    0    0    319 
9    0    1    299 
10    0    2    279 
11    1    2    278 
12    1    3    258 
13    1    2    278 
14    1    1    298 
15    1    2    278 
16    0    2    279 
17    0    3    259 
18    0    4    239 
19    0    3    259 
20    0    4    239 
21    0    5    219 
22    0    4    239 
23    0    3    259 
24    0    4    239 
25    19    4    220 
26    19    5    200 
27    19    4    220 
28    19    3    240 
29    19    4    220 
30    19    3    240 
31    18    3    241 
32    18    4    221 
33    18    3    241 
34    18    4    221 
35    17    4    222 
36    17    3    242 
37    17    4    222 
38    17    3    242 
39    17    2    262 
40    18    2    261 
41    17    2    262 
42    17    3    242 
43    18    3    241 
44    19    3    240 
45    18    3    241 
46    18    4    221 
47    18    5    201 
48    18    6    181 
49    17    6    182 
50    18    6    181 
51    19    6    180 
52    18    6    181 
53    19    6    180 
54    19    7    160 
55    19    8    140 
56    0    8    159 
57    0    9    139 
58    0    8    159 
59    1    8    158 
60    0    8    159 
61    0    7    179 
62    0    8    159 
63    0    7    179 
64    19    7    160 
65    19    8    140 
66    19    7    160 
67    19    8    140 
68    19    7    160 
69    19    6    180 
70    19    7    160 
71    18    7    161 
72    18    8    141 
73    19    8    140 
74    0    8    159 
75    0    7    179 
76    0    6    199 
77    0    7    179 
78    0    6    199 
79    0    5    219 
80    19    5    200 
81    19    6    180 
82    19    7    160 
83    0    7    179 
84    0    8    159 
85    0    9    139 
86    0    10    119 
87    19    10    100 
88    18    10    101 
89    17    10    102 
90    16    10    103 
91    17    10    102 
92    17    11    82 
93    18    11    81 
94    18    10    101 
95    18    9    121 
96    17    9    122 
97    16    9    123 
98    15    9    124 
99    14    9    125 
100    14    10    105 
101    13    10    106 
102    14    10    105 
103    13    10    106 
104    13    11    86 
105    13    12    66 
106    12    12    67 
107    13    12    66 
108    13    11    86 
109    12    11    87 
110    13    11    86 
111    13    10    106 
112    13    9    126 
113    13    8    146 
114    14    8    145 
115    14    9    125 
116    14    8    145 
117    13    8    146 
118    12    8    147 
119    12    7    167 
120    12    8    147 
121    12    7    167 
122    12    8    147 
123    12    9    127 
124    12    10    107 
125    11    10    108 
126    12    10    107 
127    12    11    87 
128    12    10    107 
129    11    10    108 
130    12    10    107 
131    11    10    108 
132    11    9    128 
133    10    9    129 
134    10    8    149 
135    10    7    169 
136    10    8    149 
137    10    7    169 
138    11    7    168 
139    11    8    148 
140    10    8    149 
141    11    8    148 
142    12    8    147 
143    11    8    148 
144    10    8    149 
145    11    8    148 
146    11    7    168 
147    12    7    167 
148    11    7    168 
149    11    8    148 
150    12    8    147 
151    12    9    127 
152    12    10    107 
153    12    11    87 
154    11    11    88 
155    12    11    87 
156    12    10    107 
157    12    11    87 
158    13    11    86 
159    14    11    85 
160    14    10    105 
161    14    9    125 
162    14    8    145 
163    13    8    146 
164    14    8    145 
165    15    8    144 
166    15    9    124 
167    15    8    144 
168    14    8    145 
169    15    8    144 
170    16    8    143 
171    17    8    142 
172    17    7    162 
173    17    8    142 
174    18    8    141 
175    18    7    161 
176    17    7    162 
177    17    6    182 
178    17    7    162 
179    17    6    182 
180    17    7    162 
181    16    7    163 
182    16    6    183 
183    17    6    182 
184    18    6    181 
185    19    6    180 
186    18    6    181 
187    19    6    180 
188    18    6    181 
189    18    5    201 
190    18    4    221 
191    17    4    222 
192    17    3    242 
193    17    4    222 
194    18    4    221 
195    17    4    222 
196    17    3    242 
197    17    4    222 
198    17    3    242 
199    18    3    241 
200    18    2    261 
201    18    1    281 
202    17    1    282 
203    18    1    281 
204    19    1    280 
205    19    2    260 
206    19    3    240 
207    19    2    260 
208    19    1    280 
209    18    1    281 
210    19    1    280 
211    19    2    260 
212    19    3    240 
213    19    2    260 
214    18    2    261 
215    18    1    281 
216    17    1    282 
217    17    2    262 
218    18    2    261 
219    17    2    262 
220    17    3    242 
221    17    4    222 
222    16    4    223 
223    16    3    243 
224    17    3    242 
225    17    4    222 
226    18    4    221 
227    18    3    241 
228    19    3    240 
229    19    4    220 
230    18    4    221 
231    18    3    241 
232    17    3    242 
233    18    3    241 
234    17    3    242 
235    16    3    243 
236    15    3    244 
237    15    2    264 
238    15    3    244 
239    16    3    243 
240    17    3    242 
241    18    3    241 
242    18    4    221 
243    17    4    222 
244    18    4    221 
245    18    3    241 
246    18    4    221 
247    17    4    222 
248    17    5    202 
249    16    5    203 
250    16    6    183 
251    17    6    182 
252    18    6    181 
253    17    6    182 
254    18    6    181 
255    18    5    201 
256    18    6    181 
257    18    5    201 
258    18    6    181 
259    19    6    180 
260    18    6    181 
261    17    6    182 
262    17    7    162 
263    17    8    142 
264    16    8    143 
265    17    8    142 
266    18    8    141 
267    18    7    161 
268    17    7    162 
269    16    7    163 
270    15    7    164 
271    14    7    165 
272    14    6    185 
273    13    6    186 
274    14    6    185 
275    15    6    184 
276    15    5    204 
277    16    5    203 
278    15    5    204 
279    15    4    224 
280    16    4    223 
281    15    4    224 
282    15    3    244 
283    15    2    264 
284    15    1    284 
285    15    2    264 
286    16    2    263 
287    16    3    243 
288    16    2    263 
289    17    2    262 
290    17    1    282 
291    17    2    262 
292    16    2    263 
293    17    2    262 
294    17    1    282 
295    16    1    283 
296    17    1    282 
297    17    2    262 
298    16    2    263 
299    15    2    264 
300    14    2    265 
301    15    2    264 
302    15    1    284 
303    15    2    264 
304    16    2    263 
305    17    2    262 
306    17    3    242 
307    16    3    243 
308    16    4    223 
309    16    3    243 
310    16    4    223 
311    15    4    224 
312    15    3    244 
313    14    3    245 
314    14    2    265 
315    14    3    245 
316    15    3    244 
317    14    3    245 
318    14    4    225 
319    14    3    245 
320    13    3    246 
321    12    3    247 
322    11    3    248 
323    11    2    268 
324    12    2    267 
325    13    2    266 
326    14    2    265 
327    13    2    266 
328    12    2    267 
329    12    3    247 
330    12    2    267 
331    12    3    247 
332    12    4    227 
333    11    4    228 
334    12    4    227 
335    11    4    228 
336    11    3    248 
337    11    4    228 
338    10    4    229 
339    9    4    230 
340    10    4    229 
341    11    4    228 
342    11    5    208 
343    11    4    228 
344    11    3    248 
345    11    4    228 
346    10    4    229 
347    11    4    228 
348    10    4    229 
349    10    3    249 
350    10    2    269 
351    9    2    270 
352    10    2    269 
353    10    1    289 
354    10    0    309 
355    10    1    329 
356    11    1    328 
357    12    1    327 
358    13    1    326 
359    13    0    306 
360    14    0    305 
361    14    1    285 
362    14    0    305 
363    14    1    285 
364    14    0    305 
365    14    1    325 
366    14    0    305 
367    14    1    325 
368    14    2    345 
369    13    2    346 
370    12    2    347 
371    12    3    367 
372    12    2    347 
373    12    3    367 
374    12    2    347 
375    11    2    348 
376    12    2    347 
377    13    2    346 
378    14    2    345 
379    14    3    365 
380    13    3    366 
381    13    2    346 
382    13    1    326 
383    13    0    306 
384    12    0    307 
385    12    1    327 
386    12    2    347 
387    11    2    348 
388    10    2    349 
389    10    1    329 
390    11    1    328 
391    11    2    348 
392    11    3    368 
393    12    3    367 
394    11    3    368 
395    10    3    369 
396    10    4    389 
397    10    15    9 
398    9    15    10 
399    10    15    9 
400    9    15    10 
401    9    14    30 
402    8    14    31 
403    7    14    32 
404    7    15    12 
405    6    15    13 
406    6    4    393 
407    6    3    373 
408    7    3    372 
409    6    3    373 
410    6    2    353 
411    6    3    373 
412    6    4    393 
413    6    15    13 
414    6    4    393 
415    5    4    394 
416    4    4    395 
417    4    3    375 
418    4    2    355 
419    3    2    356 
420    3    3    376 
421    4    3    375 
422    4    2    355 
423    4    3    375 
424    5    3    374 
425    6    3    373 
426    6    2    353 
427    6    3    373 
428    7    3    372 
429    6    3    373 
430    6    4    393 
431    6    3    373 
432    6    4    393 
433    6    3    373 
434    5    3    374 
435    6    3    373 
436    6    2    353 
437    5    2    354 
438    5    3    374 
439    6    3    373 
440    6    4    393 
441    6    3    373 
442    7    3    372 
443    7    4    392 
444    7    3    372 
445    7    4    392 
446    7    15    12 
447    7    14    32 
448    7    15    12 
449    6    15    13 
450    7    15    12 
451    7    14    32 
452    7    15    12 
453    7    4    392 
454    7    3    372 
455    7    4    392 
456    8    4    391 
457    8    15    11 
458    8    14    31 
459    8    15    11 
460    8    4    391 
461    9    4    390 
462    9    3    370 
463    9    4    390 
464    9    3    370 
465    10    3    369 
466    10    4    389 
467    10    3    369 
468    10    2    349 
469    9    2    350 
470    9    3    370 
471    9    2    350 
472    9    3    370 
473    8    3    371 
474    8    2    351 
475    7    2    352 
476    8    2    351 
477    7    2    352 
478    7    3    372 
479    6    3    373 
480    6    4    393 
481    6    15    13 
482    5    15    14 
483    5    4    394 
484    4    4    395 
485    4    3    375 
486    3    3    376 
487    4    3    375 
488    5    3    374 
489    5    2    354 
490    5    3    374 
491    6    3    373 
492    6    2    353 
493    5    2    354 
494    5    3    374 
495    5    4    394 
496    5    15    14 
497    5    4    394 
498    6    4    393 
499    6    15    13 
500    7    15    12 
501    6    15    13 
502    5    15    14 
503    4    15    15 
504    4    14    35 
505    5    14    34 
506    6    14    33 
507    6    15    13 
508    6    4    393 
509    6    15    13 
510    7    15    12 
511    7    4    392 
512    6    4    393 
513    6    15    13 
514    6    14    33 
515    6    13    53 
516    7    13    52 
517    6    13    53 
518    7    13    52 
519    7    12    72 
520    7    11    92 
521    7    12    72 
522    7    11    92 
523    6    11    93 
524    6    10    113 
525    5    10    114 
526    6    10    113 
527    6    9    133 
528    6    8    153 
529    5    8    154 
530    6    8    153 
531    6    7    173 
532    6    6    193 
533    6    5    213 
534    7    5    212 
535    8    5    211 
536    8    4    231 
537    9    4    230 
538    10    4    229 
539    11    4    228 
540    11    3    248 
541    11    2    268 
542    12    2    267 
543    12    3    247 
544    13    3    246 
545    12    3    247 
546    11    3    248 
547    12    3    247 
548    12    4    227 
549    12    3    247 
550    11    3    248 
551    11    4    228 
552    12    4    227 
553    11    4    228 
554    10    4    229 
555    10    3    249 
556    11    3    248 
557    12    3    247 
558    12    2    267 
559    12    3    247 
560    13    3    246 
561    12    3    247 
562    11    3    248 
563    11    4    228 
564    12    4    227 
565    12    5    207 
566    12    6    187 
567    13    6    186 
568    14    6    185 
569    14    7    165 
570    14    8    145 
571    13    8    146 
572    14    8    145 
573    14    7    165 
574    14    8    145 
575    14    7    165 
576    15    7    164 
577    15    6    184 
578    15    5    204 
579    15    6    184 
580    15    5    204 
581    16    5    203 
582    16    6    183 
583    17    6    182 
584    17    5    202 
585    16    5    203 
586    16    4    223 
587    16    5    203 
588    16    6    183 
589    17    6    182 
590    17    7    162 
591    18    7    161 
592    19    7    160 
593    19    6    180 
594    18    6    181 
595    18    5    201 
596    17    5    202 
597    17    6    182 
598    17    7    162 
599    17    8    142 
600    16    8    143 
601    17    8    142 
602    16    8    143 
603    15    8    144 
604    15    7    164 
605    15    6    184 
606    15    7    164 
607    15    8    144 
608    15    7    164 
609    15    6    184 
610    15    7    164 
611    15    8    144 
612    15    7    164 
613    14    7    165 
614    15    7    164 
615    14    7    165 
616    14    6    185 
617    13    6    186 
618    13    5    206 
619    13    6    186 
620    14    6    185 
621    14    5    205 
622    13    5    206 
623    13    4    226 
624    12    4    227 
625    11    4    228 
626    10    4    229 
627    10    5    209 
628    11    5    208 
629    12    5    207 
630    11    5    208 
631    10    5    209 
632    10    4    229 
633    9    4    230 
634    9    3    250 
635    8    3    251 
636    8    2    271 
637    8    1    291 
638    8    0    311 
639    9    0    310 
640    8    0    311 
641    8    1    331 
642    8    0    311 
643    8    1    331 
644    7    1    332 
645    8    1    331 
646    7    1    332 
647    7    2    352 
648    8    2    351 
649    8    3    371 
650    8    4    391 
651    8    3    371 
652    7    3    372 
653    7    4    392 
654    7    15    12 
655    7    14    32 
656    7    15    12 
657    7    4    392 
658    8    4    391 
659    8    3    371 
660    8    2    351 
661    8    3    371 
662    7    3    372 
663    7    2    352 
664    6    2    353 
665    6    3    373 
666    6    2    353 
667    7    2    352 
668    8    2    351 
669    9    2    350 
670    10    2    349 
671    11    2    348 
672    10    2    349 
673    11    2    348 
674    12    2    347 
675    13    2    346 
676    13    1    326 
677    14    1    325 
678    13    1    326 
679    14    1    325 
680    13    1    326 
681    14    1    325 
682    13    1    326 
683    13    2    346 
684    14    2    345 
685    13    2    346 
686    14    2    345 
687    13    2    346 
688    14    2    345 
689    13    2    346 
690    13    1    326 
691    12    1    327 
692    13    1    326 
693    14    1    325 
694    14    2    345 
695    14    1    325 
696    14    2    345 
697    15    2    344 
698    14    2    345 
699    15    2    344 
700    15    1    324 
701    16    1    323 
702    16    2    343 
703    15    2    344 
704    15    1    324 
705    14    1    325 
706    14    0    305 
707    13    0    306 
708    13    1    286 
709    13    2    266 
710    14    2    265 
711    14    3    245 
712    15    3    244 
713    16    3    243 
714    16    4    223 
715    15    4    224 
716    16    4    223 
717    16    5    203 
718    16    4    223 
719    17    4    222 
720    16    4    223 
721    16    5    203 
722    17    5    202 
723    18    5    201 
724    19    5    200 
725    19    6    180 
726    0    6    199 
727    1    6    198 
728    1    7    178 
729    1    8    158 
730    2    8    157 
731    1    8    158 
732    1    7    178 
733    0    7    179 
734    0    8    159 
735    0    9    139 
736    1    9    138 
737    1    10    118 
738    0    10    119 
739    0    9    139 
740    1    9    138 
741    1    8    158 
742    2    8    157 
743    2    9    137 
744    3    9    136 
745    3    10    116 
746    3    9    136 
747    4    9    135 
748    4    8    155 
749    3    8    156 
750    2    8    157 
751    2    7    177 
752    3    7    176 
753    3    6    196 
754    2    6    197 
755    3    6    196 
756    3    7    176 
757    4    7    175 
758    3    7    176 
759    3    8    156 
760    3    9    136 
761    4    9    135 
762    3    9    136 
763    3    8    156 
764    4    8    155 
765    4    9    135 
766    5    9    134 
767    6    9    133 
768    5    9    134 
769    5    8    154 
770    4    8    155 
771    5    8    154 
772    6    8    153 
773    6    7    173 
774    6    8    153 
775    6    7    173 
776    5    7    174 
777    4    7    175 
778    5    7    174 
779    5    6    194 
780    4    6    195 
781    4    5    215 
782    4    4    235 
783    4    3    255 
784    5    3    254 
785    6    3    253 
786    6    2    273 
787    6    3    253 
788    6    2    273 
789    6    1    293 
790    6    2    273 
791    6    3    253 
792    7    3    252 
793    7    4    232 
794    8    4    231 
795    7    4    232 
796    6    4    233 
797    6    3    253 
798    7    3    252 
799    7    4    232 
800    7    5    212 
801    7    4    232 
802    6    4    233 
803    6    5    213 
804    7    5    212 
805    8    5    211 
806    8    6    191 
807    9    6    190 
808    9    7    170 
809    8    7    171 
810    8    6    191 
811    9    6    190 
812    10    6    189 
813    11    6    188 
814    12    6    187 
815    11    6    188 
816    11    7    168 
817    10    7    169 
818    11    7    168 
819    11    6    188 
820    11    7    168 
821    12    7    167 
822    12    6    187 
