# caminhante aleatório em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    284 
1    0    1    264 
2    1    1    263 
3    0    1    264 
4    1    1    265 
5    0    1    264 
6    1    1    263 
7    1    0    283 
8    2    0    282 
9    2    1    262 
10    1    1    263 
11    1    0    283 
12    2    0    282 
13    3    0    281 
14    3    1    261 
15    3    2    241 
16    2    2    242 
17    3    2    241 
18    3    1    261 
19    2    1    262 
20    2    0    282 
21    3    0    281 
22    2    0    282 
23    3    0    281 
24    3    1    261 
25    3    0    281 
26    4    0    280 
27    4    1    300 
28    4    0    280 
29    15    0    299 
30    15    1    279 
31    15    0    299 
32    15    1    279 
33    4    1    260 
34    3    1    261 
35    3    0    281 
36    4    0    280 
37    3    0    281 
38    3    1    301 
39    2    1    302 
40    2    0    282 
41    1    0    283 
42    1    1    263 
43    1    2    243 
44    1    3    223 
45    1    2    243 
46    1    1    263 
47    2    1    262 
48    1    1    263 
49    1    0    283 
50    0    0    284 
51    0    1    304 
52    0    2    324 
53    0    3    344 
54    1    3    345 
55    1    4    365 
56    1    3    345 
57    1    2    325 
58    0    2    324 
59    1    2    325 
60    1    1    305 
61    2    1    306 
62    3    1    307 
63    3    0    287 
64    3    1    307 
65    2    1    306 
66    1    1    305 
67    1    2    325 
68    1    3    345 
69    0    3    344 
70    0    4    364 
71    1    4    365 
72    1    5    385 
73    2    5    386 
74    2    14    6 
75    1    14    5 
76    1    13    25 
77    1    12    45 
78    0    12    44 
79    1    12    45 
80    1    13    25 
81    1    12    45 
82    1    13    25 
83    2    13    26 
84    3    13    27 
85    2    13    26 
86    1    13    25 
87    0    13    24 
88    0    14    4 
89    1    14    3 
90    1    5    383 
91    1    14    3 
92    2    14    2 
93    3    14    1 
94    4    14    0 
95    3    14    1 
96    3    13    21 
97    2    13    22 
98    2    12    42 
99    1    12    43 
100    1    11    63 
101    1    10    83 
102    0    10    84 
103    0    11    64 
104    0    10    84 
105    0    9    104 
106    0    8    124 
107    0    7    144 
108    1    7    145 
109    0    7    144 
110    0    6    164 
111    1    6    165 
112    0    6    164 
113    1    6    163 
114    1    5    183 
115    0    5    184 
116    0    4    204 
117    0    5    184 
118    1    5    185 
119    2    5    186 
120    3    5    187 
121    3    4    207 
122    2    4    206 
123    2    3    226 
124    3    3    227 
125    2    3    226 
126    2    2    246 
127    1    2    245 
128    2    2    246 
129    2    3    226 
130    2    4    206 
131    2    5    186 
132    3    5    187 
133    4    5    188 
134    3    5    187 
135    3    4    207 
136    2    4    206 
137    2    5    186 
138    2    6    166 
139    3    6    167 
140    4    6    168 
141    5    6    169 
142    5    5    189 
143    5    6    169 
144    4    6    168 
145    5    6    169 
146    6    6    170 
147    6    5    190 
148    6    6    170 
149    7    6    171 
150    7    7    151 
151    8    7    152 
152    8    8    132 
153    8    7    152 
154    8    6    172 
155    9    6    173 
156    9    5    193 
157    10    5    194 
158    10    4    214 
159    9    4    213 
160    8    4    212 
161    8    5    192 
162    7    5    191 
163    6    5    190 
164    5    5    189 
165    6    5    190 
166    5    5    189 
167    4    5    188 
168    4    6    168 
169    3    6    167 
170    4    6    168 
171    3    6    167 
172    3    7    147 
173    2    7    146 
174    3    7    147 
175    2    7    146 
176    2    6    166 
177    2    7    146 
178    3    7    147 
179    4    7    148 
180    4    8    128 
181    3    8    127 
182    4    8    128 
183    3    8    127 
184    4    8    128 
185    4    7    148 
186    3    7    147 
187    2    7    146 
188    1    7    145 
189    2    7    146 
190    2    6    166 
191    3    6    167 
192    2    6    166 
193    1    6    165 
194    1    7    145 
195    1    8    125 
196    1    7    145 
197    2    7    146 
198    2    8    126 
199    3    8    127 
200    4    8    128 
201    3    8    127 
202    3    9    107 
203    3    8    127 
204    3    9    107 
205    2    9    106 
206    2    8    126 
207    3    8    127 
208    4    8    128 
209    4    9    108 
210    5    9    109 
211    6    9    110 
212    7    9    111 
213    7    8    131 
214    7    7    151 
215    8    7    152 
216    8    6    172 
217    8    7    152 
218    8    8    132 
219    7    8    131 
220    7    7    151 
221    8    7    152 
222    9    7    153 
223    10    7    154 
224    10    8    134 
225    9    8    133 
226    8    8    132 
227    8    7    152 
228    8    8    132 
229    9    8    133 
230    9    9    113 
231    10    9    114 
232    9    9    113 
233    8    9    112 
234    8    10    92 
235    9    10    93 
236    10    10    94 
237    10    9    114 
238    10    10    94 
239    9    10    93 
240    8    10    92 
241    7    10    91 
242    7    9    111 
243    7    10    91 
244    7    11    71 
245    7    10    91 
246    6    10    90 
247    5    10    89 
248    5    11    69 
249    4    11    68 
250    4    12    48 
251    4    13    28 
252    4    14    8 
253    5    14    9 
254    6    14    10 
255    6    5    390 
256    6    4    370 
257    6    3    350 
258    7    3    351 
259    8    3    352 
260    8    4    372 
261    7    4    371 
262    8    4    372 
263    7    4    371 
264    8    4    372 
265    8    5    392 
266    8    14    12 
267    8    13    32 
268    7    13    31 
269    8    13    32 
270    8    12    52 
271    9    12    53 
272    9    11    73 
273    8    11    72 
274    7    11    71 
275    7    10    91 
276    7    9    111 
277    7    10    91 
278    7    9    111 
279    8    9    112 
280    8    10    92 
281    7    10    91 
282    7    9    111 
283    7    10    91 
284    7    9    111 
285    8    9    112 
286    8    10    92 
287    8    11    72 
288    9    11    73 
289    9    10    93 
290    8    10    92 
291    8    9    112 
292    8    8    132 
293    9    8    133 
294    9    7    153 
295    8    7    152 
296    8    6    172 
297    9    6    173 
298    9    5    193 
299    10    5    194 
300    10    4    214 
301    11    4    215 
302    12    4    216 
303    11    4    215 
304    10    4    214 
305    11    4    215 
306    10    4    214 
307    9    4    213 
308    8    4    212 
309    7    4    211 
310    7    5    191 
311    7    6    171 
312    7    5    191 
313    7    6    171 
314    8    6    172 
315    7    6    171 
316    8    6    172 
317    9    6    173 
318    8    6    172 
319    8    7    152 
320    8    8    132 
321    7    8    131 
322    7    9    111 
323    7    8    131 
324    7    9    111 
325    8    9    112 
326    8    8    132 
327    8    9    112 
328    7    9    111 
329    7    8    131 
330    7    7    151 
331    6    7    150 
332    6    6    170 
333    7    6    171 
334    6    6    170 
335    7    6    171 
336    8    6    172 
337    7    6    171 
338    7    7    151 
339    8    7    152 
340    8    8    132 
341    9    8    133 
342    9    7    153 
343    10    7    154 
344    11    7    155 
345    11    6    175 
346    11    7    155 
347    11    8    135 
348    11    7    155 
349    11    6    175 
350    11    7    155 
351    11    6    175 
352    11    5    195 
353    11    6    175 
354    11    7    155 
355    11    6    175 
356    11    7    155 
357    11    6    175 
358    10    6    174 
359    11    6    175 
360    10    6    174 
361    10    7    154 
362    10    6    174 
363    11    6    175 
364    11    7    155 
365    11    6    175 
366    11    7    155 
367    11    8    135 
368    10    8    134 
369    11    8    135 
370    11    7    155 
371    11    8    135 
372    10    8    134 
373    10    9    114 
374    9    9    113 
375    9    10    93 
376    9    11    73 
377    9    10    93 
378    10    10    94 
379    10    11    74 
380    10    10    94 
381    10    11    74 
382    11    11    75 
383    11    12    55 
384    10    12    54 
385    10    11    74 
386    11    11    75 
387    10    11    74 
388    10    12    54 
389    10    13    34 
390    10    12    54 
391    10    13    34 
392    9    13    33 
393    8    13    32 
394    7    13    31 
395    7    14    11 
396    7    13    31 
397    7    14    11 
398    8    14    12 
399    9    14    13 
400    8    14    12 
401    9    14    13 
402    9    13    33 
403    9    12    53 
404    10    12    54 
405    9    12    53 
406    8    12    52 
407    9    12    53 
408    8    12    52 
409    7    12    51 
410    8    12    52 
411    7    12    51 
412    6    12    50 
413    5    12    49 
414    5    11    69 
415    5    10    89 
416    5    11    69 
417    4    11    68 
418    5    11    69 
419    5    12    49 
