# caminhante aleatório em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    105 
1    1    0    104 
2    1    1    84 
3    1    0    104 
4    2    0    103 
5    2    1    123 
6    3    1    122 
7    2    1    123 
8    3    1    122 
9    4    1    121 
10    3    1    122 
11    3    0    102 
12    3    1    122 
13    3    0    102 
14    4    0    101 
15    3    0    102 
16    2    0    103 
17    2    1    83 
18    2    0    103 
19    3    0    102 
20    3    1    122 
21    4    1    121 
22    4    0    101 
23    5    0    100 
24    5    1    80 
25    5    2    60 
26    5    3    40 
27    5    2    60 
28    14    2    79 
29    13    2    78 
30    13    3    58 
31    13    4    38 
32    13    5    18 
33    12    5    17 
34    11    5    16 
35    10    5    15 
36    10    14    395 
37    10    5    15 
38    10    14    395 
39    9    14    394 
40    10    14    395 
41    10    13    375 
42    9    13    374 
43    8    13    373 
44    8    12    353 
45    8    11    333 
46    8    12    353 
47    7    12    352 
48    7    13    372 
49    7    12    352 
50    7    13    372 
51    8    13    373 
52    8    14    393 
53    8    13    373 
54    7    13    372 
55    6    13    371 
56    5    13    370 
57    4    13    369 
58    4    14    389 
59    4    5    9 
60    3    5    8 
61    2    5    7 
62    3    5    8 
63    2    5    7 
64    2    14    387 
65    3    14    388 
66    4    14    389 
67    5    14    390 
68    5    5    10 
69    5    14    390 
70    4    14    389 
71    4    5    9 
72    5    5    10 
73    5    4    30 
74    6    4    31 
75    6    5    11 
76    6    14    391 
77    5    14    390 
78    6    14    391 
79    6    5    11 
80    6    4    31 
81    5    4    30 
82    4    4    29 
83    4    5    9 
84    4    14    389 
85    5    14    390 
86    5    13    370 
87    5    14    390 
88    5    5    10 
89    5    4    30 
90    6    4    31 
91    6    3    51 
92    7    3    52 
93    7    2    72 
94    7    3    52 
95    7    4    32 
96    7    3    52 
97    8    3    53 
98    7    3    52 
99    8    3    53 
100    8    2    73 
101    8    1    93 
102    8    2    73 
103    8    3    53 
104    9    3    54 
105    8    3    53 
106    8    4    33 
107    8    5    13 
108    8    14    393 
109    8    13    373 
110    8    14    393 
111    8    13    373 
112    8    12    353 
113    9    12    354 
114    9    11    334 
115    9    10    314 
116    10    10    315 
117    11    10    316 
118    11    9    296 
119    11    8    276 
120    11    7    256 
121    11    6    236 
