# caminhante aleatório em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    1 
1    0    1    21 
2    0    0    1 
3    0    19    381 
4    0    0    1 
5    0    19    381 
6    0    0    1 
7    1    0    0 
8    0    0    1 
9    1    0    2 
10    2    0    3 
11    2    19    383 
12    1    19    382 
13    0    19    381 
14    1    19    382 
15    0    19    381 
16    1    19    382 
17    0    19    381 
18    1    19    382 
19    1    18    362 
20    1    17    342 
21    2    17    343 
22    1    17    342 
23    0    17    341 
24    0    18    361 
25    1    18    360 
26    18    18    379 
27    18    19    399 
28    1    19    380 
29    0    19    381 
30    0    18    361 
31    1    18    360 
32    18    18    379 
33    17    18    378 
34    18    18    379 
35    18    19    399 
36    18    18    379 
37    1    18    360 
38    1    19    380 
39    0    19    381 
40    1    19    382 
41    1    0    2 
42    2    0    3 
43    3    0    4 
44    4    0    5 
45    5    0    6 
46    6    0    7 
47    6    19    387 
48    7    19    388 
49    7    0    8 
50    6    0    7 
51    6    19    387 
52    5    19    386 
53    4    19    385 
54    3    19    384 
55    3    18    364 
56    4    18    365 
57    5    18    366 
58    4    18    365 
59    4    19    385 
60    4    18    365 
61    4    17    345 
62    4    16    325 
63    4    15    305 
64    4    16    325 
65    4    17    345 
66    5    17    346 
67    5    16    326 
68    6    16    327 
69    5    16    326 
70    4    16    325 
71    3    16    324 
72    4    16    325 
73    4    17    345 
74    5    17    346 
75    5    18    366 
76    5    19    386 
77    6    19    387 
78    5    19    386 
79    6    19    387 
80    6    0    7 
81    6    19    387 
82    7    19    388 
83    7    18    368 
84    7    17    348 
85    8    17    349 
86    9    17    350 
87    10    17    351 
88    11    17    352 
89    12    17    353 
90    11    17    352 
91    12    17    353 
92    12    18    373 
93    12    17    353 
94    11    17    352 
95    11    18    372 
96    11    19    392 
97    11    18    372 
98    10    18    371 
99    11    18    372 
100    11    17    352 
101    12    17    353 
102    12    18    373 
103    11    18    372 
104    11    17    352 
105    12    17    353 
106    13    17    354 
107    13    18    374 
108    13    19    394 
109    13    0    14 
110    12    0    13 
111    12    19    393 
112    12    18    373 
113    12    19    393 
114    12    0    13 
115    13    0    14 
116    13    19    394 
117    14    19    395 
118    15    19    396 
119    15    0    16 
120    14    0    15 
121    13    0    14 
122    13    19    394 
123    13    0    14 
124    13    19    394 
125    14    19    395 
126    14    0    15 
127    14    19    395 
128    13    19    394 
129    13    0    14 
130    13    19    394 
131    13    0    14 
132    13    19    394 
133    14    19    395 
134    14    18    375 
135    14    17    355 
136    14    16    335 
137    14    15    315 
138    13    15    314 
139    12    15    313 
140    12    16    333 
141    13    16    334 
142    12    16    333 
143    13    16    334 
144    13    17    354 
145    13    18    374 
146    12    18    373 
147    11    18    372 
148    11    17    352 
149    11    18    372 
150    11    17    352 
151    10    17    351 
152    9    17    350 
153    9    16    330 
154    9    17    350 
155    10    17    351 
156    10    16    331 
157    11    16    332 
158    10    16    331 
159    11    16    332 
160    10    16    331 
161    10    15    311 
162    10    16    331 
163    11    16    332 
164    11    17    352 
165    12    17    353 
166    12    16    333 
167    11    16    332 
168    11    17    352 
169    10    17    351 
170    11    17    352 
171    10    17    351 
172    10    16    331 
173    10    17    351 
174    9    17    350 
175    9    16    330 
176    9    17    350 
177    9    16    330 
178    9    17    350 
179    9    18    370 
180    9    17    350 
181    8    17    349 
182    9    17    350 
183    9    16    330 
184    9    15    310 
185    8    15    309 
186    8    14    289 
187    9    14    290 
188    9    13    270 
189    9    14    290 
190    9    13    270 
191    9    14    290 
192    9    15    310 
193    10    15    311 
194    11    15    312 
195    11    16    332 
196    12    16    333 
197    13    16    334 
198    13    17    354 
199    14    17    355 
200    14    18    375 
201    14    17    355 
202    13    17    354 
203    14    17    355 
204    13    17    354 
205    13    18    374 
206    13    19    394 
207    13    0    14 
208    13    19    394 
209    14    19    395 
210    14    0    15 
211    13    0    14 
212    13    19    394 
213    13    0    14 
214    14    0    15 
215    14    19    395 
216    13    19    394 
217    13    18    374 
218    14    18    375 
219    15    18    376 
220    15    17    356 
221    14    17    355 
222    14    18    375 
223    14    17    355 
224    13    17    354 
225    14    17    355 
226    14    18    375 
227    15    18    376 
228    16    18    377 
229    16    19    397 
230    17    19    398 
231    17    18    378 
232    17    19    398 
233    18    19    399 
234    1    19    380 
235    0    19    381 
236    0    18    361 
237    0    19    381 
238    0    0    1 
239    1    0    2 
240    0    0    1 
241    0    1    21 
242    0    2    41 
243    1    2    42 
244    1    1    22 
245    1    0    2 
246    1    1    22 
247    1    2    42 
248    2    2    43 
249    2    3    63 
250    1    3    62 
251    2    3    63 
252    2    4    83 
253    3    4    84 
254    3    3    64 
255    4    3    65 
256    3    3    64 
257    2    3    63 
258    1    3    62 
259    1    2    42 
260    2    2    43 
261    3    2    44 
262    3    3    64 
263    3    2    44 
264    2    2    43 
265    2    1    23 
266    3    1    24 
267    4    1    25 
268    4    2    45 
269    3    2    44 
270    3    1    24 
271    4    1    25 
272    5    1    26 
273    5    0    6 
274    5    1    26 
275    6    1    27 
276    5    1    26 
277    5    2    46 
278    4    2    45 
279    4    1    25 
280    5    1    26 
281    6    1    27 
282    7    1    28 
