# caminhante aleatório em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    270 
1    0    1    290 
2    0    2    310 
3    0    1    290 
4    1    1    291 
5    1    2    311 
6    1    1    291 
7    2    1    292 
8    1    1    291 
9    0    1    290 
10    1    1    291 
11    1    0    271 
12    1    1    291 
13    1    0    271 
14    1    1    291 
15    0    1    290 
16    1    1    289 
17    1    2    309 
18    1    3    329 
19    2    3    328 
20    2    4    348 
21    2    5    368 
22    1    5    369 
23    0    5    370 
24    0    4    350 
25    1    4    349 
26    1    5    369 
27    2    5    368 
28    2    4    348 
29    1    4    349 
30    0    4    350 
31    1    4    351 
32    0    4    350 
33    1    4    351 
34    2    4    352 
35    3    4    353 
36    4    4    354 
37    4    5    374 
38    4    6    394 
39    4    13    14 
40    3    13    13 
41    3    6    393 
42    4    6    394 
43    3    6    393 
44    4    6    394 
45    4    13    14 
46    3    13    13 
47    3    6    393 
48    3    13    13 
49    3    12    33 
50    2    12    32 
51    2    13    12 
52    2    12    32 
53    1    12    31 
54    0    12    30 
55    0    13    10 
56    0    6    390 
57    0    13    10 
58    1    13    11 
59    2    13    12 
60    1    13    11 
61    1    12    31 
62    2    12    32 
63    2    13    12 
64    3    13    13 
65    2    13    12 
66    2    12    32 
67    3    12    33 
68    3    11    53 
69    2    11    52 
70    2    10    72 
71    2    9    92 
72    3    9    93 
73    3    10    73 
74    3    11    53 
75    3    12    33 
76    3    11    53 
77    4    11    54 
78    4    10    74 
79    4    11    54 
80    5    11    55 
81    5    12    35 
82    5    11    55 
83    5    10    75 
84    4    10    74 
85    4    11    54 
86    4    12    34 
87    3    12    33 
88    2    12    32 
89    3    12    33 
90    4    12    34 
91    5    12    35 
92    4    12    34 
93    4    13    14 
94    3    13    13 
95    4    13    14 
96    4    6    394 
97    4    5    374 
98    3    5    373 
99    3    6    393 
100    2    6    392 
101    2    13    12 
102    2    6    392 
103    2    13    12 
104    2    12    32 
105    2    11    52 
106    2    12    32 
107    2    11    52 
108    2    12    32 
109    2    11    52 
110    2    10    72 
111    3    10    73 
112    3    9    93 
113    3    10    73 
114    3    9    93 
115    4    9    94 
116    4    10    74 
117    5    10    75 
118    5    11    55 
119    5    12    35 
120    6    12    36 
121    7    12    37 
122    7    11    57 
123    7    12    37 
124    7    11    57 
125    7    12    37 
126    8    12    38 
127    9    12    39 
128    10    12    20 
129    10    13    0 
130    10    6    380 
131    9    6    381 
132    10    6    380 
133    9    6    399 
134    9    5    379 
135    9    4    359 
136    8    4    358 
137    8    5    378 
138    9    5    379 
139    10    5    360 
140    10    4    340 
141    9    4    341 
142    9    5    361 
143    9    4    341 
144    9    5    361 
145    9    6    381 
146    9    13    1 
147    9    12    21 
148    9    11    41 
149    9    12    21 
150    8    12    22 
151    8    11    42 
152    8    12    22 
153    7    12    23 
154    8    12    22 
155    7    12    23 
156    6    12    24 
157    7    12    23 
158    8    12    22 
159    9    12    21 
160    9    13    1 
161    9    6    381 
162    9    13    1 
163    9    12    21 
164    9    11    41 
165    9    10    61 
166    9    9    81 
167    10    9    80 
168    9    9    81 
169    10    9    80 
170    10    8    100 
171    9    8    101 
172    8    8    102 
173    7    8    103 
174    8    8    102 
175    8    9    82 
176    7    9    83 
177    7    8    103 
178    7    7    123 
179    6    7    124 
180    5    7    125 
181    4    7    126 
182    4    8    106 
183    4    9    86 
184    5    9    85 
185    5    8    105 
186    5    7    125 
187    5    8    105 
188    5    7    125 
189    4    7    126 
190    5    7    125 
191    4    7    126 
192    3    7    127 
193    3    8    107 
194    3    9    87 
195    3    8    107 
196    3    7    127 
197    2    7    128 
198    2    8    108 
199    2    9    88 
200    2    8    108 
201    2    9    88 
202    1    9    89 
203    1    8    109 
204    0    8    110 
205    0    9    90 
206    0    10    70 
207    1    10    69 
208    1    11    49 
209    2    11    48 
210    3    11    47 
211    2    11    48 
212    2    10    68 
213    2    11    48 
214    2    12    28 
215    1    12    29 
216    1    11    49 
217    1    10    69 
218    1    11    49 
219    0    11    50 
220    0    10    70 
221    1    10    69 
222    0    10    70 
223    1    10    69 
224    2    10    68 
225    2    11    48 
226    3    11    47 
227    4    11    46 
228    4    10    66 
229    4    11    46 
230    4    12    26 
231    5    12    25 
232    6    12    24 
233    6    13    4 
234    7    13    3 
235    7    12    23 
236    7    13    3 
237    6    13    4 
238    7    13    3 
239    7    12    23 
240    8    12    22 
241    9    12    21 
242    10    12    20 
243    9    12    39 
244    10    12    20 
245    10    13    0 
246    9    13    19 
247    8    13    18 
248    9    13    19 
249    10    13    0 
250    9    13    1 
251    8    13    2 
252    8    12    22 
253    9    12    21 
254    9    13    1 
255    9    6    381 
256    8    6    382 
257    8    13    2 
258    9    13    1 
259    9    12    21 
260    10    12    20 
261    10    11    40 
262    10    10    60 
263    9    10    61 
264    9    9    81 
265    9    10    61 
266    9    11    41 
267    9    10    61 
268    8    10    62 
269    7    10    63 
270    6    10    64 
271    5    10    65 
272    6    10    64 
273    5    10    65 
274    5    11    45 
275    6    11    44 
276    6    12    24 
277    5    12    25 
278    5    11    45 
279    6    11    44 
280    6    12    24 
281    6    13    4 
282    5    13    5 
283    5    6    385 
284    6    6    384 
285    7    6    383 
286    8    6    382 
287    8    5    362 
288    8    4    342 
289    8    3    322 
290    9    3    321 
291    10    3    320 
292    9    3    339 
293    9    2    319 
294    9    3    339 
295    9    4    359 
296    8    4    358 
297    9    4    359 
298    9    5    379 
299    8    5    378 
300    7    5    377 
301    7    4    357 
302    8    4    358 
303    9    4    359 
304    9    3    339 
305    9    4    359 
306    8    4    358 
307    8    3    338 
308    8    4    358 
309    9    4    359 
310    8    4    358 
311    9    4    359 
312    8    4    358 
313    7    4    357 
314    7    3    337 
315    7    2    317 
316    6    2    316 
317    6    3    336 
318    6    2    316 
319    6    3    336 
320    6    2    316 
321    6    3    336 
322    7    3    337 
323    7    2    317 
324    7    1    297 
325    6    1    296 
326    7    1    297 
327    6    1    296 
328    5    1    295 
329    4    1    294 
330    5    1    295 
331    4    1    294 
332    3    1    293 
333    2    1    292 
334    3    1    293 
335    2    1    292 
336    2    2    312 
337    2    1    292 
338    2    0    272 
339    2    1    292 
340    3    1    293 
341    3    2    313 
342    4    2    314 
343    3    2    313 
344    3    1    293 
345    3    2    313 
346    2    2    312 
347    1    2    311 
348    0    2    310 
349    1    2    309 
350    1    3    329 
351    0    3    330 
352    0    4    350 
353    1    4    351 
354    2    4    352 
355    2    5    372 
356    2    4    352 
357    1    4    351 
358    2    4    352 
359    2    3    332 
360    1    3    331 
361    1    4    351 
362    1    5    371 
363    0    5    370 
364    0    6    390 
365    1    6    391 
366    2    6    392 
367    2    13    12 
368    1    13    11 
369    1    6    391 
370    0    6    390 
371    0    13    10 
372    1    13    11 
373    0    13    10 
374    0    6    390 
375    1    6    391 
376    1    5    371 
377    1    6    391 
378    2    6    392 
379    2    5    372 
380    3    5    373 
381    3    6    393 
382    4    6    394 
383    4    5    374 
384    4    4    354 
385    4    3    334 
386    3    3    333 
387    3    4    353 
388    2    4    352 
389    3    4    353 
390    2    4    352 
391    3    4    353 
