# caminhante aleatório em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    185 
1    0    1    205 
2    0    2    225 
3    1    2    226 
4    2    2    227 
5    1    2    226 
6    0    2    225 
7    0    3    245 
8    1    3    244 
9    0    3    245 
10    1    3    244 
11    1    4    264 
12    2    4    263 
13    1    4    264 
14    1    3    244 
15    1    4    264 
16    2    4    263 
17    2    5    283 
18    2    6    303 
19    2    5    283 
20    2    4    263 
21    1    4    264 
22    1    5    284 
23    2    5    283 
24    2    6    303 
25    3    6    302 
26    2    6    303 
27    2    7    323 
28    1    7    324 
29    2    7    323 
30    3    7    322 
31    3    6    302 
32    4    6    301 
33    5    6    300 
34    5    5    280 
35    14    5    299 
36    14    6    319 
37    14    7    339 
38    14    6    319 
39    14    5    299 
40    5    5    280 
41    4    5    281 
42    3    5    282 
43    2    5    283 
44    2    4    263 
45    2    3    243 
46    2    2    223 
47    1    2    224 
48    0    2    225 
49    1    2    226 
50    2    2    227 
51    3    2    228 
52    3    3    248 
53    3    2    228 
54    3    3    248 
55    4    3    249 
56    4    2    229 
57    4    3    249 
58    4    2    229 
59    4    3    249 
60    4    4    269 
61    5    4    270 
62    4    4    269 
63    4    5    289 
64    5    5    290 
65    5    4    270 
66    5    3    250 
67    5    4    270 
68    5    5    290 
69    5    6    310 
70    5    5    290 
71    5    6    310 
72    6    6    311 
73    7    6    312 
74    7    7    332 
75    8    7    333 
76    8    6    313 
77    8    7    333 
78    9    7    334 
79    9    6    314 
80    9    7    334 
81    8    7    333 
82    7    7    332 
83    8    7    333 
84    7    7    332 
85    7    6    312 
86    6    6    311 
87    6    5    291 
88    6    4    271 
89    7    4    272 
90    8    4    273 
91    9    4    274 
92    9    3    254 
93    9    4    274 
94    8    4    273 
95    9    4    274 
96    9    3    254 
97    10    3    255 
98    10    4    275 
99    10    5    295 
100    10    6    315 
101    10    7    335 
102    9    7    334 
103    9    8    354 
104    8    8    353 
105    9    8    354 
106    9    7    334 
107    10    7    335 
108    10    8    355 
109    10    7    335 
110    10    6    315 
111    11    6    316 
112    10    6    315 
113    9    6    314 
114    8    6    313 
115    9    6    314 
116    8    6    313 
117    7    6    312 
118    6    6    311 
119    7    6    312 
120    6    6    311 
121    7    6    312 
122    7    7    332 
123    6    7    331 
124    6    8    351 
125    5    8    350 
126    5    9    370 
127    5    8    350 
128    5    7    330 
129    5    6    310 
130    5    5    290 
131    5    6    310 
132    5    5    290 
133    4    5    289 
134    4    4    269 
135    4    3    249 
136    5    3    250 
137    5    2    230 
138    5    1    210 
139    4    1    209 
140    4    0    189 
141    4    1    169 
142    4    0    189 
143    4    1    169 
144    4    2    149 
145    4    3    129 
146    4    2    149 
147    5    2    150 
148    6    2    151 
149    7    2    152 
150    7    1    172 
151    7    2    152 
152    8    2    153 
153    8    3    133 
154    7    3    132 
155    6    3    131 
156    7    3    132 
157    8    3    133 
158    8    4    113 
159    8    5    93 
160    8    6    73 
161    7    6    72 
162    7    7    52 
163    7    8    32 
164    6    8    31 
165    6    7    51 
166    7    7    52 
167    6    7    51 
168    6    6    71 
169    6    5    91 
170    6    4    111 
171    5    4    110 
172    4    4    109 
173    4    3    129 
174    3    3    128 
175    3    4    108 
176    3    5    88 
177    3    6    68 
178    3    5    88 
179    3    6    68 
180    2    6    67 
181    2    5    87 
182    3    5    88 
183    4    5    89 
184    4    6    69 
185    5    6    70 
186    5    7    50 
187    4    7    49 
188    4    8    29 
189    4    9    9 
190    4    8    29 
191    4    9    9 
192    3    9    8 
193    3    8    28 
194    3    9    8 
195    2    9    7 
196    2    10    387 
197    2    9    367 
198    3    9    368 
199    4    9    369 
200    4    8    349 
201    4    7    329 
202    5    7    330 
203    4    7    329 
204    4    6    309 
205    4    5    289 
206    3    5    288 
207    3    4    268 
208    2    4    267 
209    2    3    247 
210    1    3    246 
211    1    2    226 
212    2    2    227 
213    3    2    228 
214    3    1    208 
215    3    0    188 
216    3    1    208 
217    3    0    188 
218    4    0    189 
219    4    1    169 
220    3    1    168 
221    3    2    148 
222    2    2    147 
223    2    1    167 
224    2    0    187 
225    2    1    207 
226    2    2    227 
227    3    2    228 
228    3    1    208 
229    3    0    188 
230    2    0    187 
231    2    1    167 
232    2    0    187 
233    2    1    207 
234    1    1    206 
235    2    1    207 
236    2    2    227 
237    1    2    226 
238    0    2    225 
239    1    2    224 
240    1    1    204 
241    2    1    203 
242    2    0    183 
243    2    1    203 
244    2    0    183 
245    1    0    184 
246    0    0    185 
247    1    0    186 
248    1    1    206 
249    0    1    205 
250    0    0    185 
251    1    0    184 
252    0    0    185 
253    1    0    186 
254    1    1    166 
255    1    0    186 
256    2    0    187 
257    1    0    186 
258    1    1    206 
259    2    1    207 
260    1    1    206 
261    2    1    207 
262    3    1    208 
263    2    1    207 
264    1    1    206 
265    2    1    207 
266    1    1    206 
267    1    0    186 
268    1    1    166 
269    1    2    146 
270    1    3    126 
271    2    3    127 
272    2    2    147 
273    2    1    167 
274    1    1    166 
275    2    1    167 
276    1    1    166 
277    0    1    165 
278    0    0    185 
279    0    1    205 
280    1    1    206 
281    1    0    186 
282    1    1    206 
283    1    0    186 
284    1    1    206 
285    1    0    186 
286    2    0    187 
287    1    0    186 
288    2    0    187 
289    1    0    186 
290    1    1    166 
291    2    1    167 
292    1    1    166 
293    0    1    165 
294    1    1    164 
295    1    2    144 
296    1    3    124 
297    1    4    104 
298    1    5    84 
299    1    6    64 
300    1    5    84 
301    2    5    83 
302    1    5    84 
303    1    4    104 
304    1    3    124 
305    1    2    144 
306    1    3    124 
307    0    3    125 
308    1    3    126 
309    2    3    127 
310    1    3    126 
311    1    4    106 
312    0    4    105 
313    0    3    125 
314    0    4    105 
315    1    4    104 
316    1    3    124 
317    0    3    125 
318    1    3    124 
319    2    3    123 
320    2    4    103 
321    2    3    123 
322    2    2    143 
323    2    3    123 
324    2    4    103 
325    2    5    83 
326    2    4    103 
327    1    4    104 
328    0    4    105 
329    1    4    104 
330    1    3    124 
331    1    2    144 
332    1    1    164 
333    2    1    163 
334    1    1    164 
335    1    2    144 
336    1    3    124 
337    0    3    125 
338    0    2    145 
339    0    1    165 
340    1    1    166 
341    1    2    146 
342    0    2    145 
343    0    3    125 
344    0    2    145 
345    0    1    165 
346    0    0    185 
347    0    1    165 
348    1    1    166 
349    1    0    186 
350    1    1    206 
351    1    2    226 
352    2    2    227 
353    1    2    226 
354    1    1    206 
355    2    1    207 
356    1    1    206 
357    1    0    186 
358    2    0    187 
359    2    1    167 
360    2    2    147 
361    2    3    127 
362    2    2    147 
363    2    3    127 
364    1    3    126 
365    2    3    127 
366    2    2    147 
367    2    3    127 
368    3    3    128 
369    4    3    129 
370    4    2    149 
371    3    2    148 
372    4    2    149 
373    4    1    169 
374    5    1    170 
375    6    1    171 
376    7    1    172 
377    7    2    152 
378    7    3    132 
379    7    2    152 
380    8    2    153 
381    8    3    133 
382    9    3    134 
383    9    4    114 
384    9    3    134 
385    9    2    154 
386    9    1    174 
387    9    0    194 
388    10    0    195 
389    9    0    194 
390    10    0    195 
391    10    1    175 
392    9    1    174 
393    10    1    175 
394    10    2    155 
395    10    1    175 
396    9    1    174 
397    10    1    175 
398    10    2    155 
399    10    3    135 
400    9    3    134 
401    10    3    135 
402    10    4    115 
403    10    3    135 
404    9    3    134 
405    9    4    114 
406    8    4    113 
407    8    5    93 
408    9    5    94 
409    8    5    93 
410    9    5    94 
411    8    5    93 
412    9    5    94 
413    9    4    114 
414    10    4    115 
415    10    5    95 
416    11    5    96 
417    10    5    95 
418    9    5    94 
419    8    5    93 
420    9    5    94 
421    9    6    74 
422    10    6    75 
423    9    6    74 
424    9    7    54 
425    10    7    55 
426    10    8    35 
427    11    8    36 
428    10    8    35 
429    10    9    15 
430    10    8    35 
431    9    8    34 
432    10    8    35 
433    10    9    15 
434    9    9    14 
435    10    9    15 
436    10    8    35 
437    9    8    34 
438    9    9    14 
439    8    9    13 
440    8    8    33 
441    7    8    32 
442    7    9    12 
443    7    10    392 
444    7    9    372 
445    8    9    373 
446    8    10    393 
447    8    9    373 
448    9    9    374 
449    10    9    375 
450    9    9    374 
451    9    10    394 
452    10    10    395 
453    10    9    375 
454    10    8    355 
455    11    8    356 
456    10    8    355 
457    10    7    335 
458    11    7    336 
459    12    7    337 
460    13    7    338 
461    14    7    339 
462    14    8    359 
463    5    8    340 
464    5    7    320 
465    5    8    340 
466    5    7    320 
467    5    6    300 
468    4    6    301 
469    5    6    300 
470    14    6    319 
471    14    5    299 
472    14    4    279 
473    13    4    278 
474    12    4    277 
475    12    3    257 
476    13    3    258 
477    14    3    259 
478    14    4    279 
479    14    3    259 
480    5    3    240 
481    5    4    260 
482    14    4    279 
483    5    4    260 
484    4    4    261 
485    4    5    281 
486    4    6    301 
487    4    7    321 
488    5    7    320 
489    14    7    339 
490    13    7    338 
491    13    6    318 
492    13    5    298 
493    13    6    318 
494    13    7    338 
495    12    7    337 
496    11    7    336 
497    11    6    316 
498    11    5    296 
499    10    5    295 
500    9    5    294 
501    8    5    293 
502    7    5    292 
503    6    5    291 
504    6    6    311 
505    6    5    291 
506    7    5    292 
507    7    4    272 
508    7    5    292 
509    6    5    291 
510    7    5    292 
511    6    5    291 
512    7    5    292 
513    7    6    312 
514    6    6    311 
515    6    5    291 
516    6    6    311 
517    7    6    312 
518    7    5    292 
519    7    4    272 
520    7    3    252 
521    6    3    251 
522    6    2    231 
523    6    3    251 
524    6    2    231 
525    7    2    232 
526    8    2    233 
527    8    1    213 
528    8    2    233 
529    9    2    234 
530    9    3    254 
531    9    2    234 
532    10    2    235 
533    9    2    234 
534    9    1    214 
535    8    1    213 
536    7    1    212 
537    8    1    213 
538    9    1    214 
539    9    2    234 
540    9    1    214 
541    8    1    213 
542    9    1    214 
543    8    1    213 
544    8    0    193 
545    7    0    192 
546    7    1    172 
547    7    2    152 
548    7    3    132 
549    7    4    112 
550    7    3    132 
551    7    4    112 
552    7    3    132 
553    8    3    133 
554    8    2    153 
555    8    3    133 
556    8    2    153 
557    9    2    154 
558    8    2    153 
559    8    3    133 
560    9    3    134 
561    9    4    114 
562    9    3    134 
563    9    4    114 
564    10    4    115 
565    9    4    114 
566    10    4    115 
567    10    3    135 
568    10    2    155 
569    10    3    135 
570    10    2    155 
571    9    2    154 
572    9    3    134 
573    8    3    133 
574    7    3    132 
575    6    3    131 
576    5    3    130 
577    5    4    110 
578    5    3    130 
579    5    2    150 
580    6    2    151 
581    5    2    150 
582    5    1    170 
583    5    2    150 
584    4    2    149 
585    5    2    150 
586    5    3    130 
587    6    3    131 
588    5    3    130 
589    6    3    131 
590    7    3    132 
591    7    2    152 
592    8    2    153 
593    7    2    152 
594    6    2    151 
595    6    1    171 
596    7    1    172 
597    6    1    171 
598    7    1    172 
599    6    1    171 
600    6    0    191 
601    6    1    171 
602    6    0    191 
603    6    1    211 
604    6    2    231 
605    7    2    232 
606    6    2    231 
607    5    2    230 
608    5    1    210 
609    4    1    209 
