# caminhante aleatório em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    385 
1    1    0    386 
2    1    19    6 
3    1    18    26 
4    1    17    46 
5    1    18    26 
6    2    18    27 
7    3    18    28 
8    3    17    48 
9    3    16    68 
10    4    16    69 
11    3    16    68 
12    4    16    69 
13    3    16    68 
14    3    17    48 
15    3    16    68 
16    3    17    48 
17    3    18    28 
18    2    18    27 
19    2    19    7 
20    2    0    387 
21    2    1    367 
22    1    1    366 
23    0    1    365 
24    1    1    366 
25    1    2    346 
26    2    2    347 
27    1    2    346 
28    1    3    326 
29    1    2    346 
30    1    3    326 
31    2    3    327 
32    2    4    307 
33    1    4    306 
34    2    4    307 
35    3    4    308 
36    3    3    328 
37    3    2    348 
38    4    2    349 
39    3    2    348 
40    2    2    347 
41    2    3    327 
42    2    4    307 
43    2    3    327 
44    2    4    307 
45    1    4    306 
46    1    5    286 
47    1    6    266 
48    2    6    267 
49    2    7    247 
50    1    7    246 
51    2    7    247 
52    3    7    248 
53    2    7    247 
54    1    7    246 
55    1    8    226 
56    1    7    246 
57    1    6    266 
58    1    7    246 
59    0    7    245 
60    1    7    244 
61    0    7    245 
62    1    7    246 
63    0    7    245 
64    1    7    244 
65    1    6    264 
66    2    6    263 
67    2    7    243 
68    2    8    223 
69    3    8    222 
70    2    8    223 
71    2    7    243 
72    2    6    263 
73    2    7    243 
74    1    7    244 
75    2    7    243 
76    3    7    242 
77    4    7    241 
78    5    7    240 
79    4    7    241 
80    4    8    221 
81    5    8    220 
82    5    9    200 
83    4    9    201 
84    3    9    202 
85    2    9    203 
86    3    9    202 
87    3    8    222 
88    4    8    221 
89    5    8    220 
90    4    8    221 
91    5    8    220 
92    4    8    221 
93    4    9    201 
94    5    9    200 
95    5    10    180 
96    5    11    160 
97    14    11    179 
98    13    11    178 
99    13    12    158 
100    13    13    138 
101    14    13    139 
102    5    13    120 
103    4    13    121 
104    4    14    101 
105    4    13    121 
106    4    14    101 
107    3    14    102 
108    4    14    101 
109    3    14    102 
110    4    14    101 
111    4    15    81 
112    5    15    80 
113    5    14    100 
114    5    13    120 
115    5    14    100 
116    5    15    80 
117    4    15    81 
118    4    16    61 
119    4    15    81 
120    3    15    82 
121    2    15    83 
122    2    14    103 
123    2    15    83 
124    3    15    82 
125    2    15    83 
126    1    15    84 
127    2    15    83 
128    2    16    63 
129    3    16    62 
130    3    17    42 
131    4    17    41 
132    4    18    21 
133    4    17    41 
134    3    17    42 
135    4    17    41 
136    4    16    61 
137    4    17    41 
138    3    17    42 
139    4    17    41 
140    4    18    21 
141    3    18    22 
142    4    18    21 
143    4    19    1 
144    4    0    381 
145    5    0    380 
146    5    19    0 
147    4    19    1 
148    5    19    0 
149    14    19    19 
150    14    0    399 
151    14    19    19 
152    5    19    0 
153    4    19    1 
154    4    18    21 
155    5    18    20 
156    4    18    21 
157    3    18    22 
158    2    18    23 
159    2    17    43 
160    1    17    44 
161    1    16    64 
162    2    16    63 
163    2    15    83 
164    2    14    103 
165    1    14    104 
166    2    14    103 
167    1    14    104 
168    2    14    103 
169    1    14    104 
170    0    14    105 
171    0    15    85 
172    1    15    84 
173    2    15    83 
174    2    16    63 
175    2    17    43 
176    2    16    63 
177    2    15    83 
178    3    15    82 
179    4    15    81 
180    3    15    82 
181    3    16    62 
182    3    17    42 
183    2    17    43 
184    3    17    42 
185    3    16    62 
186    3    15    82 
187    4    15    81 
188    3    15    82 
189    4    15    81 
190    3    15    82 
191    3    14    102 
192    2    14    103 
193    3    14    102 
194    3    15    82 
195    4    15    81 
196    4    16    61 
197    5    16    60 
198    5    17    40 
199    5    16    60 
200    14    16    79 
201    13    16    78 
202    12    16    77 
203    13    16    78 
204    13    17    58 
205    13    16    78 
206    13    17    58 
207    13    18    38 
208    12    18    37 
209    11    18    36 
210    10    18    35 
211    11    18    36 
212    11    17    56 
213    11    18    36 
214    11    19    16 
215    10    19    15 
216    10    18    35 
217    10    19    15 
218    11    19    16 
219    11    0    396 
220    10    0    395 
221    11    0    396 
222    10    0    395 
223    9    0    394 
224    10    0    395 
225    9    0    394 
226    9    1    374 
227    8    1    373 
228    8    0    393 
229    8    19    13 
230    8    0    393 
231    8    1    373 
232    9    1    374 
233    9    0    394 
234    9    19    14 
235    9    0    394 
236    8    0    393 
237    9    0    394 
238    9    19    14 
239    9    18    34 
240    8    18    33 
241    8    19    13 
242    8    0    393 
243    7    0    392 
244    7    19    12 
245    6    19    11 
246    6    0    391 
247    6    19    11 
248    6    0    391 
249    6    1    371 
250    6    0    391 
251    5    0    390 
252    4    0    389 
253    4    1    369 
254    4    0    389 
255    4    19    9 
256    4    18    29 
257    5    18    30 
258    6    18    31 
259    6    17    51 
260    6    16    71 
261    5    16    70 
262    5    15    90 
263    5    14    110 
264    4    14    109 
