# caminhante aleatório em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    157 
1    0    1    137 
2    1    1    138 
3    2    1    139 
4    2    0    159 
5    2    1    139 
6    2    2    119 
7    17    2    100 
8    17    3    80 
9    17    4    60 
10    2    4    79 
11    2    5    59 
12    2    4    79 
13    2    5    59 
14    2    6    39 
15    2    5    59 
16    1    5    58 
17    1    4    78 
18    0    4    77 
19    0    5    57 
20    0    6    37 
21    1    6    38 
22    0    6    37 
23    0    7    17 
24    0    12    397 
25    0    7    17 
26    0    12    397 
27    0    7    17 
28    0    6    37 
29    1    6    36 
30    0    6    37 
31    0    5    57 
32    1    5    56 
33    1    6    36 
34    1    7    16 
35    1    12    396 
36    1    11    376 
37    0    11    377 
38    1    11    376 
39    2    11    375 
40    2    12    395 
41    2    7    15 
42    1    7    16 
43    0    7    17 
44    1    7    16 
45    0    7    17 
46    1    7    18 
47    2    7    19 
48    1    7    18 
49    1    12    398 
50    1    11    378 
51    2    11    379 
52    2    12    399 
53    2    11    379 
54    17    11    360 
55    16    11    361 
56    17    11    360 
57    17    10    340 
58    2    10    359 
59    2    11    379 
60    2    10    359 
61    17    10    340 
62    2    10    359 
63    17    10    340 
64    17    11    360 
65    17    10    340 
66    17    11    360 
67    17    12    380 
68    17    7    0 
69    2    7    19 
70    2    6    39 
71    1    6    38 
72    1    5    58 
73    2    5    59 
74    1    5    58 
75    2    5    59 
76    1    5    58 
77    1    4    78 
78    2    4    79 
79    1    4    78 
80    1    5    58 
81    0    5    57 
82    1    5    56 
83    1    4    76 
84    2    4    75 
85    2    5    55 
86    3    5    54 
87    2    5    55 
88    1    5    56 
89    1    4    76 
90    0    4    77 
91    1    4    76 
92    1    3    96 
93    1    2    116 
94    1    1    136 
95    0    1    137 
96    0    0    157 
97    0    1    137 
98    1    1    138 
99    2    1    139 
100    1    1    138 
101    1    2    118 
102    1    3    98 
103    1    2    118 
104    1    3    98 
105    0    3    97 
106    0    4    77 
107    1    4    78 
108    0    4    77 
109    0    3    97 
110    1    3    98 
111    1    4    78 
112    1    5    58 
113    0    5    57 
114    1    5    58 
115    1    6    38 
116    2    6    39 
117    1    6    38 
118    0    6    37 
119    1    6    36 
120    0    6    37 
121    0    5    57 
122    0    6    37 
123    0    7    17 
124    1    7    16 
125    1    6    36 
126    1    5    56 
127    0    5    57 
128    0    4    77 
129    1    4    76 
130    0    4    77 
131    0    3    97 
132    0    2    117 
133    1    2    116 
134    2    2    115 
135    3    2    114 
136    4    2    113 
137    5    2    112 
138    5    1    132 
139    6    1    131 
140    7    1    130 
141    6    1    131 
142    6    0    151 
143    6    1    131 
144    5    1    132 
145    5    2    112 
146    5    1    132 
147    5    0    152 
148    6    0    151 
149    7    0    150 
150    6    0    151 
151    7    0    150 
152    6    0    151 
153    7    0    150 
154    6    0    151 
155    5    0    152 
156    6    0    151 
157    5    0    152 
158    5    1    132 
159    5    2    112 
160    5    3    92 
161    5    4    72 
162    6    4    71 
