# caminhante aleatório em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    63 
1    0    1    83 
2    0    0    63 
3    1    0    64 
4    2    0    65 
5    2    1    45 
6    2    0    65 
7    2    1    45 
8    2    2    25 
9    2    3    5 
10    2    2    25 
11    1    2    24 
12    2    2    25 
13    2    3    5 
14    1    3    4 
15    1    16    384 
16    0    16    383 
17    0    15    363 
18    0    16    383 
19    1    16    384 
20    2    16    385 
21    2    15    365 
22    1    15    364 
23    1    14    344 
24    0    14    343 
25    1    14    342 
26    0    14    343 
27    0    13    323 
28    0    12    303 
29    0    13    323 
30    1    13    322 
31    1    12    302 
32    1    11    282 
33    1    12    302 
34    1    13    322 
35    1    12    302 
36    0    12    303 
37    1    12    304 
38    2    12    305 
39    2    13    325 
40    3    13    326 
41    4    13    327 
42    3    13    326 
43    3    12    306 
44    3    11    286 
45    3    10    266 
46    4    10    267 
47    4    9    247 
48    4    8    227 
49    4    7    207 
50    5    7    208 
51    4    7    207 
52    3    7    206 
53    4    7    207 
54    4    8    227 
55    5    8    228 
56    6    8    229 
57    5    8    228 
58    5    9    248 
59    5    10    268 
60    6    10    269 
61    5    10    268 
62    6    10    269 
63    5    10    268 
64    5    9    248 
65    5    8    228 
66    5    7    208 
67    6    7    209 
68    6    8    229 
69    7    8    230 
70    8    8    231 
71    7    8    230 
72    8    8    231 
73    8    7    211 
74    7    7    210 
75    7    8    230 
76    8    8    231 
77    9    8    232 
78    9    7    212 
79    9    8    232 
80    8    8    231 
81    9    8    232 
82    9    9    252 
83    9    8    232 
84    10    8    233 
85    11    8    234 
86    11    9    254 
87    11    8    234 
88    10    8    233 
89    10    9    253 
90    11    9    254 
91    11    8    234 
92    10    8    233 
93    9    8    232 
94    9    9    252 
95    8    9    251 
96    8    10    271 
97    9    10    272 
98    10    10    273 
99    11    10    274 
100    11    9    254 
101    11    8    234 
102    11    9    254 
103    10    9    253 
104    11    9    254 
105    11    10    274 
106    10    10    273 
107    10    11    293 
108    10    10    273 
109    11    10    274 
110    11    9    254 
111    12    9    255 
112    12    8    235 
113    13    8    236 
114    14    8    237 
115    14    7    217 
116    14    6    197 
117    15    6    198 
118    16    6    199 
119    3    6    180 
120    16    6    199 
121    15    6    198 
122    15    5    178 
123    15    6    198 
124    16    6    199 
125    15    6    198 
126    15    5    178 
127    16    5    179 
128    16    6    199 
129    3    6    180 
130    3    5    160 
131    2    5    161 
132    3    5    160 
133    2    5    161 
134    1    5    162 
135    1    4    142 
136    1    5    162 
137    1    6    182 
138    1    7    202 
139    0    7    203 
140    1    7    204 
141    2    7    205 
142    2    8    225 
143    1    8    224 
144    1    7    204 
145    0    7    203 
146    1    7    202 
147    2    7    201 
148    3    7    200 
149    2    7    201 
150    2    8    221 
151    2    7    201 
152    1    7    202 
153    1    6    182 
154    1    5    162 
155    0    5    163 
156    1    5    164 
157    1    6    184 
158    0    6    183 
159    1    6    184 
160    2    6    185 
161    2    5    165 
162    2    6    185 
163    1    6    184 
164    1    7    204 
165    1    6    184 
166    2    6    185 
167    3    6    186 
168    3    7    206 
169    4    7    207 
170    5    7    208 
171    4    7    207 
172    5    7    208 
173    4    7    207 
174    4    8    227 
175    3    8    226 
176    3    7    206 
177    3    8    226 
178    3    9    246 
179    3    8    226 
180    4    8    227 
181    5    8    228 
182    5    9    248 
183    5    10    268 
184    5    9    248 
185    6    9    249 
186    6    10    269 
187    6    9    249 
188    5    9    248 
189    4    9    247 
190    4    8    227 
191    3    8    226 
192    3    7    206 
193    3    8    226 
194    2    8    225 
195    1    8    224 
196    0    8    223 
197    0    7    203 
198    0    8    223 
199    1    8    222 
200    2    8    221 
201    2    9    241 
202    1    9    242 
203    1    8    222 
204    1    7    202 
205    1    6    182 
206    1    5    162 
207    1    4    142 
208    2    4    141 
209    2    5    161 
210    1    5    162 
211    2    5    161 
212    1    5    162 
213    0    5    163 
214    0    6    183 
215    0    7    203 
216    0    6    183 
217    0    7    203 
218    1    7    202 
219    1    8    222 
220    1    9    242 
221    0    9    243 
222    0    8    223 
223    1    8    224 
224    1    7    204 
225    0    7    203 
226    0    6    183 
227    0    7    203 
228    0    8    223 
229    1    8    222 
230    0    8    223 
231    0    9    243 
