# caminhante aleatório em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    115 
1    1    0    114 
2    1    1    134 
3    1    2    154 
4    2    2    153 
5    1    2    154 
6    0    2    155 
7    1    2    156 
8    2    2    157 
9    1    2    156 
10    1    3    176 
11    0    3    175 
12    0    4    195 
13    1    4    194 
14    1    5    214 
15    0    5    215 
16    0    6    235 
17    0    5    215 
18    1    5    216 
19    0    5    215 
20    0    4    195 
21    1    4    196 
22    1    3    176 
23    0    3    175 
24    0    4    195 
25    1    4    196 
26    2    4    197 
27    1    4    196 
28    2    4    197 
29    3    4    198 
30    3    3    178 
31    3    4    198 
32    3    5    218 
33    3    4    198 
34    2    4    197 
35    1    4    196 
36    1    5    216 
37    1    6    236 
38    2    6    237 
39    3    6    238 
40    4    6    239 
41    3    6    238 
42    3    5    218 
43    2    5    217 
44    1    5    216 
45    0    5    215 
46    1    5    214 
47    1    4    194 
48    1    5    214 
49    0    5    215 
50    0    6    235 
51    0    5    215 
52    0    6    235 
53    1    6    234 
54    1    7    254 
55    1    8    274 
56    1    7    254 
57    1    8    274 
58    2    8    273 
59    2    7    253 
60    2    8    273 
61    2    7    253 
62    2    8    273 
63    1    8    274 
64    1    9    294 
65    0    9    295 
66    0    10    315 
67    0    11    335 
68    0    12    355 
69    0    13    375 
70    0    14    395 
71    1    14    396 
72    1    13    376 
73    1    12    356 
74    1    11    336 
75    1    12    356 
76    1    13    376 
77    1    12    356 
78    0    12    355 
79    0    13    375 
80    1    13    376 
81    0    13    375 
82    0    14    395 
83    0    5    15 
84    1    5    14 
85    1    4    34 
86    1    3    54 
87    0    3    55 
88    1    3    56 
89    0    3    55 
90    1    3    54 
91    1    2    74 
92    1    1    94 
93    1    0    114 
94    1    1    134 
95    1    0    114 
96    1    1    94 
97    0    1    95 
98    1    1    94 
99    0    1    95 
100    0    2    75 
101    1    2    76 
102    1    1    96 
103    1    0    116 
104    2    0    117 
105    3    0    118 
106    2    0    117 
107    2    1    137 
108    3    1    138 
109    3    2    158 
110    3    1    138 
111    4    1    139 
112    15    1    120 
113    15    0    100 
114    4    0    119 
115    15    0    100 
116    4    0    119 
117    3    0    118 
118    2    0    117 
119    3    0    118 
120    3    1    138 
121    3    0    118 
122    4    0    119 
123    3    0    118 
124    2    0    117 
125    2    1    97 
126    3    1    98 
127    3    2    78 
128    2    2    77 
129    3    2    78 
130    2    2    77 
131    1    2    76 
132    1    3    56 
133    1    4    36 
134    2    4    37 
135    2    5    17 
136    2    14    397 
137    1    14    396 
138    1    13    376 
139    1    12    356 
140    0    12    355 
141    0    13    375 
142    1    13    376 
143    1    12    356 
144    2    12    357 
145    3    12    358 
146    2    12    357 
147    3    12    358 
148    4    12    359 
149    4    11    339 
150    15    11    320 
151    14    11    321 
152    14    12    341 
153    15    12    340 
154    14    12    341 
155    13    12    342 
156    13    11    322 
157    14    11    321 
158    13    11    322 
159    14    11    321 
160    13    11    322 
161    13    12    342 
162    13    13    362 
163    12    13    363 
164    12    14    383 
165    12    5    3 
166    13    5    2 
167    13    14    382 
168    13    5    2 
169    12    5    3 
170    12    14    383 
171    11    14    384 
172    12    14    383 
173    12    5    3 
174    13    5    2 
175    13    14    382 
176    13    5    2 
177    12    5    3 
178    12    14    383 
179    12    5    3 
180    12    4    23 
181    12    3    43 
182    13    3    42 
183    12    3    43 
184    12    2    63 
185    12    1    83 
186    12    0    103 
187    12    1    123 
188    13    1    122 
189    13    0    102 
190    12    0    103 
191    11    0    104 
192    12    0    103 
193    12    1    123 
194    11    1    124 
195    10    1    125 
196    11    1    124 
197    10    1    125 
198    11    1    124 
199    10    1    125 
200    9    1    126 
201    8    1    127 
202    8    2    147 
203    8    3    167 
204    8    4    187 
205    9    4    186 
206    9    5    206 
207    10    5    205 
208    9    5    206 
209    10    5    205 
210    9    5    206 
211    10    5    205 
212    10    6    225 
213    9    6    226 
214    8    6    227 
215    8    7    247 
216    8    6    227 
217    7    6    228 
218    7    5    208 
219    8    5    207 
220    7    5    208 
221    6    5    209 
222    6    6    229 
223    6    7    249 
224    7    7    248 
225    6    7    249 
226    6    6    229 
227    6    7    249 
228    6    8    269 
229    7    8    268 
230    8    8    267 
231    9    8    266 
232    9    9    286 
233    10    9    285 
234    10    10    305 
235    11    10    304 
236    11    11    324 
237    10    11    325 
238    10    10    305 
239    10    11    325 
240    10    12    345 
241    10    13    365 
242    9    13    366 
243    8    13    367 
244    7    13    368 
245    7    12    348 
246    6    12    349 
247    5    12    350 
248    5    13    370 
249    4    13    371 
250    5    13    370 
251    5    14    390 
252    4    14    391 
253    4    13    371 
254    3    13    372 
255    3    12    352 
256    4    12    351 
257    5    12    350 
258    6    12    349 
259    5    12    350 
260    5    13    370 
261    5    12    350 
262    6    12    349 
263    6    11    329 
264    5    11    330 
265    6    11    329 
266    5    11    330 
267    5    10    310 
268    5    11    330 
269    5    12    350 
270    4    12    351 
271    5    12    350 
272    5    13    370 
