# caminhante aleatório em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    33 
1    1    0    34 
2    1    1    54 
3    0    1    53 
4    1    1    52 
5    0    1    53 
6    0    0    33 
7    1    0    32 
8    1    1    12 
9    2    1    11 
10    2    18    391 
11    3    18    390 
12    2    18    391 
13    1    18    392 
14    1    1    12 
15    1    0    32 
16    1    1    12 
17    2    1    11 
18    1    1    12 
19    1    0    32 
20    1    1    12 
21    1    0    32 
22    1    1    52 
23    1    2    72 
24    1    1    52 
25    0    1    53 
26    0    2    73 
27    0    3    93 
28    1    3    94 
29    1    4    114 
30    0    4    113 
31    1    4    112 
32    0    4    113 
33    0    5    133 
34    0    4    113 
35    1    4    112 
36    1    5    132 
37    0    5    133 
38    1    5    132 
39    1    4    112 
40    1    5    132 
41    2    5    131 
42    1    5    132 
43    0    5    133 
44    1    5    134 
45    1    6    154 
46    0    6    153 
47    1    6    154 
48    1    5    134 
49    1    4    114 
50    1    3    94 
51    0    3    93 
52    1    3    92 
53    1    2    72 
54    1    3    92 
55    1    2    72 
56    0    2    73 
57    1    2    72 
58    1    3    92 
59    0    3    93 
60    1    3    92 
61    1    4    112 
62    1    3    92 
63    1    2    72 
64    0    2    73 
65    0    1    53 
66    0    0    33 
67    0    1    13 
68    1    1    14 
69    1    18    394 
70    2    18    395 
71    3    18    396 
72    4    18    397 
73    4    1    17 
74    4    0    37 
75    3    0    36 
76    3    1    56 
77    2    1    55 
78    2    2    75 
79    2    3    95 
80    3    3    96 
81    3    2    76 
82    2    2    75 
83    1    2    74 
84    2    2    75 
85    2    1    55 
86    1    1    54 
87    2    1    55 
88    2    2    75 
89    1    2    74 
90    0    2    73 
91    0    1    53 
92    0    2    73 
93    1    2    72 
94    1    3    92 
95    2    3    91 
96    2    2    71 
97    3    2    70 
98    4    2    69 
99    4    1    49 
100    4    0    29 
101    5    0    28 
102    6    0    27 
103    7    0    26 
104    6    0    27 
105    6    1    7 
106    7    1    6 
107    8    1    5 
108    7    1    6 
109    7    0    26 
110    8    0    25 
111    8    1    5 
112    8    0    25 
113    8    1    45 
114    8    2    65 
115    8    3    85 
116    7    3    86 
117    7    4    106 
118    8    4    105 
119    7    4    106 
120    6    4    107 
121    6    5    127 
122    7    5    126 
123    7    4    106 
124    8    4    105 
125    7    4    106 
126    7    5    126 
127    6    5    127 
128    5    5    128 
129    6    5    127 
130    5    5    128 
131    5    6    148 
132    5    5    128 
133    5    6    148 
134    5    7    168 
135    5    8    188 
136    5    7    168 
137    4    7    169 
138    5    7    168 
139    4    7    169 
140    4    8    189 
141    3    8    190 
142    3    9    210 
143    2    9    211 
144    3    9    210 
145    4    9    209 
146    4    10    229 
147    4    9    209 
148    4    10    229 
149    5    10    228 
150    5    11    248 
151    5    10    228 
152    5    11    248 
153    4    11    249 
154    5    11    248 
155    5    10    228 
156    5    9    208 
157    5    10    228 
158    6    10    227 
159    6    9    207 
160    6    10    227 
161    5    10    228 
162    6    10    227 
163    5    10    228 
164    6    10    227 
165    6    9    207 
166    7    9    206 
167    7    8    186 
168    8    8    185 
169    8    7    165 
170    9    7    164 
171    9    8    184 
172    8    8    185 
173    9    8    184 
174    9    9    204 
175    8    9    205 
176    8    10    225 
177    8    11    245 
178    8    12    265 
179    8    13    285 
180    8    12    265 
181    8    13    285 
182    9    13    284 
183    9    12    264 
184    9    11    244 
185    10    11    243 
186    11    11    242 
187    11    12    262 
188    10    12    263 
189    9    12    264 
190    9    11    244 
191    8    11    245 
192    8    12    265 
193    8    11    245 
194    7    11    246 
195    7    10    226 
196    8    10    225 
197    9    10    224 
198    9    9    204 
199    9    8    184 
200    10    8    183 
201    10    7    163 
202    10    8    183 
203    11    8    182 
204    11    9    202 
205    12    9    201 
206    12    8    181 
207    13    8    180 
