# caminhante aleatório em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    199 
1    0    1    179 
2    19    1    160 
3    0    1    179 
4    0    2    159 
5    1    2    158 
6    1    1    178 
7    2    1    177 
8    1    1    178 
9    2    1    177 
10    3    1    176 
11    2    1    177 
12    3    1    176 
13    2    1    177 
14    3    1    176 
15    2    1    177 
16    2    2    157 
17    2    3    137 
18    2    4    117 
19    1    4    118 
20    1    3    138 
21    2    3    137 
22    2    4    117 
23    2    3    137 
24    2    2    157 
25    2    1    177 
26    3    1    176 
27    4    1    175 
28    4    0    195 
29    4    1    215 
30    3    1    216 
31    2    1    217 
32    1    1    218 
33    1    0    198 
34    1    1    178 
35    1    0    198 
36    1    1    218 
37    0    1    219 
38    0    0    199 
39    19    0    180 
40    0    0    199 
41    0    1    179 
42    0    2    159 
43    19    2    140 
44    0    2    159 
45    0    1    179 
46    0    0    199 
47    0    1    219 
48    1    1    218 
49    0    1    219 
50    1    1    218 
51    0    1    219 
52    19    1    200 
53    18    1    201 
54    18    2    221 
55    19    2    220 
56    19    3    240 
57    0    3    259 
58    0    4    279 
59    0    3    259 
60    1    3    258 
61    0    3    259 
62    0    4    279 
63    19    4    260 
64    18    4    261 
65    19    4    260 
66    18    4    261 
67    19    4    260 
68    19    5    280 
69    19    4    260 
70    19    3    240 
71    18    3    241 
72    17    3    242 
73    17    2    222 
74    17    3    242 
75    17    4    262 
76    18    4    261 
77    18    3    241 
78    19    3    240 
79    0    3    259 
80    19    3    240 
81    19    2    220 
82    18    2    221 
83    19    2    220 
84    19    1    200 
85    18    1    201 
86    19    1    200 
87    0    1    219 
88    0    0    199 
89    19    0    180 
90    19    1    160 
91    19    0    180 
92    0    0    199 
93    0    1    179 
94    19    1    160 
95    18    1    161 
96    18    2    141 
97    18    1    161 
98    18    0    181 
99    17    0    182 
100    17    1    162 
101    18    1    161 
102    17    1    162 
103    17    0    182 
104    17    1    162 
105    17    0    182 
106    17    1    202 
107    16    1    203 
108    16    0    183 
109    16    1    203 
110    17    1    202 
111    17    2    222 
112    16    2    223 
113    16    1    203 
114    16    0    183 
115    16    1    163 
116    17    1    162 
117    16    1    163 
118    15    1    164 
119    15    0    184 
120    16    0    183 
121    17    0    182 
122    17    1    202 
123    17    0    182 
124    17    1    162 
125    16    1    163 
126    15    1    164 
127    16    1    163 
128    16    0    183 
129    16    1    203 
130    17    1    202 
131    17    2    222 
132    17    3    242 
133    18    3    241 
134    18    4    261 
135    18    3    241 
136    19    3    240 
137    19    2    220 
138    0    2    239 
139    0    1    219 
140    1    1    218 
141    2    1    217 
142    3    1    216 
143    2    1    217 
144    3    1    216 
145    4    1    215 
146    4    0    195 
147    5    0    194 
148    5    1    214 
149    4    1    215 
150    4    2    235 
151    4    3    255 
152    4    4    275 
153    5    4    274 
154    5    3    254 
155    4    3    255 
156    3    3    256 
157    2    3    257 
158    3    3    256 
159    3    2    236 
160    4    2    235 
161    3    2    236 
162    2    2    237 
163    2    1    217 
164    1    1    218 
165    0    1    219 
166    19    1    200 
167    19    2    220 
168    0    2    239 
169    0    1    219 
170    0    2    239 
171    0    1    219 
172    1    1    218 
173    0    1    219 
174    0    0    199 
175    0    1    219 
176    0    2    239 
177    0    3    259 
178    1    3    258 
179    1    4    278 
180    2    4    277 
181    2    5    297 
182    2    4    277 
183    2    5    297 
184    2    4    277 
185    3    4    276 
186    3    3    256 
187    3    4    276 
188    3    5    296 
189    3    6    316 
190    3    5    296 
191    2    5    297 
192    3    5    296 
193    4    5    295 
194    5    5    294 
195    6    5    293 
196    7    5    292 
197    8    5    291 
198    7    5    292 
199    8    5    291 
200    8    4    271 
201    8    5    291 
202    9    5    290 
203    8    5    291 
204    8    6    311 
205    9    6    310 
206    10    6    309 
207    10    5    289 
208    9    5    290 
209    9    6    310 
210    9    5    290 
211    8    5    291 
212    7    5    292 
213    6    5    293 
214    7    5    292 
215    6    5    293 
216    5    5    294 
217    4    5    295 
218    5    5    294 
219    5    4    274 
220    5    3    254 
221    5    2    234 
222    4    2    235 
223    5    2    234 
224    5    1    214 
225    5    0    194 
226    4    0    195 
227    3    0    196 
228    3    1    216 
229    4    1    215 
230    3    1    216 
231    2    1    217 
232    3    1    216 
233    3    0    196 
234    3    1    176 
235    3    2    156 
236    4    2    155 
237    4    1    175 
238    4    0    195 
239    4    1    175 
240    3    1    176 
241    2    1    177 
242    1    1    178 
243    1    2    158 
244    1    3    138 
245    1    4    118 
246    2    4    117 
247    2    5    97 
248    2    4    117 
249    2    5    97 
250    3    5    96 
251    3    4    116 
252    4    4    115 
253    3    4    116 
254    3    5    96 
255    4    5    95 
256    3    5    96 
257    3    4    116 
258    2    4    117 
259    2    5    97 
260    2    6    77 
261    2    5    97 
262    2    6    77 
263    1    6    78 
264    1    5    98 
265    1    6    78 
266    1    7    58 
267    0    7    59 
268    1    7    58 
269    2    7    57 
270    2    6    77 
271    2    5    97 
272    1    5    98 
273    0    5    99 
274    1    5    98 
275    1    4    118 
276    0    4    119 
277    1    4    118 
278    1    3    138 
279    1    4    118 
280    0    4    119 
281    19    4    100 
282    18    4    101 
283    18    3    121 
284    18    2    141 
285    18    1    161 
286    18    0    181 
287    19    0    180 
288    19    1    160 
289    0    1    179 
290    19    1    160 
291    19    0    180 
292    19    1    160 
293    19    2    140 
294    0    2    159 
295    19    2    140 
296    18    2    141 
297    17    2    142 
298    16    2    143 
299    16    3    123 
300    17    3    122 
301    17    2    142 
302    17    3    122 
303    18    3    121 
304    18    2    141 
305    18    1    161 
306    18    2    141 
307    18    1    161 
308    18    2    141 
309    17    2    142 
310    18    2    141 
311    18    3    121 
312    19    3    120 
313    19    4    100 
314    0    4    119 
315    1    4    118 
316    1    3    138 
317    1    4    118 
318    2    4    117 
319    2    3    137 
320    1    3    138 
321    1    2    158 
322    1    1    178 
323    1    2    158 
324    2    2    157 
325    3    2    156 
326    2    2    157 
327    2    3    137 
328    2    4    117 
329    2    5    97 
330    1    5    98 
331    1    4    118 
332    1    3    138 
333    1    4    118 
334    2    4    117 
335    2    3    137 
336    1    3    138 
337    1    4    118 
338    1    3    138 
339    0    3    139 
340    0    4    119 
341    0    5    99 
342    19    5    80 
343    0    5    99 
344    0    4    119 
345    1    4    118 
346    2    4    117 
347    3    4    116 
348    3    5    96 
349    3    6    76 
350    3    5    96 
351    2    5    97 
352    1    5    98 
353    1    4    118 
354    2    4    117 
355    1    4    118 
356    1    3    138 
357    2    3    137 
358    3    3    136 
359    3    2    156 
360    2    2    157 
361    2    3    137 
362    2    4    117 
363    1    4    118 
364    1    5    98 
365    1    4    118 
366    0    4    119 
367    0    3    139 
368    1    3    138 
369    1    4    118 
370    0    4    119 
371    0    5    99 
372    1    5    98 
373    0    5    99 
374    1    5    98 
375    1    4    118 
376    1    5    98 
377    1    6    78 
