# caminhante aleatório em matriz 20x20 
# tempo  x   y   sítio 
0    0    0    345 
1    1    0    344 
2    1    1    324 
3    0    1    325 
4    1    1    326 
5    1    2    306 
6    1    1    326 
7    1    0    346 
8    2    0    347 
9    2    1    367 
10    1    1    366 
11    1    0    346 
12    1    1    326 
13    0    1    325 
14    0    0    345 
15    0    1    325 
16    1    1    324 
17    2    1    323 
18    1    1    324 
19    2    1    323 
20    2    2    303 
21    2    3    283 
22    1    3    284 
23    1    4    264 
24    2    4    263 
25    2    3    283 
26    2    4    263 
27    1    4    264 
28    2    4    263 
29    2    5    243 
30    3    5    242 
31    2    5    243 
32    1    5    244 
33    0    5    245 
34    0    6    225 
35    0    7    205 
36    1    7    206 
37    1    8    186 
38    1    9    166 
39    1    10    146 
40    1    9    166 
41    2    9    167 
42    2    8    187 
43    3    8    188 
44    4    8    189 
45    3    8    188 
46    4    8    189 
47    4    7    209 
48    4    8    189 
49    5    8    190 
50    5    7    210 
51    6    7    211 
52    6    6    231 
53    6    5    251 
54    5    5    250 
55    5    4    270 
56    5    5    250 
57    4    5    249 
58    5    5    250 
59    4    5    249 
60    5    5    250 
61    5    6    230 
62    5    5    250 
63    5    6    230 
64    4    6    229 
65    3    6    228 
66    3    5    248 
67    4    5    249 
68    4    4    269 
69    3    4    268 
70    3    3    288 
71    3    2    308 
72    4    2    309 
73    4    3    289 
74    4    4    269 
75    4    5    249 
76    4    4    269 
77    5    4    270 
78    4    4    269 
79    5    4    270 
80    5    5    250 
81    4    5    249 
82    4    6    229 
83    4    5    249 
84    5    5    250 
85    4    5    249 
86    5    5    250 
87    4    5    249 
88    4    4    269 
89    5    4    270 
90    4    4    269 
91    5    4    270 
92    5    3    290 
93    5    2    310 
94    4    2    309 
95    3    2    308 
96    2    2    307 
97    3    2    308 
98    3    3    288 
99    4    3    289 
100    4    2    309 
101    4    1    329 
102    4    2    309 
103    4    1    329 
104    4    2    309 
105    4    1    329 
106    5    1    330 
107    4    1    329 
108    3    1    328 
109    4    1    329 
110    4    2    309 
111    4    1    329 
112    4    0    349 
113    4    1    369 
114    5    1    370 
115    6    1    371 
116    6    2    391 
117    6    17    11 
118    6    16    31 
119    6    15    51 
120    6    14    71 
121    6    13    91 
122    7    13    92 
123    8    13    93 
124    8    12    113 
125    9    12    114 
126    10    12    115 
127    10    13    95 
128    10    14    75 
129    10    13    95 
130    10    12    115 
131    10    11    135 
132    9    11    134 
133    8    11    133 
134    8    10    153 
135    8    11    133 
136    9    11    134 
137    9    10    154 
138    9    9    174 
139    9    10    154 
140    9    9    174 
141    10    9    175 
142    10    8    195 
143    10    7    215 
144    10    6    235 
145    9    6    234 
146    9    5    254 
147    10    5    255 
148    9    5    254 
149    9    4    274 
150    8    4    273 
151    9    4    274 
152    9    5    254 
153    8    5    253 
154    7    5    252 
155    6    5    251 
156    7    5    252 
157    7    4    272 
158    8    4    273 
159    8    3    293 
160    7    3    292 
161    8    3    293 
162    8    4    273 
163    8    5    253 
164    8    4    273 
165    8    5    253 
166    9    5    254 
167    10    5    255 
168    11    5    256 
169    11    6    236 
170    11    7    216 
171    12    7    217 
172    12    8    197 
173    12    9    177 
174    11    9    176 
175    10    9    175 
176    10    10    155 
177    10    11    135 
178    11    11    136 
179    11    12    116 
180    10    12    115 
181    9    12    114 
182    8    12    113 
183    8    13    93 
184    8    14    73 
