# energy/N    magnetization    seed 
0.0108    -0.0044    1692663779.9767215 
0.0116    -0.0034    1692663779.992721 
-0.0256    -0.0208    1692663780.007721 
0.002    0.0124    1692663780.0237212 
-0.0116    -0.0074    1692663780.0387208 
0.0072    -0.0116    1692663780.0547216 
0.0    0.0062    1692663780.0697217 
-0.0116    -0.0018    1692663780.084721 
-0.002    -0.0058    1692663780.100721 
0.02    -0.0038    1692663780.115721 
-0.002    0.009    1692663780.131756 
-0.006    -0.0116    1692663780.1467218 
-0.012    0.006    1692663780.1637216 
0.0056    0.0062    1692663780.1797533 
0.0024    -0.013    1692663780.1957471 
0.0084    -0.0128    1692663780.2117465 
0.008    -0.0178    1692663780.2267246 
-0.0268    0.005    1692663780.2427213 
-0.01    -0.009    1692663780.2587214 
-0.004    0.0118    1692663780.2737467 
-0.0008    -0.0086    1692663780.289722 
0.004    -0.0002    1692663780.304721 
0.0152    -0.0086    1692663780.3197207 
-0.0196    0.003    1692663780.334721 
-0.014    -0.0068    1692663780.3507211 
-0.0136    0.0208    1692663780.365721 
0.0064    0.006    1692663780.3807209 
-0.0132    0.009    1692663780.3957207 
-0.0084    -0.0074    1692663780.4117215 
-0.01    0.0024    1692663780.426721 
0.0096    0.0068    1692663780.4427223 
0.0008    0.0106    1692663780.4577208 
0.004    0.0068    1692663780.473721 
-0.026    -0.0096    1692663780.4887214 
0.0092    -0.0058    1692663780.504721 
-0.0052    0.004    1692663780.520723 
-0.0204    0.0018    1692663780.5437243 
-0.0256    0.0148    1692663780.559724 
0.0284    0.0048    1692663780.575722 
0.0028    0.0164    1692663780.5917215 
0.0108    0.0088    1692663780.6077213 
-0.0192    0.0084    1692663780.6237228 
0.0096    -0.0052    1692663780.6387212 
-0.0212    -0.0082    1692663780.654721 
-0.0176    -0.0192    1692663780.670723 
-0.024    -0.0032    1692663780.6867225 
0.0024    -0.0096    1692663780.703722 
0.022    -0.0114    1692663780.7217247 
0.0036    0.0338    1692663780.738723 
0.0224    0.0148    1692663780.7547228 
0.0032    0.0008    1692663780.7707217 
-0.0252    -0.0148    1692663780.786722 
0.006    -0.001    1692663780.8027232 
-0.002    -0.0138    1692663780.8187222 
0.0148    0.0018    1692663780.8347235 
0.0008    -0.0194    1692663780.8517227 
0.014    0.0004    1692663780.8677227 
0.0024    0.004    1692663780.885722 
-0.0032    0.0004    1692663780.900722 
-0.0268    -0.0168    1692663780.916724 
0.0268    -0.0192    1692663780.9317214 
0.0    0.0012    1692663780.9467218 
0.0096    0.0    1692663780.9627223 
-0.0036    0.0048    1692663780.9777207 
0.0064    0.0038    1692663780.9927225 
-0.018    -0.0002    1692663781.0077207 
0.0136    0.0082    1692663781.023747 
0.0072    0.003    1692663781.0387473 
-0.0244    0.0016    1692663781.0537539 
0.0056    -0.0114    1692663781.0687213 
-0.012    0.0114    1692663781.084721 
-0.006    -0.0084    1692663781.0997467 
0.0192    -0.0116    1692663781.1157222 
-0.0248    -0.0022    1692663781.1317537 
0.026    -0.0012    1692663781.1467535 
-0.022    -0.0004    1692663781.1627216 
-0.0332    0.0082    1692663781.1777573 
0.0068    0.0074    1692663781.1927245 
0.0004    -0.0046    1692663781.2087476 
0.0012    -0.012    1692663781.2237208 
0.0196    -0.0032    1692663781.239754 
0.0008    0.0014    1692663781.2547216 
-0.0088    0.0128    1692663781.2697208 
-0.0052    -0.0078    1692663781.285722 
-0.0092    0.0156    1692663781.3017516 
-0.0016    -0.0106    1692663781.3167214 
-0.0056    -0.0222    1692663781.3317468 
0.0084    0.0234    1692663781.3477206 
0.0164    -0.018    1692663781.3627224 
-0.0048    0.0142    1692663781.3777206 
-0.004    -0.0008    1692663781.393721 
-0.002    -0.004    1692663781.408721 
-0.0188    0.0104    1692663781.423721 
-0.026    0.0002    1692663781.4387207 
0.0112    -0.0054    1692663781.4537475 
0.0248    0.0102    1692663781.4697466 
-0.0196    -0.012    1692663781.4847567 
-0.0012    0.0004    1692663781.5007534 
-0.01    0.0048    1692663781.5157535 
0.0132    0.0038    1692663781.5317504 
0.014    -0.026    1692663781.5467536 
0.0096    -0.0148    1692663781.562721 
0.0008    -0.0018    1692663781.5777543 
0.0084    -0.0062    1692663781.593753 
-0.0136    -0.0004    1692663781.6087239 
0.01    -0.008    1692663781.6247215 
0.0092    0.022    1692663781.6397214 
-0.0144    0.0022    1692663781.6557534 
0.0128    0.0084    1692663781.670753 
-0.0008    -0.009    1692663781.686721 
-0.0112    -0.0066    1692663781.7017472 
-0.0224    -0.003    1692663781.7187479 
-0.012    -0.0022    1692663781.7337532 
0.0008    -0.0106    1692663781.748721 
0.0216    -0.0054    1692663781.764754 
0.0076    0.007    1692663781.7797208 
-0.0068    0.0064    1692663781.7947206 
0.0052    0.0094    1692663781.8107448 
0.0164    0.0036    1692663781.8277545 
-0.0176    -0.0124    1692663781.8437226 
0.0196    0.0018    1692663781.8587215 
-0.0104    0.005    1692663781.8747218 
0.0008    0.009    1692663781.8897226 
0.0176    0.0056    1692663781.905721 
0.0072    0.0144    1692663781.920721 
-0.0032    -0.0076    1692663781.9367228 
0.0064    -0.0032    1692663781.952725 
-0.0096    -0.005    1692663781.968722 
-0.0028    -0.0076    1692663781.9837224 
0.0088    -0.009    1692663781.9997244 
0.0032    0.0028    1692663782.0147214 
0.0048    0.0008    1692663782.0307224 
0.0092    -0.0314    1692663782.0467236 
0.01    0.0032    1692663782.0627222 
-0.0108    0.0176    1692663782.0777225 
-0.0008    0.0016    1692663782.0937216 
0.0116    0.0188    1692663782.1097212 
0.0064    -0.003    1692663782.124721 
-0.0224    0.019    1692663782.1397228 
-0.0096    0.0026    1692663782.154721 
-0.0068    0.0052    1692663782.1697216 
0.0116    -0.012    1692663782.1847212 
-0.0108    -0.0014    1692663782.2007208 
-0.0064    -0.0032    1692663782.2157218 
-0.002    0.0104    1692663782.231721 
0.012    -0.002    1692663782.247721 
0.0004    -0.0068    1692663782.2627223 
-0.0284    0.006    1692663782.2787468 
-0.0012    -0.0052    1692663782.293722 
-0.002    -0.0086    1692663782.3097541 
-0.0172    -0.0006    1692663782.3247542 
0.0092    -0.0002    1692663782.340753 
-0.0048    -0.01    1692663782.3557534 
0.0016    0.009    1692663782.3717537 
0.0032    0.0016    1692663782.3867207 
0.0012    0.0086    1692663782.402723 
0.0044    0.0126    1692663782.4177468 
0.028    0.015    1692663782.4327214 
-0.0016    0.0064    1692663782.448755 
-0.002    0.0218    1692663782.4637532 
0.0036    0.0042    1692663782.4787533 
0.0024    0.0046    1692663782.4947531 
0.014    0.0072    1692663782.5157235 
0.0044    0.0048    1692663782.5367465 
