# energy/N    magnetization    seed 
0.01    0.015    1692663782.5517228 
-0.012    0.0138    1692663782.5687208 
-0.0044    -0.0128    1692663782.5847225 
-0.0156    -0.0146    1692663782.6017318 
0.0048    -0.0222    1692663782.617723 
0.018    0.0044    1692663782.6337228 
0.0016    0.0096    1692663782.6487215 
0.0328    -0.0084    1692663782.6647222 
0.0024    0.0056    1692663782.6807218 
-0.0128    -0.0096    1692663782.695721 
0.022    -0.004    1692663782.711721 
-0.02    -0.0132    1692663782.7277212 
0.0048    0.0066    1692663782.743721 
-0.0052    -0.0176    1692663782.7587209 
-0.0024    -0.0058    1692663782.7747214 
-0.0072    0.0082    1692663782.7897224 
-0.0044    -0.0056    1692663782.8047214 
0.0016    -0.0058    1692663782.819721 
-0.0056    0.0256    1692663782.8347337 
0.0072    -0.01    1692663782.8497207 
-0.004    -0.004    1692663782.8657532 
-0.0096    0.0176    1692663782.8807538 
-0.0068    0.0068    1692663782.8957214 
0.04    -0.0112    1692663782.910721 
0.0084    0.0204    1692663782.9267473 
0.002    0.0128    1692663782.9417467 
-0.0304    0.0038    1692663782.9567468 
0.0196    0.0244    1692663782.9727209 
-0.0032    -0.0092    1692663782.987749 
-0.0196    -0.008    1692663783.0127232 
-0.0032    -0.0116    1692663783.0327222 
-0.0136    0.0062    1692663783.0587447 
-0.0076    0.0026    1692663783.073721 
0.0156    0.0062    1692663783.0897448 
-0.0124    -0.0014    1692663783.1047208 
-0.0036    0.0058    1692663783.1207209 
0.0112    -0.006    1692663783.136721 
0.0256    0.0026    1692663783.1517208 
0.0132    -0.0062    1692663783.167747 
-0.0052    -0.0016    1692663783.182747 
-0.0028    -0.017    1692663783.1977468 
-0.0044    0.0022    1692663783.213746 
-0.0448    0.0088    1692663783.2287216 
0.0048    -0.0066    1692663783.2447212 
-0.0256    -0.0028    1692663783.259721 
-0.0092    -0.0084    1692663783.2747216 
-0.0316    0.0004    1692663783.2907517 
0.004    -0.0016    1692663783.3067517 
-0.0128    -0.0016    1692663783.3217518 
-0.0244    -0.0076    1692663783.3367534 
-0.002    0.011    1692663783.351754 
-0.0032    0.0206    1692663783.3667214 
0.004    -0.0076    1692663783.3817465 
0.0128    -0.0174    1692663783.3977208 
-0.0068    -0.0012    1692663783.4137466 
-0.0152    -0.0148    1692663783.4287539 
0.0076    0.0    1692663783.4437222 
-0.0012    0.001    1692663783.4597535 
-0.01    -0.0026    1692663783.4747212 
0.0072    0.0054    1692663783.4907207 
0.0008    -0.0044    1692663783.5057216 
0.0128    -0.005    1692663783.5207214 
-0.0084    0.0026    1692663783.5357206 
-0.0068    0.0294    1692663783.5507517 
-0.0084    -0.0046    1692663783.566721 
-0.01    -0.0144    1692663783.5817208 
0.0008    -0.001    1692663783.596721 
-0.002    -0.012    1692663783.6127243 
-0.0096    0.002    1692663783.6277215 
-0.0052    0.0014    1692663783.643721 
-0.0008    0.0166    1692663783.6597342 
0.0052    -0.0102    1692663783.675723 
0.0312    -0.0112    1692663783.6917217 
0.0132    -0.007    1692663783.706721 
0.0116    -0.0148    1692663783.7227223 
-0.0124    0.0212    1692663783.7387211 
-0.0112    0.0228    1692663783.7537205 
-0.0364    0.0068    1692663783.7687209 
0.0196    -0.0138    1692663783.7837207 
-0.002    -0.0006    1692663783.798721 
0.0136    0.0018    1692663783.8147216 
0.0024    -0.0136    1692663783.8297207 
0.0112    -0.0048    1692663783.8447208 
-0.012    -0.0238    1692663783.859721 
0.0004    -0.0052    1692663783.8757212 
0.0068    0.0038    1692663783.8907218 
-0.0112    0.008    1692663783.908722 
0.0012    -0.0018    1692663783.925722 
0.0256    -0.0074    1692663783.940721 
0.0128    0.0026    1692663783.9567208 
0.0056    -0.0062    1692663783.9717228 
-0.0104    -0.0078    1692663783.9877214 
0.0    -0.0088    1692663784.0027218 
-0.0188    -0.004    1692663784.018721 
-0.014    0.0086    1692663784.0337207 
0.002    0.0076    1692663784.048722 
-0.0236    0.0088    1692663784.0637214 
0.0212    0.0092    1692663784.0797207 
-0.0008    0.0138    1692663784.0947218 
-0.0108    -0.004    1692663784.1107216 
-0.01    -0.0066    1692663784.1257224 
0.0088    -0.007    1692663784.1417212 
-0.0212    0.0052    1692663784.1567209 
0.0208    0.0026    1692663784.172722 
-0.016    0.004    1692663784.1877208 
0.0056    0.0076    1692663784.2037208 
0.02    -0.0194    1692663784.2197218 
-0.0052    -0.0036    1692663784.2347212 
-0.0076    -0.0042    1692663784.2497215 
-0.0072    -0.01    1692663784.265721 
0.01    0.0092    1692663784.2807465 
0.002    0.002    1692663784.296721 
-0.0008    -0.0062    1692663784.3117216 
-0.0076    -0.0186    1692663784.3267534 
0.0172    -0.0112    1692663784.3427212 
-0.0236    0.0152    1692663784.357721 
0.0192    0.0018    1692663784.3737211 
0.0024    0.0018    1692663784.388721 
0.012    -0.0066    1692663784.4047208 
-0.0072    -0.001    1692663784.4207213 
0.0036    -0.0174    1692663784.435721 
0.0156    -0.005    1692663784.450721 
0.0156    -0.0026    1692663784.466721 
-0.0068    0.0012    1692663784.4817533 
0.0068    0.0088    1692663784.4967208 
0.0112    -0.0146    1692663784.5127208 
-0.006    0.0112    1692663784.5277214 
0.0072    0.0138    1692663784.5437214 
-0.0024    0.004    1692663784.5587223 
0.0008    -0.003    1692663784.5747213 
0.0024    -0.0056    1692663784.5897217 
0.0012    -0.0184    1692663784.6047213 
0.0008    0.0088    1692663784.6197214 
-0.0112    -0.0212    1692663784.6357212 
0.0044    -0.0022    1692663784.650722 
0.0116    -0.0038    1692663784.6657217 
0.0112    -0.0012    1692663784.6807208 
0.0068    -0.0014    1692663784.695722 
0.01    0.0084    1692663784.7117212 
-0.0232    0.003    1692663784.726721 
-0.02    0.0004    1692663784.7427223 
-0.0112    -0.003    1692663784.7577534 
-0.01    0.0132    1692663784.7727463 
0.0048    0.0156    1692663784.7877214 
-0.0284    0.0016    1692663784.803721 
0.0052    -0.007    1692663784.8187556 
-0.0044    0.0    1692663784.8337214 
-0.024    -0.0022    1692663784.8487208 
0.0096    0.0132    1692663784.863721 
-0.0124    0.0014    1692663784.8787208 
-0.0144    -0.0106    1692663784.8937216 
-0.0068    -0.007    1692663784.9097216 
0.0024    0.005    1692663784.9247212 
-0.0248    0.0136    1692663784.9397228 
0.0044    -0.0156    1692663784.9547215 
-0.0032    0.0014    1692663784.9697216 
0.0148    -0.0056    1692663784.9847221 
-0.014    0.0122    1692663784.9997213 
-0.0004    0.014    1692663785.014721 
-0.0124    -0.005    1692663785.0297208 
0.0112    0.01    1692663785.0447557 
0.0172    -0.0006    1692663785.0597217 
-0.022    -0.0018    1692663785.0757215 
-0.0016    -0.0048    1692663785.0907216 
-0.008    -0.0134    1692663785.1057208 
0.0004    -0.001    1692663785.120721 
0.012    -0.01    1692663785.1357214 
-0.0204    0.0058    1692663785.150721 
-0.0068    0.0056    1692663785.166721 
0.0088    0.0042    1692663785.1817224 
-0.0292    0.0046    1692663785.1967223 
-0.0288    0.0196    1692663785.2117226 
-0.0032    -0.0118    1692663785.2277217 
-0.002    0.0064    1692663785.242723 
0.0044    0.0074    1692663785.2587209 
0.012    0.0038    1692663785.2737207 
-0.004    0.008    1692663785.2897227 
-0.0072    0.0126    1692663785.3057208 
0.0052    0.0178    1692663785.320721 
-0.014    0.0102    1692663785.3357208 
0.0092    -0.0246    1692663785.3507218 
0.004    0.0026    1692663785.3657207 
-0.04    -0.023    1692663785.3807213 
-0.006    -0.0094    1692663785.3957222 
0.0104    0.0034    1692663785.411722 
0.018    0.0032    1692663785.426722 
-0.0116    -0.0064    1692663785.4417226 
0.0256    -0.018    1692663785.4567208 
-0.0212    -0.0008    1692663785.4727466 
0.004    0.0    1692663785.4877214 
0.0088    -0.0018    1692663785.5037467 
-0.0008    0.0184    1692663785.5187213 
-0.0016    0.0034    1692663785.5337536 
-0.0076    -0.0062    1692663785.5487206 
0.01    -0.0004    1692663785.5637207 
0.0136    -0.0046    1692663785.5787208 
0.0228    -0.0102    1692663785.5947216 
0.0096    -0.0036    1692663785.6097217 
0.014    0.0022    1692663785.6247208 
0.0188    0.015    1692663785.639721 
-0.004    -0.0166    1692663785.6557207 
0.0084    -0.0116    1692663785.6717212 
-0.0024    0.0006    1692663785.687723 
-0.0032    0.0062    1692663785.7027218 
-0.0104    -0.0092    1692663785.718721 
0.0176    -0.0134    1692663785.733721 
0.0228    -0.0024    1692663785.7497213 
-0.0112    0.0036    1692663785.764721 
0.0    0.0086    1692663785.7797532 
0.0148    0.0158    1692663785.7957532 
-0.0308    0.0036    1692663785.8107533 
0.0096    -0.015    1692663785.8257213 
0.0196    0.0048    1692663785.841724 
0.0028    -0.0022    1692663785.8577466 
0.0052    0.0042    1692663785.8727531 
0.0156    0.0028    1692663785.888721 
-0.0164    0.0028    1692663785.903753 
0.0164    -0.0002    1692663785.9197538 
0.0036    0.0088    1692663785.9347532 
-0.0008    0.0092    1692663785.9497464 
0.0376    0.0054    1692663785.9647532 
0.0224    -0.0168    1692663785.9797468 
-0.0032    -0.0026    1692663785.9957216 
-0.0004    0.001    1692663786.0117238 
0.0312    0.015    1692663786.026747 
-0.0116    0.007    1692663786.042753 
-0.0092    -0.0058    1692663786.0577538 
-0.018    0.0044    1692663786.0727468 
-0.006    -0.0082    1692663786.0877206 
-0.0152    0.0016    1692663786.1027207 
-0.0032    -0.0036    1692663786.1187534 
0.0132    0.008    1692663786.1337216 
0.012    -0.0084    1692663786.1487215 
-0.0048    0.0064    1692663786.1647515 
-0.0084    0.0072    1692663786.1797516 
0.0188    0.0112    1692663786.1957216 
-0.0128    -0.0004    1692663786.2107208 
0.008    -0.0008    1692663786.2267213 
-0.0008    0.0024    1692663786.2417207 
0.0088    -0.0208    1692663786.2567208 
-0.0056    0.0036    1692663786.2727232 
-0.0356    -0.0032    1692663786.2887216 
-0.0128    -0.008    1692663786.3037221 
-0.004    -0.0058    1692663786.3187215 
-0.0112    -0.0018    1692663786.3347225 
0.0032    -0.009    1692663786.3497217 
-0.012    0.0106    1692663786.3647208 
-0.0064    0.0054    1692663786.379721 
0.006    0.017    1692663786.395721 
0.0092    -0.0066    1692663786.4107208 
-0.0168    0.0072    1692663786.4267218 
0.0012    -0.0116    1692663786.4417207 
0.0    0.0084    1692663786.4567213 
-0.0268    0.0202    1692663786.471721 
-0.0212    -0.0192    1692663786.4867222 
-0.0188    -0.0248    1692663786.5017467 
0.0152    -0.0114    1692663786.5177228 
-0.02    0.0084    1692663786.5327218 
-0.01    0.0036    1692663786.5477216 
0.0056    0.0156    1692663786.5627222 
-0.0044    0.0048    1692663786.5777209 
0.0132    0.0152    1692663786.5937212 
0.0196    -0.0138    1692663786.6087236 
-0.0136    0.0074    1692663786.6247225 
0.02    0.0074    1692663786.639754 
0.0356    0.0056    1692663786.6547537 
-0.002    -0.0066    1692663786.6707208 
0.0056    0.0084    1692663786.6857533 
0.0204    -0.0046    1692663786.7007551 
0.0088    0.0144    1692663786.716754 
0.0084    -0.0144    1692663786.7327468 
0.0164    0.0064    1692663786.7487464 
0.0    -0.0014    1692663786.7637217 
0.0108    0.0018    1692663786.7797508 
0.0112    -0.0092    1692663786.7947536 
0.0288    -0.0052    1692663786.8107533 
0.0084    -0.0236    1692663786.8257535 
-0.006    -0.0082    1692663786.841753 
-0.0276    -0.0182    1692663786.8577533 
-0.0116    0.0036    1692663786.872721 
0.012    -0.0002    1692663786.8877215 
-0.0176    -0.0126    1692663786.9037447 
0.0036    -0.0018    1692663786.9187517 
0.0008    0.0138    1692663786.9337516 
0.0004    0.0024    1692663786.948752 
0.0144    0.0072    1692663786.9647212 
0.0124    0.0014    1692663786.9797533 
0.0016    0.0036    1692663786.9947217 
0.04    -0.008    1692663787.0097518 
-0.0268    0.0004    1692663787.0257523 
0.0008    -0.0088    1692663787.0407214 
0.0056    -0.0122    1692663787.0557516 
-0.0128    -0.0242    1692663787.0717478 
-0.014    -0.0072    1692663787.0867538 
0.0212    0.0186    1692663787.102747 
0.0076    -0.0066    1692663787.1177473 
-0.0064    -0.0054    1692663787.1337538 
0.014    -0.0088    1692663787.148754 
0.0112    -0.0104    1692663787.164754 
0.0084    -0.0018    1692663787.1797206 
0.012    0.0022    1692663787.194754 
0.0088    -0.0038    1692663787.2097216 
0.0056    -0.0028    1692663787.2257535 
0.0184    0.0012    1692663787.2407215 
0.0044    0.0006    1692663787.2567213 
-0.0016    -0.0018    1692663787.2717464 
0.0248    -0.0012    1692663787.2877216 
-0.0052    -0.0024    1692663787.3037214 
0.0076    0.0026    1692663787.3187215 
0.016    -0.0188    1692663787.333721 
-0.0024    -0.0146    1692663787.3497217 
-0.0028    -0.0028    1692663787.3647225 
-0.0052    -0.0112    1692663787.3807228 
0.0156    0.0148    1692663787.3957222 
0.0028    -0.0034    1692663787.4117217 
-0.0008    -0.0104    1692663787.426722 
-0.0132    -0.013    1692663787.4427226 
-0.0004    0.0114    1692663787.4577208 
-0.0092    0.0014    1692663787.4727216 
-0.0208    -0.0086    1692663787.4877214 
0.0044    0.0022    1692663787.5037212 
0.0116    -0.0112    1692663787.5187216 
-0.0028    0.0154    1692663787.5337207 
0.004    -0.0006    1692663787.5487208 
0.0    -0.0032    1692663787.5637217 
0.0096    0.0104    1692663787.5787208 
-0.0096    -0.0104    1692663787.594721 
0.0424    0.001    1692663787.6107223 
0.016    -0.001    1692663787.6257217 
-0.0128    0.0128    1692663787.6417215 
-0.0288    -0.0022    1692663787.6567209 
0.006    -0.0004    1692663787.671721 
-0.0044    0.009    1692663787.686721 
0.0164    0.0046    1692663787.7017207 
-0.006    -0.0104    1692663787.717721 
-0.0056    -0.013    1692663787.7327218 
-0.0084    0.0042    1692663787.7477224 
0.0048    0.0032    1692663787.762721 
0.0072    0.01    1692663787.7787235 
0.0104    -0.0098    1692663787.7937217 
-0.026    -0.003    1692663787.808721 
0.0184    0.0024    1692663787.824721 
-0.0008    0.0196    1692663787.8397207 
0.0072    0.006    1692663787.8547218 
-0.0368    0.0102    1692663787.870721 
0.0    -0.0098    1692663787.8857217 
0.0024    -0.0142    1692663787.9007213 
-0.0272    -0.0016    1692663787.916747 
-0.0008    -0.005    1692663787.9317558 
-0.0204    0.0096    1692663787.9467535 
-0.0184    -0.0096    1692663787.961721 
-0.014    -0.0004    1692663787.9777217 
0.0032    0.0136    1692663787.9927213 
0.0092    -0.0044    1692663788.0077217 
0.0196    -0.0068    1692663788.0227213 
0.016    -0.0088    1692663788.037752 
-0.0072    0.0032    1692663788.0537448 
-0.0028    -0.0024    1692663788.0687213 
0.0056    0.0062    1692663788.083754 
-0.0176    0.0042    1692663788.0987537 
0.0056    0.0088    1692663788.1147218 
-0.016    -0.0006    1692663788.129753 
-0.0288    -0.019    1692663788.1447566 
-0.0152    -0.0038    1692663788.1597216 
0.008    0.0056    1692663788.174721 
-0.0144    -0.0024    1692663788.1897519 
0.0008    0.0034    1692663788.205746 
0.0088    0.014    1692663788.2207217 
-0.006    0.003    1692663788.2357218 
-0.0188    0.0008    1692663788.2507217 
0.004    -0.0002    1692663788.2667212 
0.0004    0.0132    1692663788.2817216 
-0.0228    -0.0158    1692663788.2977216 
-0.0092    0.0152    1692663788.3127227 
-0.0232    -0.0228    1692663788.327721 
0.0    0.0136    1692663788.3427215 
0.0064    0.003    1692663788.3577209 
-0.0204    0.0072    1692663788.3727214 
0.0136    0.0018    1692663788.388721 
-0.004    0.0044    1692663788.4037209 
0.0008    -0.0012    1692663788.4187212 
0.0172    0.0086    1692663788.4347212 
-0.016    -0.0038    1692663788.4497218 
-0.0004    -0.0042    1692663788.465722 
-0.0124    0.007    1692663788.4807222 
0.0128    -0.0042    1692663788.4967227 
0.002    -0.019    1692663788.5127485 
0.006    0.0168    1692663788.5277214 
0.0224    0.001    1692663788.5437543 
0.0004    -0.0014    1692663788.558722 
0.0064    -0.0142    1692663788.5737224 
-0.0216    0.0034    1692663788.588722 
-0.0304    -0.0174    1692663788.6047215 
-0.0148    0.013    1692663788.6197236 
-0.016    0.0012    1692663788.6347544 
-0.0068    -0.0006    1692663788.6497207 
-0.0016    0.0152    1692663788.6657217 
0.0124    0.0046    1692663788.6807215 
-0.0032    0.0142    1692663788.6957216 
-0.0132    -0.01    1692663788.7107215 
-0.0252    0.0128    1692663788.7257223 
0.0272    -0.0134    1692663788.740721 
0.0132    0.0092    1692663788.7567213 
-0.01    -0.0008    1692663788.7727225 
0.0136    0.006    1692663788.7877536 
-0.0148    0.014    1692663788.803754 
0.0036    0.0008    1692663788.8187535 
-0.0108    0.0092    1692663788.8347516 
0.012    0.0244    1692663788.8497536 
0.0144    -0.0088    1692663788.8657217 
0.0152    -0.0038    1692663788.8807209 
0.0152    0.008    1692663788.8967476 
-0.0004    -0.0022    1692663788.911722 
-0.0032    -0.0042    1692663788.9277534 
-0.0068    -0.0074    1692663788.9427536 
0.0116    0.0002    1692663788.958722 
0.0044    0.0192    1692663788.975723 
0.0192    -0.0002    1692663788.9927242 
-0.018    0.008    1692663789.0087245 
-0.0176    0.0036    1692663789.0237231 
0.0148    0.0224    1692663789.0397465 
0.006    -0.0042    1692663789.0547223 
-0.026    0.0158    1692663789.0707521 
0.0296    0.0078    1692663789.0857224 
-0.0072    -0.0134    1692663789.1007218 
0.0068    -0.004    1692663789.1157212 
-0.0332    0.008    1692663789.1307218 
0.0108    -0.0006    1692663789.1467216 
-0.002    -0.0122    1692663789.161721 
0.0076    -0.0014    1692663789.1777225 
-0.0184    0.0202    1692663789.1927536 
0.0168    -0.0044    1692663789.208754 
-0.0292    -0.0164    1692663789.224755 
-0.0128    -0.0058    1692663789.2407548 
0.0024    -0.013    1692663789.2557535 
0.0068    0.0016    1692663789.2717218 
0.01    -0.0122    1692663789.2867224 
-0.0084    0.0028    1692663789.3037543 
0.0088    -0.008    1692663789.3197212 
0.0124    -0.0016    1692663789.3347213 
0.0036    -0.0168    1692663789.3507526 
0.0128    -0.0144    1692663789.3657453 
-0.0084    -0.0024    1692663789.3817456 
0.0112    0.0086    1692663789.3967562 
-0.026    0.024    1692663789.4127216 
-0.0292    0.0052    1692663789.4287221 
0.0012    0.0042    1692663789.4437544 
-0.0124    0.0198    1692663789.459747 
0.006    0.0034    1692663789.4747515 
-0.006    0.0104    1692663789.4897542 
-0.0092    -0.0056    1692663789.5057216 
0.0124    -0.027    1692663789.5207543 
0.0172    -0.0024    1692663789.5367477 
-0.0036    -0.0048    1692663789.55275 
-0.0068    -0.0124    1692663789.567722 
0.0084    0.0038    1692663789.583723 
0.0008    -0.0034    1692663789.5997465 
-0.0024    0.0052    1692663789.6157222 
-0.0228    -0.0054    1692663789.6307218 
0.002    -0.0004    1692663789.645752 
0.0032    -0.0008    1692663789.6617453 
-0.0136    0.0206    1692663789.6777217 
0.014    0.0018    1692663789.692752 
0.0068    -0.0002    1692663789.7077541 
-0.002    -0.0096    1692663789.7237482 
-0.0148    -0.0116    1692663789.739722 
-0.0024    -0.0094    1692663789.7557485 
-0.014    0.0034    1692663789.7707474 
0.0004    -0.0102    1692663789.7867217 
-0.004    -0.0094    1692663789.8017213 
-0.0096    0.0076    1692663789.8177233 
-0.0256    -0.0212    1692663789.8327541 
-0.014    -0.0106    1692663789.848725 
0.0004    -0.0036    1692663789.8647556 
-0.0136    -0.0094    1692663789.8797543 
0.0044    0.0162    1692663789.895756 
-0.0076    0.0044    1692663789.9107537 
-0.0116    0.004    1692663789.925722 
0.0036    -0.0052    1692663789.9407547 
0.0028    -0.0034    1692663789.9557545 
-0.018    0.0038    1692663789.971754 
-0.002    -0.0232    1692663789.9867215 
-0.0108    0.0056    1692663790.002722 
-0.0016    -0.0044    1692663790.017722 
-0.0376    -0.0066    1692663790.032752 
0.0272    -0.0122    1692663790.0487216 
-0.0044    -0.005    1692663790.0637531 
-0.024    0.0036    1692663790.0797548 
0.0044    0.0014    1692663790.094722 
0.0168    0.0094    1692663790.110754 
-0.0028    0.0022    1692663790.1257577 
0.0008    0.003    1692663790.1417222 
0.0024    0.011    1692663790.1567547 
-0.0012    0.015    1692663790.1727479 
0.0056    0.0086    1692663790.1877217 
-0.0024    -0.004    1692663790.2027543 
0.0004    0.008    1692663790.2177217 
0.0072    -0.0074    1692663790.2337213 
-0.0064    -0.0072    1692663790.248722 
0.0104    -0.0016    1692663790.2647529 
0.0256    0.0194    1692663790.2797217 
0.0084    0.0032    1692663790.2957218 
-0.004    -0.002    1692663790.3107216 
0.0032    -0.0162    1692663790.3267214 
0.0248    0.0046    1692663790.3427231 
-0.0028    0.0042    1692663790.3577218 
0.0356    0.0168    1692663790.3727221 
-0.0048    -0.0026    1692663790.388755 
0.0192    0.0074    1692663790.4037545 
-0.0004    -0.0068    1692663790.4187224 
0.008    -0.018    1692663790.4347496 
0.002    0.0132    1692663790.4507484 
-0.0144    0.0046    1692663790.4657469 
0.008    -0.0104    1692663790.4817479 
0.0264    -0.0014    1692663790.4967546 
0.0116    0.0008    1692663790.5127566 
0.026    -0.011    1692663790.5287478 
-0.0068    -0.0194    1692663790.544755 
-0.0072    0.0068    1692663790.5597222 
0.0084    0.006    1692663790.5757551 
-0.0096    0.0058    1692663790.5907547 
0.0208    0.001    1692663790.6057212 
