# mcs  energy  magnetization 
0  0.0096  -0.008 
1  -0.2304  -0.06 
2  -0.3184  -0.0016 
3  -0.3952  0.056 
4  -0.3776  -0.056 
5  -0.4096  0.0424 
6  -0.384  0.0056 
7  -0.464  -0.0064 
8  -0.4064  -0.0336 
9  -0.3792  0.0416 
10  -0.4224  -0.0272 
11  -0.4016  0.0568 
12  -0.3888  0.0336 
13  -0.3824  0.0224 
14  -0.4288  -0.0176 
15  -0.3888  0.0416 
16  -0.4368  -0.0304 
17  -0.4608  0.0328 
18  -0.4768  0.0232 
19  -0.4608  -0.0336 
20  -0.4112  -0.0104 
21  -0.4512  -0.0112 
22  -0.4752  0.0264 
23  -0.408  0.0208 
24  -0.4144  0.08 
25  -0.4496  -0.0208 
26  -0.44  -0.016 
27  -0.4288  -0.008 
28  -0.3712  0.0224 
29  -0.4432  0.0408 
30  -0.4176  0.0672 
31  -0.3808  -0.0168 
32  -0.4192  0.0048 
33  -0.4096  0.0272 
34  -0.4176  0.0424 
35  -0.424  -0.004 
36  -0.4352  0.02 
37  -0.4832  -0.0024 
38  -0.4352  -0.0104 
39  -0.424  -0.0128 
40  -0.4464  0.1056 
41  -0.4272  0.0328 
42  -0.4192  -0.0064 
43  -0.4768  -0.0384 
44  -0.4704  0.1104 
45  -0.4592  -0.0496 
46  -0.4192  0.0272 
47  -0.4288  0.024 
48  -0.4688  -0.0072 
49  -0.4496  0.056 
50  -0.4432  -0.024 
51  -0.4176  -0.004 
52  -0.4464  -0.0056 
53  -0.408  0.0296 
54  -0.4256  -0.0136 
55  -0.4512  -0.0112 
56  -0.4352  -0.0192 
57  -0.4256  -0.0176 
58  -0.448  -0.0376 
59  -0.408  -0.0408 
60  -0.4016  -0.056 
61  -0.4464  -0.0416 
62  -0.4192  0.04 
63  -0.424  -0.0256 
64  -0.4192  0.04 
65  -0.4288  -0.0056 
66  -0.424  0.0088 
67  -0.3952  0.0592 
68  -0.4496  0.0184 
69  -0.4432  -0.0088 
70  -0.4064  0.056 
71  -0.4192  -0.0408 
