# mcs  energy  magnetization 
0  -2.0  1.0 
50  -1.7488  0.9148 
100  -1.7684  0.9232 
150  -1.7252  0.9036 
200  -1.7476  0.9016 
250  -1.7524  0.9124 
300  -1.73  0.8998 
350  -1.7468  0.9192 
400  -1.7476  0.9164 
450  -1.7096  0.9048 
500  -1.782  0.9292 
550  -1.752  0.9156 
600  -1.7088  0.8932 
650  -1.7492  0.9112 
700  -1.7672  0.9202 
750  -1.7316  0.9056 
800  -1.7428  0.9138 
850  -1.7708  0.9204 
900  -1.726  0.9054 
950  -1.7604  0.9216 
1000  -1.7524  0.9138 
1050  -1.7548  0.9158 
1100  -1.7356  0.906 
1150  -1.7364  0.903 
1200  -1.7656  0.9226 
1250  -1.7656  0.9206 
1300  -1.752  0.9202 
1350  -1.718  0.888 
1400  -1.7028  0.8918 
1450  -1.7528  0.9176 
1500  -1.7516  0.9122 
1550  -1.7616  0.917 
1600  -1.7668  0.9182 
1650  -1.724  0.9046 
1700  -1.748  0.9136 
1750  -1.7328  0.9046 
1800  -1.7528  0.9124 
1850  -1.7112  0.8982 
1900  -1.742  0.9066 
1950  -1.732  0.8992 
2000  -1.7492  0.916 
2050  -1.7572  0.9174 
2100  -1.7524  0.9148 
2150  -1.7196  0.8972 
2200  -1.724  0.8942 
2250  -1.7472  0.9098 
2300  -1.7444  0.9114 
2350  -1.7592  0.921 
2400  -1.756  0.9214 
2450  -1.7584  0.9182 
2500  -1.7436  0.913 
2550  -1.724  0.9046 
2600  -1.75  0.9194 
2650  -1.768  0.9226 
2700  -1.7432  0.9038 
2750  -1.754  0.9174 
2800  -1.7384  0.9076 
2850  -1.7284  0.9008 
2900  -1.7388  0.9108 
2950  -1.77  0.9244 
3000  -1.7252  0.8998 
3050  -1.7332  0.9082 
3100  -1.7672  0.92 
3150  -1.7544  0.9168 
3200  -1.752  0.9128 
3250  -1.7544  0.9138 
3300  -1.784  0.9262 
3350  -1.7756  0.9288 
3400  -1.7452  0.908 
3450  -1.7312  0.8988 
3500  -1.7148  0.8942 
3550  -1.742  0.9112 
3600  -1.7104  0.8864 
3650  -1.7536  0.9156 
3700  -1.7372  0.9128 
3750  -1.7404  0.9132 
3800  -1.7604  0.919 
3850  -1.7548  0.9132 
3900  -1.7476  0.9156 
3950  -1.7416  0.9132 
4000  -1.7396  0.91 
4050  -1.7416  0.9146 
4100  -1.74  0.912 
4150  -1.7812  0.9276 
4200  -1.7776  0.926 
4250  -1.7316  0.8986 
4300  -1.754  0.9112 
4350  -1.7232  0.9004 
4400  -1.7564  0.9188 
4450  -1.7588  0.9198 
4500  -1.7392  0.9094 
4550  -1.7424  0.911 
4600  -1.724  0.9054 
4650  -1.7448  0.9054 
4700  -1.7604  0.9144 
4750  -1.7672  0.9256 
4800  -1.7664  0.915 
4850  -1.7348  0.9094 
4900  -1.7504  0.9132 
4950  -1.7552  0.9148 
5000  -1.7444  0.9108 
5050  -1.7396  0.913 
5100  -1.744  0.9098 
5150  -1.7136  0.8956 
5200  -1.754  0.9136 
5250  -1.7652  0.9226 
5300  -1.7676  0.922 
5350  -1.754  0.9148 
5400  -1.7572  0.9198 
5450  -1.738  0.9118 
5500  -1.7448  0.9114 
5550  -1.7408  0.9144 
5600  -1.7504  0.9136 
5650  -1.7608  0.9224 
5700  -1.7752  0.928 
5750  -1.7516  0.92 
5800  -1.762  0.918 
5850  -1.7352  0.9014 
5900  -1.726  0.9 
5950  -1.7324  0.9034 
6000  -1.7548  0.9074 
6050  -1.7448  0.9076 
6100  -1.75  0.91 
6150  -1.716  0.8896 
6200  -1.7548  0.9148 
6250  -1.7424  0.9006 
6300  -1.7344  0.9082 
6350  -1.7396  0.9126 
6400  -1.7488  0.8996 
6450  -1.7236  0.9042 
6500  -1.75  0.914 
6550  -1.7568  0.9118 
6600  -1.7304  0.906 
6650  -1.766  0.924 
6700  -1.7396  0.91 
6750  -1.7692  0.926 
6800  -1.71  0.8966 
6850  -1.7812  0.927 
6900  -1.7936  0.9368 
6950  -1.738  0.907 
7000  -1.7684  0.9182 
7050  -1.7216  0.9022 
7100  -1.748  0.911 
7150  -1.7532  0.916 
7200  -1.75  0.908 
7250  -1.7604  0.917 
7300  -1.7452  0.9112 
7350  -1.77  0.922 
7400  -1.766  0.9218 
7450  -1.7468  0.9068 
7500  -1.7464  0.915 
7550  -1.696  0.889 
7600  -1.7316  0.9024 
7650  -1.7436  0.9124 
7700  -1.7476  0.915 
7750  -1.7472  0.9146 
7800  -1.7456  0.9136 
7850  -1.7324  0.8996 
7900  -1.7524  0.9138 
7950  -1.7552  0.9186 
8000  -1.7376  0.9092 
8050  -1.7464  0.9106 
8100  -1.7872  0.9346 
8150  -1.7428  0.9128 
8200  -1.7592  0.9202 
8250  -1.748  0.9148 
8300  -1.758  0.9148 
8350  -1.74  0.8956 
8400  -1.746  0.9132 
8450  -1.7416  0.905 
8500  -1.7448  0.914 
8550  -1.756  0.911 
8600  -1.7508  0.9136 
8650  -1.768  0.9198 
8700  -1.7144  0.8972 
8750  -1.7272  0.8976 
8800  -1.7492  0.9138 
8850  -1.7484  0.9112 
8900  -1.7264  0.9062 
8950  -1.738  0.9082 
9000  -1.7484  0.909 
9050  -1.7564  0.9216 
9100  -1.7512  0.9128 
9150  -1.754  0.915 
9200  -1.7404  0.9146 
9250  -1.7832  0.9308 
9300  -1.7328  0.9104 
9350  -1.74  0.9158 
9400  -1.7548  0.9192 
9450  -1.7136  0.8968 
9500  -1.7932  0.9354 
9550  -1.7212  0.905 
9600  -1.752  0.9184 
9650  -1.7248  0.8972 
9700  -1.7148  0.8996 
9750  -1.7432  0.9176 
9800  -1.7576  0.9218 
9850  -1.7684  0.9156 
9900  -1.7312  0.9072 
9950  -1.7344  0.9128 
