# mcs  energy  magnetization 
0  -2.0  1.0 
1  -1.4912  -0.5808 
2  -1.1296  0.2432 
3  -0.7424  -0.0056 
4  -0.552  -0.08 
5  -0.5088  -0.0072 
6  -0.4624  0.04 
7  -0.4864  -0.0048 
8  -0.4352  0.0016 
9  -0.3856  0.0344 
10  -0.4256  -0.0344 
11  -0.4464  -0.0312 
12  -0.4416  0.0128 
13  -0.4176  0.0424 
14  -0.4608  -0.0176 
15  -0.4304  0.0 
16  -0.4096  0.0352 
17  -0.3968  -0.0176 
18  -0.4176  0.0048 
19  -0.4096  0.012 
20  -0.4176  0.0008 
21  -0.3824  0.0104 
22  -0.4224  -0.0272 
23  -0.4192  -0.0312 
24  -0.432  -0.0256 
25  -0.3888  -0.06 
26  -0.4128  0.0288 
27  -0.4368  -0.0536 
28  -0.4224  0.0256 
29  -0.4064  0.0104 
30  -0.44  0.0416 
31  -0.44  -0.008 
32  -0.4144  0.0024 
33  -0.3888  0.02 
34  -0.3936  0.012 
35  -0.4496  -0.0096 
36  -0.456  0.0528 
37  -0.472  0.0408 
38  -0.4336  0.0224 
39  -0.464  0.0856 
40  -0.4432  -0.0344 
41  -0.4432  0.0184 
42  -0.4464  -0.0008 
43  -0.4416  0.012 
44  -0.48  0.0552 
45  -0.4848  0.0264 
46  -0.4416  0.08 
47  -0.4656  -0.0736 
48  -0.4256  0.0288 
49  -0.4288  -0.0512 
50  -0.4752  -0.0192 
51  -0.5104  -0.0168 
52  -0.5104  0.0064 
53  -0.4608  -0.0072 
54  -0.4064  -0.0384 
55  -0.4624  0.0072 
56  -0.424  -0.0344 
57  -0.4128  -0.02 
58  -0.3776  -0.0416 
59  -0.4  -0.0024 
60  -0.424  0.0312 
61  -0.4752  0.0376 
62  -0.44  0.0456 
63  -0.4592  -0.0584 
64  -0.4656  0.0088 
65  -0.4288  0.0184 
66  -0.4544  -0.0568 
67  -0.4944  0.0032 
68  -0.5168  0.028 
69  -0.448  0.0304 
70  -0.4128  -0.0072 
71  -0.4192  -0.0104 
72  -0.3888  0.0128 
73  -0.4672  -0.016 
74  -0.4192  -0.0944 
75  -0.3952  0.048 
76  -0.4528  -0.0768 
77  -0.4576  0.0416 
78  -0.4144  0.0128 
79  -0.4112  0.02 
80  -0.4256  -0.024 
81  -0.4016  0.016 
82  -0.3904  -0.0016 
83  -0.3792  0.0056 
84  -0.416  -0.004 
85  -0.3712  -0.0288 
86  -0.4032  0.0128 
87  -0.416  0.0136 
88  -0.3728  -0.0568 
89  -0.3936  -0.0368 
90  -0.376  -0.0104 
91  -0.408  0.0088 
92  -0.4112  -0.0448 
