# mcs  energy  magnetization 
0  -2.0  1.0 
50  -1.9968  0.9992 
100  -1.9968  0.9992 
150  -1.9976  0.9994 
200  -1.9984  0.9996 
250  -1.9976  0.9994 
300  -1.9952  0.9988 
350  -1.9976  0.9994 
400  -1.9976  0.9994 
450  -1.9944  0.9986 
500  -1.9984  0.9996 
550  -1.9984  0.9996 
600  -1.9936  0.9984 
650  -1.9984  0.9996 
700  -1.9968  0.9992 
750  -1.9968  0.9992 
800  -1.9992  0.9998 
850  -1.9968  0.9992 
900  -1.9984  0.9996 
950  -1.9992  0.9998 
1000  -1.9968  0.9992 
1050  -2.0  1.0 
1100  -1.9984  0.9996 
1150  -1.9968  0.9992 
1200  -1.9976  0.9994 
1250  -1.9976  0.9994 
1300  -1.9984  0.9996 
1350  -1.9984  0.9996 
1400  -1.9968  0.9992 
1450  -1.9976  0.9994 
1500  -1.9976  0.9994 
1550  -1.9984  0.9996 
1600  -1.9992  0.9998 
1650  -1.9968  0.9992 
1700  -1.9968  0.999 
1750  -1.9984  0.9996 
1800  -1.9992  0.9998 
1850  -1.9976  0.9994 
1900  -1.9976  0.9994 
1950  -1.9976  0.9994 
2000  -1.9952  0.9988 
2050  -2.0  1.0 
2100  -1.9984  0.9996 
2150  -1.9992  0.9998 
2200  -1.998  0.9994 
2250  -1.996  0.999 
2300  -1.9964  0.999 
2350  -1.9976  0.9994 
2400  -1.998  0.9994 
2450  -1.9968  0.9992 
2500  -1.9952  0.9988 
2550  -1.9984  0.9996 
2600  -2.0  1.0 
2650  -1.9976  0.9994 
2700  -1.9976  0.9994 
2750  -1.9976  0.9994 
2800  -1.9976  0.9994 
2850  -1.9984  0.9996 
2900  -1.996  0.999 
2950  -1.9956  0.9988 
3000  -1.9976  0.9994 
3050  -1.9976  0.9994 
3100  -1.996  0.999 
3150  -1.9968  0.9992 
3200  -1.9976  0.9994 
3250  -1.996  0.999 
3300  -1.996  0.999 
3350  -1.9968  0.9992 
3400  -1.9976  0.9994 
3450  -1.996  0.999 
3500  -1.9976  0.9994 
3550  -1.9968  0.9992 
3600  -1.9972  0.9992 
3650  -1.9968  0.9992 
3700  -1.9984  0.9996 
3750  -1.9968  0.9992 
3800  -1.9968  0.9992 
3850  -1.9992  0.9998 
3900  -1.9984  0.9996 
3950  -1.9976  0.9994 
4000  -1.9992  0.9998 
4050  -1.9936  0.9984 
4100  -1.9968  0.9992 
4150  -1.9976  0.9994 
4200  -1.9968  0.9992 
4250  -1.9984  0.9996 
4300  -1.996  0.999 
4350  -1.9968  0.9992 
4400  -2.0  1.0 
4450  -1.9944  0.9986 
4500  -1.9976  0.9994 
4550  -1.9992  0.9998 
4600  -1.9984  0.9996 
4650  -1.996  0.999 
