# energy/N    magnetization    seed 
-0.08    0.28    1692663759.4136963 
-0.08    0.28    1692663759.4136963 
-0.08    0.28    1692663759.4136963 
-0.08    0.28    1692663759.4136963 
-0.08    0.28    1692663759.4136963 
-0.08    0.28    1692663759.4136963 
-0.08    0.28    1692663759.4136963 
-0.08    0.28    1692663759.4136963 
-0.08    0.28    1692663759.4136963 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.08    -0.12    1692663759.4146955 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.24    -0.04    1692663759.4156942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.56    -0.12    1692663759.4166942 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    0.12    1692663759.4176948 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
