# energy/N    magnetization    seed 
0.08    -0.12    1692663759.4186945 
0.08    -0.12    1692663759.4186945 
0.08    0.04    1692663759.4196944 
0.08    0.04    1692663759.4196944 
0.08    0.04    1692663759.4196944 
0.08    0.04    1692663759.4196944 
0.08    0.04    1692663759.4196944 
0.08    0.04    1692663759.4196944 
0.08    0.04    1692663759.4196944 
0.08    0.04    1692663759.4196944 
0.08    0.04    1692663759.4196944 
0.08    0.04    1692663759.4196944 
0.08    0.04    1692663759.4196944 
0.08    0.04    1692663759.4196944 
0.08    0.04    1692663759.4196944 
0.08    0.04    1692663759.4196944 
0.08    0.04    1692663759.4196944 
0.08    0.04    1692663759.4196944 
0.08    0.04    1692663759.4196944 
0.08    0.04    1692663759.4196944 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
0.08    -0.04    1692663759.4206946 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
-0.24    -0.2    1692663759.4216945 
0.08    -0.12    1692663759.4226944 
0.08    -0.12    1692663759.4226944 
0.08    -0.12    1692663759.4226944 
0.08    -0.12    1692663759.4226944 
0.08    -0.12    1692663759.4226944 
0.08    -0.12    1692663759.4226944 
0.08    -0.12    1692663759.4226944 
0.08    -0.12    1692663759.4226944 
0.08    -0.12    1692663759.4226944 
0.08    -0.12    1692663759.4226944 
0.08    -0.12    1692663759.4226944 
0.08    -0.12    1692663759.4226944 
0.08    -0.12    1692663759.4226944 
0.08    -0.12    1692663759.4226944 
0.08    -0.12    1692663759.4226944 
0.08    -0.12    1692663759.4226944 
0.08    -0.12    1692663759.4226944 
0.08    -0.12    1692663759.4226944 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.08    -0.04    1692663759.4236956 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
-0.24    0.2    1692663759.4246948 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
0.4    -0.04    1692663759.4256947 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
-0.08    -0.12    1692663759.4266946 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.08    -0.12    1692663759.4276955 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
0.56    -0.2    1692663759.4286947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
-0.08    0.36    1692663759.4296947 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.72    0.2    1692663759.4306946 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
0.24    -0.12    1692663759.431696 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
-0.08    0.12    1692663759.4326944 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    0.12    1692663759.4336946 
0.08    -0.04    1692663759.4346948 
0.08    -0.04    1692663759.4346948 
0.08    -0.04    1692663759.4346948 
0.08    -0.04    1692663759.4346948 
0.08    -0.04    1692663759.4346948 
0.08    -0.04    1692663759.4346948 
0.08    -0.04    1692663759.4346948 
0.08    -0.04    1692663759.4346948 
0.08    -0.04    1692663759.4346948 
0.08    -0.04    1692663759.4346948 
0.08    -0.04    1692663759.4346948 
0.08    -0.04    1692663759.4346948 
0.08    -0.04    1692663759.4346948 
0.08    -0.04    1692663759.4346948 
0.08    -0.04    1692663759.4346948 
0.08    -0.04    1692663759.435696 
0.08    -0.04    1692663759.435696 
0.08    -0.04    1692663759.435696 
0.08    -0.04    1692663759.435696 
0.08    -0.04    1692663759.435696 
0.08    -0.04    1692663759.435696 
0.08    -0.04    1692663759.435696 
0.08    -0.04    1692663759.435696 
0.08    -0.04    1692663759.435696 
0.08    -0.04    1692663759.435696 
0.08    -0.04    1692663759.435696 
0.08    -0.04    1692663759.435696 
0.08    -0.04    1692663759.435696 
0.08    -0.04    1692663759.435696 
0.08    -0.04    1692663759.435696 
0.08    -0.04    1692663759.435696 
0.08    -0.04    1692663759.435696 
-0.56    -0.2    1692663759.436695 
-0.56    -0.2    1692663759.436695 
-0.56    -0.2    1692663759.436695 
-0.56    -0.2    1692663759.436695 
-0.56    -0.2    1692663759.436695 
-0.56    -0.2    1692663759.436695 
-0.56    -0.2    1692663759.436695 
-0.56    -0.2    1692663759.436695 
-0.56    -0.2    1692663759.436695 
-0.56    -0.2    1692663759.436695 
-0.56    -0.2    1692663759.436695 
-0.56    -0.2    1692663759.436695 
-0.56    -0.2    1692663759.436695 
-0.56    -0.2    1692663759.436695 
-0.56    -0.2    1692663759.436695 
-0.56    -0.2    1692663759.436695 
-0.56    -0.2    1692663759.436695 
-0.56    -0.2    1692663759.436695 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    0.2    1692663759.4376948 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
0.24    -0.04    1692663759.4386957 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
-0.4    0.28    1692663759.4396956 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.2    1692663759.4406948 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.24    -0.04    1692663759.4416945 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
0.56    0.04    1692663759.4426947 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
-0.4    -0.36    1692663759.4436953 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
0.08    0.12    1692663759.4446943 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
-0.08    -0.04    1692663759.4456942 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
0.08    -0.12    1692663759.4466941 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.24    -0.28    1692663759.447694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.08    -0.2    1692663759.448694 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
-0.24    -0.04    1692663759.4496942 
0.08    0.28    1692663759.450694 
0.08    0.28    1692663759.450694 
0.08    0.28    1692663759.450694 
0.08    0.28    1692663759.450694 
0.08    0.28    1692663759.450694 
0.08    0.28    1692663759.450694 
0.08    0.28    1692663759.450694 
0.08    0.28    1692663759.450694 
0.08    0.28    1692663759.450694 
0.08    0.28    1692663759.450694 
0.08    0.28    1692663759.450694 
0.08    0.28    1692663759.450694 
0.08    0.28    1692663759.450694 
0.08    0.28    1692663759.450694 
0.08    0.28    1692663759.450694 
0.08    0.28    1692663759.450694 
0.08    0.28    1692663759.450694 
0.08    0.28    1692663759.450694 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
-0.24    0.04    1692663759.4516964 
0.4    -0.28    1692663759.4526956 
0.4    -0.28    1692663759.4526956 
0.4    -0.28    1692663759.4526956 
0.4    -0.28    1692663759.4526956 
0.4    -0.28    1692663759.4526956 
0.4    -0.28    1692663759.4526956 
0.4    -0.28    1692663759.4526956 
