# mcs  energy  magnetization 
0  -2.0  1.0 
1  -1.3824  0.724 
2  -1.1744  0.6024 
3  -0.976  0.4024 
4  -0.9344  0.3264 
5  -0.8928  0.2016 
6  -0.856  0.156 
7  -0.8752  0.1816 
8  -0.7936  0.096 
9  -0.8256  0.1152 
10  -0.8544  0.1648 
11  -0.768  0.0648 
12  -0.7552  0.0024 
13  -0.7728  -0.0928 
14  -0.8032  -0.0552 
15  -0.7696  -0.0728 
16  -0.8336  -0.0192 
17  -0.8304  0.0528 
18  -0.824  0.0168 
19  -0.7904  0.0432 
20  -0.7616  0.064 
21  -0.752  0.0568 
22  -0.84  0.0464 
23  -0.8  -0.0232 
24  -0.792  0.0696 
25  -0.7456  0.0048 
26  -0.8064  -0.0096 
27  -0.7984  -0.0136 
28  -0.8384  0.0128 
29  -0.8512  0.0528 
30  -0.7824  0.1144 
31  -0.824  0.0824 
32  -0.7968  0.0288 
33  -0.8  0.0928 
34  -0.8032  -0.0152 
35  -0.7824  -0.0384 
36  -0.8016  -0.004 
37  -0.7712  -0.0184 
38  -0.7728  -0.0088 
39  -0.7648  -0.052 
40  -0.7488  0.0064 
41  -0.7696  0.0472 
42  -0.8128  0.108 
43  -0.808  0.1056 
44  -0.7664  0.0536 
45  -0.8416  -0.0248 
46  -0.8352  0.0392 
47  -0.8048  0.0008 
48  -0.8064  0.0008 
49  -0.8576  0.0056 
50  -0.8176  0.0 
51  -0.848  0.0176 
52  -0.8144  0.0568 
53  -0.8096  0.0368 
54  -0.8048  0.0688 
55  -0.7856  0.0952 
56  -0.84  0.136 
57  -0.84  0.12 
58  -0.792  0.1048 
59  -0.8  0.1056 
60  -0.7824  0.0144 
61  -0.8112  -0.0472 
62  -0.7936  0.0024 
63  -0.8304  -0.0376 
64  -0.8256  -0.08 
65  -0.8464  -0.0328 
66  -0.8144  -0.0552 
67  -0.7984  -0.0608 
68  -0.8048  -0.0248 
69  -0.8624  -0.0344 
70  -0.8464  0.048 
71  -0.8368  0.0328 
72  -0.8448  -0.016 
73  -0.7904  -0.0552 
74  -0.7536  -0.0368 
75  -0.7328  -0.0464 
76  -0.7664  -0.108 
77  -0.8  -0.1208 
78  -0.8672  -0.0584 
79  -0.824  0.0744 
80  -0.8512  0.0216 
81  -0.8144  0.0584 
82  -0.768  0.0232 
83  -0.8352  -0.0032 
84  -0.8144  -0.0336 
85  -0.8432  -0.0208 
86  -0.896  0.0112 
87  -0.9104  0.0632 
88  -0.8688  0.0472 
89  -0.816  0.0088 
90  -0.8096  0.008 
91  -0.8048  0.0984 
92  -0.808  0.14 
93  -0.808  0.072 
94  -0.7424  0.0384 
95  -0.7936  0.0048 
96  -0.808  0.0568 
97  -0.7856  0.124 
98  -0.7904  0.1328 
99  -0.8336  0.1296 
100  -0.8176  0.06 
101  -0.8496  -0.0808 
102  -0.832  -0.1328 
103  -0.7616  -0.0184 
104  -0.7312  -0.0864 
105  -0.7952  -0.088 
106  -0.8288  -0.1192 
107  -0.8704  -0.0576 
108  -0.8288  -0.0832 
109  -0.776  -0.0344 
110  -0.7872  -0.0488 
111  -0.7744  0.0064 
112  -0.8432  0.0976 
113  -0.8208  0.12 
114  -0.7584  0.1704 
115  -0.7664  0.0976 
116  -0.7552  0.1136 
117  -0.7456  0.0232 
118  -0.784  0.0112 
119  -0.8192  -0.0448 
120  -0.8672  -0.056 
121  -0.8  -0.0352 
122  -0.7808  -0.0408 
123  -0.8704  -0.0688 
124  -0.808  -0.1024 
125  -0.8096  -0.0864 
126  -0.8  0.012 
127  -0.832  0.0384 
128  -0.8144  0.1152 
129  -0.8448  0.1176 
130  -0.856  0.1728 
131  -0.8368  0.1576 
132  -0.8288  0.1696 
133  -0.8064  0.1488 
134  -0.8624  0.0888 
135  -0.7904  0.04 
136  -0.7952  0.0144 
137  -0.8096  0.0728 
138  -0.8032  -0.0256 
139  -0.8368  -0.072 
140  -0.8032  -0.048 
141  -0.7968  -0.0216 
142  -0.7856  -0.0056 
143  -0.8112  0.016 
144  -0.8128  0.1368 
145  -0.7632  0.1072 
146  -0.744  0.1056 
147  -0.8032  0.0104 
148  -0.7984  0.0032 
149  -0.792  0.0344 
150  -0.8608  0.0632 
151  -0.8864  -0.0024 
152  -0.8224  0.008 
153  -0.8192  0.0616 
154  -0.7824  0.0088 
155  -0.7584  -0.0504 
156  -0.84  0.0528 
157  -0.8544  0.0432 
158  -0.7968  0.0 
159  -0.7888  -0.0272 
160  -0.8464  -0.0024 
161  -0.84  0.024 
162  -0.7344  0.0672 
163  -0.7696  0.0864 
164  -0.8  0.0608 
165  -0.7728  -0.0152 
166  -0.7072  -0.0392 
167  -0.7488  0.0088 
168  -0.7408  -0.032 
169  -0.7728  -0.0296 
170  -0.8256  -0.0408 
171  -0.7968  -0.1144 
172  -0.7856  -0.0568 
173  -0.8208  -0.0512 
174  -0.776  -0.028 
175  -0.72  0.012 
176  -0.7664  0.0432 
177  -0.7376  -0.0272 
178  -0.7632  -0.0808 
179  -0.7952  -0.0624 
180  -0.8144  0.0136 
181  -0.8864  -0.0072 
182  -0.856  -0.028 
183  -0.8176  0.0072 
184  -0.8432  0.092 
185  -0.792  0.0976 
186  -0.7968  0.044 
187  -0.8256  -0.028 
188  -0.7536  -0.0352 
189  -0.7312  -0.0456 
190  -0.7792  -0.0336 
191  -0.7856  -0.0808 
192  -0.7296  -0.048 
193  -0.8224  0.1008 
194  -0.8576  0.0944 
195  -0.8336  0.0984 
196  -0.9168  0.112 
197  -0.8912  0.08 
198  -0.8704  0.0088 
199  -0.8208  -0.0048 
200  -0.8016  0.0376 
201  -0.7936  0.088 
202  -0.8592  0.0864 
203  -0.8192  0.1008 
204  -0.792  0.1384 
205  -0.7888  0.0984 
206  -0.8192  0.104 
207  -0.8144  0.0928 
208  -0.7568  0.0176 
209  -0.8656  -0.052 
210  -0.8192  -0.0384 
211  -0.784  -0.0232 
212  -0.8256  -0.0688 
213  -0.784  -0.0872 
214  -0.736  -0.1464 
215  -0.7344  -0.136 
216  -0.7664  -0.0584 
217  -0.7776  0.0136 
218  -0.744  0.0296 
219  -0.8192  -0.0184 
220  -0.8336  0.0384 
221  -0.8672  0.1168 
222  -0.8624  0.0816 
223  -0.8048  0.024 
