# mcs  energy  magnetization 
0  -0.004  -0.013 
1  -0.2032  0.0166 
2  -0.2716  -0.0122 
3  -0.3324  0.0132 
4  -0.3832  0.007 
5  -0.372  -0.0186 
6  -0.3976  0.001 
7  -0.414  -0.0008 
8  -0.4032  -0.0188 
9  -0.4084  0.0024 
10  -0.4208  0.0028 
11  -0.432  -0.008 
12  -0.4396  -0.018 
13  -0.4276  0.0062 
14  -0.4316  -0.0076 
15  -0.4352  0.0298 
16  -0.4116  0.0108 
17  -0.4268  -0.0208 
18  -0.42  0.0092 
19  -0.4252  0.0022 
20  -0.4196  -0.0286 
21  -0.436  0.0252 
22  -0.4428  -0.0174 
23  -0.4248  0.0028 
24  -0.4404  -0.0112 
25  -0.4536  -0.0064 
26  -0.444  -0.0194 
27  -0.4392  -0.0006 
28  -0.4412  -0.0122 
29  -0.452  0.0178 
30  -0.4472  -0.0178 
31  -0.4256  -0.0082 
32  -0.438  0.0118 
33  -0.4256  -0.0436 
34  -0.4296  0.0182 
35  -0.4516  0.0072 
36  -0.4288  -0.0126 
37  -0.432  -0.0002 
38  -0.4264  0.0052 
39  -0.4272  0.018 
40  -0.4192  -0.016 
41  -0.4176  -0.0178 
42  -0.4128  -0.012 
43  -0.4188  0.0354 
44  -0.4392  -0.0002 
45  -0.4428  -0.0052 
46  -0.4552  0.0284 
47  -0.4476  0.017 
48  -0.4416  -0.0048 
49  -0.4368  0.0032 
50  -0.4364  0.0176 
51  -0.4156  0.0252 
52  -0.416  -0.0286 
53  -0.4296  0.0326 
54  -0.4336  -0.0004 
55  -0.3976  0.016 
56  -0.4316  -0.011 
57  -0.4524  -0.0056 
58  -0.4512  -0.0014 
59  -0.4476  0.0162 
60  -0.4332  0.0154 
61  -0.4312  -0.0108 
62  -0.4408  -0.0074 
63  -0.4312  -0.0276 
64  -0.4436  -0.0026 
65  -0.4528  -0.0146 
66  -0.432  0.015 
67  -0.4296  -0.0302 
68  -0.4028  -0.0102 
69  -0.4084  -0.0022 
70  -0.4184  -0.0038 
71  -0.4152  0.016 
72  -0.4268  0.0176 
73  -0.4116  -0.0058 
74  -0.4324  0.005 
