# mcs  energy  magnetization 
0  -2.0  1.0 
50  -0.4704  0.0144 
100  -0.4368  0.0024 
150  -0.4256  0.0272 
200  -0.4544  0.016 
250  -0.4512  0.0368 
300  -0.4448  -0.0032 
350  -0.376  -0.0064 
400  -0.4816  -0.0352 
450  -0.4208  0.0408 
500  -0.4176  0.0184 
550  -0.4416  -0.016 
600  -0.4192  0.0656 
650  -0.4288  0.0416 
700  -0.4576  0.0104 
750  -0.4256  0.024 
800  -0.3792  0.024 
850  -0.4384  -0.0152 
900  -0.4272  0.0104 
950  -0.4448  0.0072 
1000  -0.4336  -0.0112 
1050  -0.3952  -0.0008 
1100  -0.5216  0.004 
1150  -0.3904  -0.0192 
1200  -0.3808  -0.048 
1250  -0.4208  0.0112 
1300  -0.4208  -0.068 
1350  -0.408  0.016 
1400  -0.44  -0.016 
1450  -0.4496  0.0 
1500  -0.4592  0.0184 
1550  -0.432  -0.0512 
1600  -0.4352  0.0184 
1650  -0.4384  -0.04 
1700  -0.48  -0.0104 
1750  -0.4096  -0.0168 
1800  -0.4016  -0.0016 
1850  -0.4112  0.0264 
1900  -0.4224  -0.052 
1950  -0.4512  0.0568 
2000  -0.4048  -0.02 
2050  -0.3952  0.064 
2100  -0.432  -0.048 
2150  -0.424  -0.0336 
2200  -0.432  -0.02 
2250  -0.4272  0.0256 
2300  -0.3888  0.012 
2350  -0.504  0.0432 
2400  -0.4384  0.048 
2450  -0.4144  0.0016 
2500  -0.4448  -0.036 
2550  -0.4496  -0.0128 
2600  -0.4032  0.016 
2650  -0.4576  0.0128 
2700  -0.4624  0.0192 
2750  -0.392  0.0328 
2800  -0.472  -0.1016 
2850  -0.4224  -0.036 
2900  -0.4336  0.0328 
2950  -0.4112  0.016 
3000  -0.408  -0.0176 
3050  -0.4432  0.0144 
3100  -0.3888  -0.0152 
3150  -0.4112  0.0208 
3200  -0.4256  0.0592 
3250  -0.456  -0.008 
3300  -0.4448  0.0384 
3350  -0.3808  -0.0472 
3400  -0.4208  0.0144 
3450  -0.3744  -0.0384 
3500  -0.4368  -0.024 
3550  -0.4688  -0.0424 
3600  -0.3824  0.0152 
3650  -0.4624  -0.0376 
3700  -0.3952  0.008 
3750  -0.4256  -0.0312 
3800  -0.4432  -0.024 
3850  -0.3504  -0.0008 
3900  -0.4528  0.0472 
3950  -0.4448  -0.0192 
4000  -0.4672  -0.016 
4050  -0.5072  -0.064 
4100  -0.4224  -0.0512 
4150  -0.4272  -0.008 
4200  -0.4272  0.0312 
4250  -0.416  -0.0008 
4300  -0.488  0.0488 
4350  -0.4688  -0.0536 
4400  -0.408  -0.0672 
4450  -0.4272  -0.0464 
4500  -0.4592  -0.036 
4550  -0.4352  -0.016 
4600  -0.4224  -0.048 
4650  -0.4288  -0.012 
4700  -0.4416  0.0528 
4750  -0.4336  0.04 
4800  -0.4272  0.0216 
4850  -0.4368  0.0344 
4900  -0.4048  0.0104 
4950  -0.4736  0.0088 
5000  -0.424  0.0176 
5050  -0.4272  0.012 
5100  -0.44  0.0224 
5150  -0.4832  -0.0296 
5200  -0.3872  0.0064 
5250  -0.4496  0.036 
5300  -0.3744  0.0144 
5350  -0.416  -0.012 
5400  -0.4736  0.06 
5450  -0.408  -0.0144 
5500  -0.4352  0.0352 
5550  -0.4192  -0.024 
5600  -0.4048  -0.008 
5650  -0.4256  0.0392 
5700  -0.472  0.0416 
5750  -0.416  -0.0584 
5800  -0.4256  0.0272 
5850  -0.464  -0.0016 
5900  -0.4816  -0.032 
5950  -0.4128  -0.02 
6000  -0.4064  -0.0216 
6050  -0.4464  0.036 
6100  -0.4432  0.0128 
6150  -0.3856  -0.0232 
6200  -0.4528  -0.0752 
6250  -0.432  -0.0776 
6300  -0.4256  -0.0656 
6350  -0.4192  -0.0016 
6400  -0.3616  -0.0224 
6450  -0.4576  0.0328 
6500  -0.4352  -0.0112 
6550  -0.4624  -0.0104 
6600  -0.3744  0.0392 
6650  -0.416  0.064 
6700  -0.36  0.0248 
6750  -0.3616  -0.0808 
6800  -0.376  0.0232 
6850  -0.4416  -0.052 
6900  -0.4176  -0.0048 
6950  -0.424  -0.0008 
7000  -0.4384  0.0208 
7050  -0.4144  0.0152 
7100  -0.376  -0.0336 
7150  -0.4512  0.0512 
7200  -0.4352  0.028 
7250  -0.4016  0.0008 
7300  -0.3968  0.0392 
7350  -0.4192  -0.0128 
7400  -0.4304  0.0088 
7450  -0.4368  -0.0304 
7500  -0.448  0.0544 
7550  -0.4336  0.0024 
7600  -0.464  0.0232 
7650  -0.4064  -0.0448 
7700  -0.4576  0.0072 
7750  -0.4512  0.0624 
7800  -0.3744  -0.0008 
7850  -0.408  0.0176 
7900  -0.4192  -0.0128 
7950  -0.4336  0.0264 
8000  -0.3936  0.044 
8050  -0.4416  0.0288 
8100  -0.4144  0.0328 
8150  -0.4032  0.0088 
8200  -0.368  -0.012 
8250  -0.4704  -0.0184 
8300  -0.4112  0.0584 
8350  -0.44  -0.068 
8400  -0.3904  -0.0152 
8450  -0.4176  -0.0064 
8500  -0.4672  0.0064 
8550  -0.4544  0.0712 
8600  -0.464  0.0288 
8650  -0.48  -0.072 
8700  -0.488  0.0008 
8750  -0.496  -0.052 
8800  -0.4912  0.0504 
8850  -0.4192  0.024 
8900  -0.3776  0.0856 
8950  -0.4368  -0.0256 
9000  -0.4128  0.0208 
9050  -0.44  0.0208 
9100  -0.3824  0.0376 
9150  -0.4576  -0.0056 
9200  -0.4512  0.0808 
9250  -0.4464  0.0648 
9300  -0.3824  0.0528 
9350  -0.4032  0.0 
9400  -0.456  -0.0136 
9450  -0.3376  0.024 
9500  -0.432  -0.0024 
9550  -0.424  0.0008 
9600  -0.4592  -0.0568 
9650  -0.4224  0.0032 
9700  -0.4144  0.0208 
9750  -0.3936  0.0432 
9800  -0.4144  -0.0432 
9850  -0.44  -0.0088 
9900  -0.4304  0.0544 
9950  -0.4272  0.0416 
