# energy/N    magnetization    seed 
-0.5028    -0.0232    1692387709.7133064 
-0.4984    0.016    1692387709.7188709 
-0.5488    -0.024    1692387709.7246833 
-0.5572    -0.0248    1692387709.730252 
-0.4672    0.0208    1692387709.7359252 
-0.532    -0.0064    1692387709.741639 
-0.4916    -0.0504    1692387709.7474127 
-0.4764    0.0184    1692387709.7530234 
-0.564    0.0256    1692387709.7588408 
-0.4968    0.032    1692387709.7643125 
-0.4652    -0.0216    1692387709.769932 
-0.4932    0.0232    1692387709.7759233 
-0.4808    0.016    1692387709.781719 
-0.5244    0.0232    1692387709.787338 
-0.4472    -0.0192    1692387709.7930057 
-0.5328    0.0144    1692387709.7986064 
-0.5484    -0.0152    1692387709.8042965 
-0.5016    -0.0224    1692387709.809999 
-0.5584    0.008    1692387709.8156097 
-0.512    -0.0176    1692387709.821212 
-0.5056    0.0112    1692387709.8270154 
-0.5248    -0.008    1692387709.8327162 
-0.5008    -0.0048    1692387709.8384585 
-0.5016    -0.0064    1692387709.8442142 
-0.5396    -0.028    1692387709.8498235 
-0.5072    0.0016    1692387709.8556275 
-0.476    -0.0064    1692387709.8614082 
-0.4612    0.0136    1692387709.8670409 
-0.5164    -0.0248    1692387709.8727584 
-0.4488    0.0288    1692387709.8783934 
-0.4956    0.0024    1692387709.884058 
-0.5184    -0.0016    1692387709.8897526 
-0.5336    0.0192    1692387709.8954349 
-0.4712    0.0128    1692387709.9010046 
-0.4896    0.0112    1692387709.90667 
-0.4664    0.0416    1692387709.9123287 
-0.5316    0.0104    1692387709.917888 
-0.4536    -0.0096    1692387709.9236565 
-0.5068    0.0168    1692387709.9292881 
-0.4848    0.0144    1692387709.9348147 
-0.4988    -0.0264    1692387709.940781 
-0.55    -0.004    1692387709.9463577 
-0.5412    -0.012    1692387709.951964 
-0.4632    -0.0256    1692387709.9576404 
-0.4956    -0.004    1692387709.9634764 
-0.49    0.0024    1692387709.9692307 
-0.4684    -0.0104    1692387709.9748716 
-0.5324    0.0088    1692387709.9805079 
-0.4772    -0.0184    1692387709.9861047 
-0.5144    -0.0128    1692387709.9918542 
-0.52    0.0208    1692387709.9974546 
-0.4888    0.0096    1692387710.0030541 
-0.4864    0.024    1692387710.0087733 
-0.4924    0.0008    1692387710.0143535 
-0.5524    0.0024    1692387710.0199332 
-0.5016    0.0032    1692387710.0256643 
-0.518    -0.0152    1692387710.0312588 
-0.4532    0.02    1692387710.0368423 
-0.448    -0.008    1692387710.0425768 
-0.4888    -0.0064    1692387710.0482996 
-0.5476    -0.0104    1692387710.0540726 
-0.5048    0.0096    1692387710.059825 
-0.5188    0.02    1692387710.0654094 
-0.5376    -0.0016    1692387710.07097 
-0.4836    0.0392    1692387710.0767908 
-0.4448    -0.008    1692387710.08244 
-0.5264    0.0432    1692387710.0881455 
-0.4604    0.0072    1692387710.0937924 
-0.5412    0.0056    1692387710.0994282 
-0.4624    0.024    1692387710.1050704 
-0.5068    0.0072    1692387710.1107616 
-0.5036    0.0056    1692387710.116312 
-0.5424    0.008    1692387710.1219826 
-0.5596    0.0072    1692387710.1277783 
-0.5168    -0.0144    1692387710.1335905 
-0.4644    -0.0152    1692387710.1392446 
-0.4976    -0.0016    1692387710.145008 
-0.4932    -0.0296    1692387710.1506166 
-0.578    -0.0056    1692387710.1563797 
-0.5408    -0.0016    1692387710.1621377 
-0.4976    0.0048    1692387710.1678252 
-0.544    -0.0208    1692387710.173514 
-0.5312    0.0016    1692387710.179198 
-0.5128    0.0128    1692387710.1847465 
-0.472    0.0048    1692387710.1904817 
-0.4852    0.0008    1692387710.1963754 
-0.5144    -0.0096    1692387710.2019992 
-0.4756    -0.0232    1692387710.2077322 
-0.51    -0.0504    1692387710.2134454 
-0.4972    -0.0104    1692387710.2190607 
-0.4996    0.0136    1692387710.2249043 
-0.4584    0.0064    1692387710.2306345 
-0.5036    -0.0104    1692387710.236255 
-0.486    0.0216    1692387710.2419686 
-0.5032    -0.0224    1692387710.2476099 
-0.498    -0.0264    1692387710.253161 
-0.48    0.0112    1692387710.2588918 
-0.4756    0.0008    1692387710.2645056 
-0.5316    0.0248    1692387710.2701294 
-0.5032    -0.0096    1692387710.27598 
-0.5144    -0.0128    1692387710.2815833 
-0.496    0.04    1692387710.2871442 
-0.4924    0.0408    1692387710.2928762 
-0.4892    0.028    1692387710.298449 
-0.4472    0.0128    1692387710.3040202 
-0.4912    0.0176    1692387710.3097456 
-0.4612    0.0008    1692387710.31534 
-0.4948    -0.0456    1692387710.3208635 
-0.4724    0.012    1692387710.3266273 
-0.5228    -0.0104    1692387710.3321886 
-0.4652    0.0248    1692387710.3377533 
-0.494    0.0216    1692387710.3434534 
-0.4832    0.0112    1692387710.3490727 
-0.4952    0.0288    1692387710.3546364 
-0.4464    -0.0016    1692387710.3603797 
-0.48    0.0176    1692387710.365915 
-0.49    0.036    1692387710.3717942 
-0.5204    -0.0504    1692387710.3775413 
-0.5004    -0.004    1692387710.3831685 
-0.5004    0.0264    1692387710.3888612 
-0.464    0.0016    1692387710.3947086 
-0.486    -0.0152    1692387710.4004662 
-0.5172    0.0184    1692387710.4061515 
-0.4696    0.0192    1692387710.4119713 
-0.5084    -0.0296    1692387710.4176252 
-0.51    0.0056    1692387710.4232633 
-0.5268    0.0008    1692387710.428947 
-0.5568    -0.0336    1692387710.4346228 
-0.5256    0.016    1692387710.440323 
-0.5004    -0.0008    1692387710.4459882 
-0.4056    -0.0192    1692387710.451967 
-0.5256    0.0256    1692387710.4576547 
-0.526    -0.0088    1692387710.4633439 
-0.5056    -0.0112    1692387710.469092 
-0.5388    -0.0104    1692387710.475158 
-0.4836    0.0088    1692387710.4811459 
-0.4916    -0.0072    1692387710.487074 
-0.5124    0.028    1692387710.4927883 
-0.4864    0.0048    1692387710.4984024 
-0.4552    -0.0384    1692387710.5040684 
-0.47    -0.0056    1692387710.5097945 
-0.5064    0.0    1692387710.5153852 
-0.5348    -0.0008    1692387710.5209396 
-0.4944    0.0048    1692387710.5266585 
-0.4988    -0.004    1692387710.5324383 
-0.5392    0.0144    1692387710.5380058 
-0.4728    -0.0192    1692387710.543694 
-0.5016    0.0352    1692387710.5492895 
-0.4976    -0.0016    1692387710.5548313 
-0.4292    -0.02    1692387710.5605445 
-0.4468    -0.0232    1692387710.566108 
-0.534    -0.0056    1692387710.571665 
-0.4736    0.0048    1692387710.5773942 
-0.5208    -0.0096    1692387710.5829148 
-0.5416    0.0    1692387710.58849 
-0.5096    0.0    1692387710.5942056 
-0.5348    -0.0344    1692387710.5997891 
-0.4972    0.0024    1692387710.6053722 
-0.5036    -0.012    1692387710.6111288 
-0.5068    0.0296    1692387710.6166704 
-0.5116    -0.0184    1692387710.6222136 
-0.47    0.004    1692387710.6279263 
-0.5    -0.0128    1692387710.6335955 
-0.52    -0.0016    1692387710.6392968 
-0.5344    0.0176    1692387710.6450312 
-0.44    0.0048    1692387710.6505709 
-0.4932    -0.0296    1692387710.6561472 
-0.5968    0.0368    1692387710.6618764 
-0.4776    -0.0064    1692387710.6674697 
-0.4492    0.0056    1692387710.6730194 
-0.45    -0.0616    1692387710.6787293 
-0.5048    -0.0192    1692387710.6842437 
-0.4928    0.008    1692387710.6897974 
-0.4964    -0.0248    1692387710.6955366 
-0.5016    -0.0192    1692387710.7011065 
-0.4652    0.0088    1692387710.7066376 
-0.5104    0.0048    1692387710.7123628 
-0.4912    0.0048    1692387710.7178743 
-0.4792    -0.0064    1692387710.723444 
-0.5184    -0.0176    1692387710.7291577 
-0.476    0.016    1692387710.7347238 
-0.4668    0.0536    1692387710.7402458 
-0.5092    0.0104    1692387710.7460055 
-0.474    0.02    1692387710.7515528 
-0.474    0.0008    1692387710.7571383 
-0.4544    0.0144    1692387710.7628098 
-0.494    -0.0344    1692387710.7683787 
-0.4588    0.0136    1692387710.7739923 
-0.5044    -0.02    1692387710.7797112 
-0.5088    0.0208    1692387710.7852347 
-0.4712    0.0064    1692387710.7908351 
-0.448    0.008    1692387710.7965317 
-0.4836    -0.0088    1692387710.802093 
-0.4872    0.0128    1692387710.807661 
-0.5192    0.0288    1692387710.8133328 
-0.492    0.032    1692387710.818846 
-0.5096    -0.0096    1692387710.824452 
-0.52    -0.008    1692387710.830145 
-0.498    -0.0104    1692387710.8356926 
-0.5252    -0.0152    1692387710.8413026 
-0.4668    -0.0248    1692387710.846997 
-0.5088    -0.0208    1692387710.8525276 
-0.5112    0.0192    1692387710.858139 
-0.5224    -0.0064    1692387710.8638 
-0.4672    0.0112    1692387710.8693774 
-0.504    -0.0112    1692387710.8750105 
-0.5208    -0.0192    1692387710.8806882 
-0.4964    -0.0376    1692387710.8865838 
-0.442    -0.0488    1692387710.8922553 
-0.5004    -0.0008    1692387710.8979456 
-0.4868    0.0056    1692387710.9034517 
-0.488    0.0112    1692387710.9090796 
-0.4868    -0.012    1692387710.9146943 
-0.4928    -0.0112    1692387710.920263 
-0.5084    0.0008    1692387710.9258726 
-0.4564    -0.004    1692387710.931554 
-0.496    -0.024    1692387710.937069 
-0.4576    0.0016    1692387710.942822 
-0.5296    0.0144    1692387710.948618 
-0.5368    0.0    1692387710.9541638 
-0.5504    -0.0176    1692387710.9598653 
-0.46    0.0288    1692387710.9655511 
-0.4912    0.0112    1692387710.9712274 
-0.458    -0.0248    1692387710.9769876 
-0.5228    -0.0008    1692387710.9827242 
-0.548    -0.0192    1692387710.9883735 
-0.484    -0.0224    1692387710.99405 
-0.5272    0.0128    1692387710.9997034 
-0.5412    -0.0184    1692387711.0052938 
-0.452    0.0224    1692387711.0110512 
-0.5076    0.0008    1692387711.0166056 
-0.4916    -0.0184    1692387711.0221493 
-0.5128    -0.0256    1692387711.0278273 
-0.4652    -0.0008    1692387711.03349 
-0.4864    -0.0048    1692387711.0390112 
-0.5112    0.0032    1692387711.0447233 
-0.5268    0.0008    1692387711.0504258 
-0.488    0.0144    1692387711.056258 
-0.5072    -0.0048    1692387711.062142 
-0.5536    0.0208    1692387711.0677297 
-0.466    -0.0232    1692387711.0733411 
-0.4744    -0.0064    1692387711.0791068 
-0.4656    -0.008    1692387711.0847197 
-0.5112    -0.0064    1692387711.0903141 
-0.5108    0.0072    1692387711.0960858 
-0.498    -0.0152    1692387711.1016672 
-0.5116    -0.0168    1692387711.1072707 
-0.4924    0.0024    1692387711.1130595 
-0.4624    -0.0048    1692387711.1186132 
-0.5476    -0.0072    1692387711.124208 
-0.5132    -0.0168    1692387711.1298974 
-0.4972    -0.0024    1692387711.1355512 
-0.4692    -0.0152    1692387711.1410797 
-0.4508    0.012    1692387711.1468437 
-0.5604    0.0184    1692387711.1523943 
-0.4932    -0.052    1692387711.1579678 
-0.512    -0.0048    1692387711.163719 
-0.53    0.004    1692387711.1693282 
-0.4572    -0.0408    1692387711.1748388 
-0.476    0.0128    1692387711.1806252 
-0.5148    0.0168    1692387711.1861815 
-0.4576    -0.024    1692387711.1917708 
-0.4808    0.0224    1692387711.1975317 
-0.4444    0.0184    1692387711.203077 
-0.4688    -0.0208    1692387711.208622 
-0.5088    0.0016    1692387711.2143216 
-0.498    0.0344    1692387711.2198896 
-0.4836    -0.028    1692387711.2254717 
-0.5108    -0.0168    1692387711.231194 
-0.534    0.0088    1692387711.2367523 
-0.504    -0.0368    1692387711.242364 
-0.5224    -0.0064    1692387711.2480514 
-0.4912    -0.0176    1692387711.2535834 
-0.5796    -0.0248    1692387711.2592354 
-0.4956    -0.02    1692387711.2648854 
-0.504    -0.0112    1692387711.2704556 
-0.496    -0.0368    1692387711.2760777 
-0.5064    -0.0032    1692387711.2817636 
-0.5176    -0.0192    1692387711.28734 
-0.478    -0.0008    1692387711.2929628 
-0.514    -0.0008    1692387711.2986283 
-0.4864    0.0176    1692387711.3042011 
-0.512    0.0048    1692387711.309831 
-0.5052    0.0056    1692387711.3154864 
-0.4728    0.0    1692387711.321056 
-0.5108    -0.0104    1692387711.326663 
-0.474    -0.0088    1692387711.3323488 
-0.5424    -0.0016    1692387711.337915 
-0.5484    0.0072    1692387711.3435385 
-0.5504    -0.0176    1692387711.3491745 
-0.5172    -0.028    1692387711.354736 
-0.4936    -0.0256    1692387711.3603845 
-0.5092    0.0088    1692387711.3660605 
-0.5252    0.0056    1692387711.3716254 
-0.4796    0.0088    1692387711.3772788 
-0.5144    -0.0032    1692387711.3829887 
-0.5168    0.0144    1692387711.3885589 
-0.4988    0.0216    1692387711.3942218 
-0.4884    -0.004    1692387711.3998787 
-0.52    -0.0048    1692387711.4054427 
-0.5144    0.0    1692387711.4111168 
-0.464    0.0016    1692387711.4167776 
-0.4428    -0.0088    1692387711.4223533 
-0.5168    -0.0208    1692387711.428009 
-0.5064    -0.0288    1692387711.4336429 
-0.5124    0.0184    1692387711.4391935 
-0.5216    -0.0144    1692387711.4448705 
-0.4456    0.0128    1692387711.4504714 
-0.5116    0.0168    1692387711.4561262 
-0.448    0.0176    1692387711.4619436 
-0.5356    -0.0328    1692387711.4677556 
-0.5452    -0.0008    1692387711.4736044 
-0.4792    0.0064    1692387711.4794524 
-0.4872    -0.0096    1692387711.4854047 
-0.5456    0.0016    1692387711.491258 
-0.4864    -0.0144    1692387711.4970665 
-0.4524    0.0312    1692387711.5027907 
-0.492    0.0    1692387711.5085883 
-0.488    0.0016    1692387711.5144484 
-0.49    -0.0248    1692387711.5202734 
-0.5428    0.0408    1692387711.5259123 
-0.4928    0.0208    1692387711.5317376 
-0.5008    -0.0112    1692387711.5374742 
-0.4892    0.02    1692387711.5432544 
-0.4924    0.012    1692387711.5489314 
-0.5188    0.0136    1692387711.5545108 
-0.4788    0.02    1692387711.5600948 
-0.482    0.0312    1692387711.5658839 
-0.4992    -0.0112    1692387711.5716038 
-0.4932    -0.028    1692387711.5772345 
-0.466    -0.0184    1692387711.583008 
-0.502    0.0104    1692387711.5887582 
-0.4928    -0.0272    1692387711.5945108 
-0.5424    -0.0336    1692387955.430899 
-0.5156    -0.0072    1692387955.4365478 
-0.534    -0.02    1692387955.4421408 
-0.5228    -0.0072    1692387955.4476624 
-0.5252    -0.036    1692387955.4532392 
-0.3984    -0.0368    1692387955.4588375 
-0.5176    -0.016    1692387955.4645321 
-0.5008    -0.0016    1692387955.4703894 
-0.5148    0.0264    1692387955.4760656 
-0.4696    -0.0352    1692387955.4815996 
-0.4972    -0.004    1692387955.4871354 
-0.4864    0.0176    1692387955.4926329 
-0.498    0.0136    1692387955.4981225 
-0.5332    -0.0056    1692387955.5036843 
-0.5032    -0.0416    1692387955.5092592 
-0.4784    0.0016    1692387955.5147269 
-0.4604    -0.0248    1692387955.5203679 
-0.5148    -0.0104    1692387955.5259278 
-0.53    -0.0072    1692387955.5314834 
-0.5116    0.0152    1692387955.537077 
-0.524    0.0    1692387955.5425828 
-0.4876    0.0088    1692387955.5481274 
-0.504    0.0176    1692387955.553742 
-0.5308    -0.0248    1692387955.5593402 
-0.5164    -0.0008    1692387955.564848 
-0.498    0.0312    1692387955.5704794 
-0.5372    -0.0136    1692387955.5760076 
-0.5052    -0.0056    1692387955.5815036 
-0.4872    0.0064    1692387955.5872023 
-0.5336    -0.0096    1692387955.5928671 
-0.44    0.008    1692387955.5984926 
-0.4864    0.008    1692387955.6042607 
-0.5384    0.032    1692387955.6099026 
-0.5456    0.0272    1692387955.6155052 
-0.4404    0.0152    1692387955.6211512 
-0.5108    0.0392    1692387955.6268094 
-0.48    0.024    1692387955.6323714 
-0.4924    -0.004    1692387955.6380332 
-0.4864    0.008    1692387955.6437488 
-0.5196    0.0056    1692387955.6493015 
-0.5192    0.0    1692387955.6550333 
-0.4432    0.0304    1692387955.6605926 
-0.4752    -0.0048    1692387955.6661637 
-0.4816    -0.0304    1692387955.671753 
-0.4552    -0.0032    1692387955.6774209 
-0.516    0.0128    1692387955.6829102 
-0.4976    -0.0016    1692387955.6885889 
-0.476    -0.0032    1692387955.6941395 
-0.5448    -0.0384    1692387955.6996584 
-0.5328    -0.0272    1692387955.7053118 
-0.4424    -0.016    1692387955.7109082 
-0.5152    0.0016    1692387955.7163973 
-0.4992    0.0112    1692387955.722198 
-0.5208    0.0224    1692387955.7277758 
-0.5356    -0.0088    1692387955.733277 
-0.5048    -0.0096    1692387955.738926 
-0.502    0.0056    1692387955.7446327 
-0.5132    -0.0024    1692387955.7501178 
-0.502    -0.0104    1692387955.7557847 
-0.498    -0.012    1692387955.761368 
-0.5092    0.0024    1692387955.766982 
-0.5144    0.0032    1692387955.7727156 
-0.4872    -0.032    1692387955.7784173 
-0.4996    -0.012    1692387955.7840073 
-0.4988    0.0168    1692387955.7897103 
-0.5044    0.0008    1692387955.7953506 
-0.4856    0.0128    1692387955.8009334 
-0.518    0.0072    1692387955.8065712 
-0.496    -0.024    1692387955.8122392 
-0.4616    0.0224    1692387955.8178372 
-0.5028    -0.0152    1692387955.8235047 
-0.5612    0.0264    1692387955.829054 
-0.5208    0.0096    1692387955.8346472 
-0.5484    0.0264    1692387955.8403826 
-0.5052    0.0104    1692387955.8460178 
-0.4452    -0.052    1692387955.8518085 
-0.5076    -0.0008    1692387955.8574326 
-0.486    -0.004    1692387955.8630245 
-0.4668    -0.02    1692387955.8685946 
-0.5192    -0.0288    1692387955.8743906 
-0.4952    -0.0096    1692387955.8800743 
-0.4556    -0.0136    1692387955.8855805 
-0.5088    0.0016    1692387955.8913186 
-0.5092    0.0168    1692387955.896911 
-0.476    -0.0224    1692387955.9025173 
-0.5164    0.0008    1692387955.9082608 
-0.5024    -0.024    1692387955.9138741 
-0.4828    -0.0072    1692387955.9195213 
-0.4784    0.0016    1692387955.925222 
-0.5096    0.0064    1692387955.9308288 
-0.4724    0.036    1692387955.9364226 
-0.4232    0.0288    1692387955.942029 
-0.474    -0.0296    1692387955.947691 
-0.4724    -0.0168    1692387955.9533322 
-0.4752    0.0176    1692387955.9591177 
-0.4864    -0.04    1692387955.9646676 
-0.4196    0.0008    1692387955.9702938 
-0.4608    0.024    1692387955.9760046 
-0.4836    -0.0056    1692387955.981577 
-0.5252    -0.012    1692387955.9872699 
-0.4932    0.0104    1692387955.9929352 
-0.4584    -0.016    1692387955.9985378 
-0.5316    -0.0344    1692387956.0042098 
-0.49    0.0088    1692387956.0099206 
-0.4828    -0.012    1692387956.0154939 
-0.4644    0.0072    1692387956.021128 
-0.5452    0.0168    1692387956.026792 
-0.5044    -0.0024    1692387956.0323734 
-0.4936    -0.0064    1692387956.0379555 
-0.4924    0.0232    1692387956.0436213 
-0.49    0.0008    1692387956.0492318 
-0.5276    0.02    1692387956.0549204 
-0.4896    -0.0144    1692387956.0605762 
-0.4572    0.028    1692387956.0663242 
-0.4504    0.032    1692387956.0720565 
-0.4812    -0.0056    1692387956.0778759 
-0.5216    -0.024    1692387956.083507 
-0.4984    -0.0032    1692387956.0892587 
-0.5196    -0.0104    1692387956.0950596 
-0.5048    0.0    1692387956.100643 
-0.5288    0.016    1692387956.1064475 
-0.5332    0.0088    1692387956.1121554 
-0.5288    0.0224    1692387956.1177883 
-0.4884    0.0008    1692387956.1235635 
-0.4872    0.0064    1692387956.1291595 
-0.5516    -0.0392    1692387956.1347282 
-0.5124    0.0152    1692387956.1404686 
-0.4528    0.0016    1692387956.146062 
-0.488    0.0176    1692387956.1516168 
-0.4588    0.0472    1692387956.1573396 
-0.4756    0.0104    1692387956.1628895 
-0.4764    -0.0216    1692387956.1684723 
-0.4704    0.024    1692387956.1741457 
-0.4896    0.0144    1692387956.1796796 
-0.4708    0.0008    1692387956.1852558 
-0.4772    0.0152    1692387956.19088 
-0.4988    0.0104    1692387956.196478 
-0.5032    0.0064    1692387956.2020204 
-0.5524    -0.0216    1692387956.207679 
-0.5496    -0.0064    1692387956.213257 
-0.4896    0.0176    1692387956.218834 
-0.518    0.0264    1692387956.2244499 
-0.5436    -0.0264    1692387956.2299373 
-0.5044    -0.028    1692387956.2355225 
-0.4988    0.004    1692387956.2411873 
-0.4936    0.0192    1692387956.246738 
-0.5072    0.0176    1692387956.2522569 
-0.5408    0.0432    1692387956.2578237 
-0.5324    0.0056    1692387956.2633786 
-0.4868    -0.0168    1692387956.2688477 
-0.4924    0.0264    1692387956.2744436 
-0.5212    -0.02    1692387956.2799168 
-0.5232    -0.0016    1692387956.2854962 
-0.4652    -0.012    1692387956.2911456 
-0.472    0.0016    1692387956.296675 
-0.4992    0.024    1692387956.3022256 
-0.5452    0.012    1692387956.3078356 
-0.4656    -0.0112    1692387956.313262 
-0.5336    0.0256    1692387956.3186936 
-0.5048    0.0    1692387956.3243816 
-0.4824    0.0032    1692387956.329952 
-0.5152    0.0336    1692387956.3354743 
-0.4972    -0.0168    1692387956.341074 
-0.5216    -0.0144    1692387956.3465636 
-0.4304    0.0144    1692387956.3521297 
-0.5228    -0.0136    1692387956.3578446 
-0.4888    0.0096    1692387956.3633544 
-0.492    0.0064    1692387956.3689103 
-0.4756    -0.0008    1692387956.374548 
-0.4592    -0.0112    1692387956.3801088 
-0.4964    -0.004    1692387956.3856313 
-0.432    0.0016    1692387956.3913634 
-0.4844    -0.0312    1692387956.3968499 
-0.5    0.016    1692387956.4023926 
-0.5256    -0.0128    1692387956.408046 
-0.5152    -0.0304    1692387956.4135625 
-0.5028    -0.02    1692387956.4189947 
-0.4672    0.0112    1692387956.4246066 
-0.4804    0.0184    1692387956.430102 
-0.4696    -0.0032    1692387956.4355283 
-0.48    -0.0112    1692387956.4411035 
-0.5152    0.0528    1692387956.4465475 
-0.5092    -0.0008    1692387956.4520957 
-0.494    0.0152    1692387956.4577165 
-0.4652    -0.0008    1692387956.4634345 
-0.5388    -0.0168    1692387956.4690497 
-0.5016    0.032    1692387956.4749396 
-0.5024    -0.0016    1692387956.4804955 
-0.5176    0.0128    1692387956.4859838 
-0.526    0.012    1692387956.4915824 
-0.4948    -0.0104    1692387956.497018 
-0.4924    -0.0024    1692387956.50248 
-0.5172    0.004    1692387956.5080607 
-0.4544    0.0016    1692387956.513491 
-0.5144    0.0    1692387956.5189342 
-0.4688    -0.0112    1692387956.5245163 
-0.5024    -0.0208    1692387956.5299866 
-0.5432    -0.0128    1692387956.5354629 
-0.5204    0.0168    1692387956.5410619 
-0.488    -0.0048    1692387956.5464911 
-0.5496    -0.0064    1692387956.5519304 
-0.4712    0.0    1692387956.5575233 
-0.4788    -0.0232    1692387956.5630217 
-0.484    0.0    1692387956.5684469 
-0.4736    0.0016    1692387956.5740037 
-0.4908    0.0088    1692387956.5794473 
-0.4608    -0.0272    1692387956.5848877 
-0.5112    -0.0192    1692387956.5904822 
-0.482    -0.0056    1692387956.5959527 
-0.4728    -0.0288    1692387956.601363 
-0.494    0.0056    1692387956.6069362 
-0.514    -0.0312    1692387956.612433 
-0.5108    0.0168    1692387956.6178777 
-0.4284    0.0104    1692387956.6234267 
-0.5156    0.0328    1692387956.6288779 
-0.4928    -0.0208    1692387956.6342824 
-0.5164    0.0024    1692387956.6398265 
-0.5156    0.004    1692387956.6452787 
-0.4672    -0.0016    1692387956.6506872 
-0.5552    -0.0496    1692387956.656217 
-0.4788    -0.0296    1692387956.6617153 
-0.4852    0.0072    1692387956.6671505 
-0.514    -0.0168    1692387956.6726475 
-0.4968    -0.0096    1692387956.678107 
-0.484    -0.0128    1692387956.6835618 
-0.5048    -0.0288    1692387956.6890528 
-0.5344    0.0304    1692387956.6945364 
-0.464    0.0272    1692387956.6999516 
-0.5156    -0.0168    1692387956.7054472 
-0.4648    0.0224    1692387956.7109802 
-0.5044    -0.0056    1692387956.7164137 
-0.4636    -0.012    1692387956.721902 
-0.5    -0.0032    1692387956.7274513 
-0.5144    0.0256    1692387956.7328687 
-0.4444    -0.028    1692387956.73838 
-0.4864    0.0016    1692387956.743917 
-0.4864    0.0144    1692387956.7493618 
-0.4604    0.0344    1692387956.7548451 
-0.4072    -0.016    1692387956.7603252 
-0.5052    0.0216    1692387956.7657294 
-0.506    0.0296    1692387956.7712433 
-0.5036    -0.0008    1692387956.7767577 
-0.552    -0.0208    1692387956.7821834 
-0.5056    -0.0048    1692387956.7877016 
-0.48    0.008    1692387956.7932377 
-0.5004    0.0056    1692387956.7986379 
-0.492    -0.032    1692387956.8040688 
-0.51    0.0088    1692387956.809607 
-0.51    -0.0168    1692387956.8150601 
-0.454    -0.012    1692387956.8204572 
-0.5092    -0.0072    1692387956.8260405 
-0.474    -0.012    1692387956.8314788 
-0.4564    -0.0072    1692387956.8369336 
-0.4844    0.0024    1692387956.8424914 
-0.5232    -0.0176    1692387956.8479662 
-0.524    -0.0032    1692387956.8533711 
-0.458    -0.0264    1692387956.858934 
-0.5004    0.0152    1692387956.864392 
-0.5228    0.0072    1692387956.869833 
-0.5276    0.0152    1692387956.8753452 
-0.5388    0.0104    1692387956.8808773 
-0.496    -0.0112    1692387956.8862965 
-0.432    0.0176    1692387956.8918872 
-0.5344    -0.024    1692387956.897287 
-0.5076    0.0072    1692387956.9027078 
-0.454    -0.0248    1692387956.908267 
-0.5448    0.0032    1692387956.9137475 
-0.5156    -0.0072    1692387956.9191918 
-0.4216    -0.016    1692387956.9247203 
-0.5212    -0.012    1692387956.9302077 
-0.4816    0.0016    1692387956.935641 
-0.5052    0.02    1692387956.9411798 
-0.5184    -0.008    1692387956.9466171 
-0.5396    -0.0024    1692387956.9520502 
-0.476    -0.0384    1692387956.9575615 
-0.5144    -0.032    1692387956.96306 
-0.5052    -0.0008    1692387956.968564 
-0.4968    0.0192    1692387956.9741008 
-0.4956    0.0072    1692387956.9796152 
-0.5088    0.0272    1692387956.9852557 
-0.566    -0.012    1692387956.9910612 
-0.5328    0.0048    1692387956.996812 
-0.5248    0.0048    1692387957.0024347 
-0.5732    -0.0088    1692387957.0080478 
-0.5008    0.0016    1692387957.0135467 
-0.504    -0.0176    1692387957.019007 
-0.516    -0.0064    1692387957.0245693 
-0.5132    0.0344    1692387957.0300303 
-0.4944    -0.04    1692387957.0354764 
-0.5196    0.0008    1692387957.0409992 
-0.478    0.012    1692387957.0465384 
-0.458    -0.004    1692387957.0520897 
-0.4828    -0.0216    1692387957.057615 
-0.4992    -0.0304    1692387957.063251 
-0.5104    -0.024    1692387957.0688953 
-0.5048    0.0032    1692387957.0746396 
-0.518    0.0136    1692387957.080315 
-0.4268    -0.0344    1692387957.0857904 
-0.4944    0.0208    1692387957.0914412 
-0.5112    0.0384    1692387957.096873 
-0.4984    -0.0096    1692387957.102312 
-0.5672    0.0    1692387957.1078386 
-0.5604    0.0024    1692387957.1133664 
-0.5356    -0.0296    1692387957.1187797 
-0.5212    0.036    1692387957.1243744 
-0.526    0.0072    1692387957.129833 
-0.5204    0.0136    1692387957.135283 
-0.5224    -0.016    1692387957.1407802 
-0.5116    0.044    1692387957.1462958 
-0.492    0.0    1692387957.151719 
-0.4684    0.0296    1692387957.157232 
-0.4612    -0.0072    1692387957.1626906 
-0.5364    0.0024    1692387957.1681695 
-0.5124    0.0056    1692387957.173662 
-0.4372    0.0328    1692387957.1791794 
-0.5092    0.0024    1692387957.1845798 
-0.5376    -0.0208    1692387957.190123 
-0.4852    -0.0216    1692387957.195674 
-0.5148    0.0008    1692387957.2011287 
-0.4488    0.0096    1692387957.2065923 
-0.4936    -0.0032    1692387957.212144 
-0.5244    0.0104    1692387957.2176452 
-0.482    -0.028    1692387957.2231638 
-0.48    -0.0112    1692387957.2287164 
-0.5068    0.0088    1692387957.2341647 
-0.5228    -0.004    1692387957.2396646 
-0.5072    -0.0272    1692387957.245208 
-0.5688    -0.0512    1692387957.2506368 
-0.5272    0.0288    1692387957.2561738 
-0.5132    0.0296    1692387957.2616632 
-0.44    0.0272    1692387957.2670937 
-0.5108    0.0296    1692387957.2725053 
-0.4808    0.0256    1692387957.2781038 
-0.4768    -0.0112    1692387957.283592 
-0.526    0.0136    1692387957.2891161 
-0.5456    -0.0048    1692387957.2946908 
