# mcs  energy  magnetization 
0  -2.0  1.0 
50  -0.3952  -0.011 
100  -0.416  0.0116 
150  -0.4484  0.0082 
200  -0.4436  0.0026 
250  -0.4444  0.0032 
300  -0.3876  -0.0014 
350  -0.4196  -0.009 
400  -0.4452  -0.007 
450  -0.4372  0.0066 
500  -0.4496  0.03 
550  -0.4312  -0.0272 
600  -0.4052  -0.0096 
650  -0.432  -0.0078 
700  -0.4284  -0.0066 
750  -0.4104  0.0042 
800  -0.4176  -0.023 
850  -0.4296  0.004 
900  -0.426  -0.0168 
950  -0.4308  0.0252 
1000  -0.4404  -0.0018 
1050  -0.4364  0.0154 
1100  -0.4216  -0.0212 
1150  -0.4392  0.0074 
1200  -0.4384  -0.0028 
1250  -0.4172  -0.002 
1300  -0.4052  -0.0186 
1350  -0.4304  -0.0194 
1400  -0.4396  -0.0018 
1450  -0.4456  -0.0042 
1500  -0.436  0.0246 
1550  -0.4288  -0.0114 
1600  -0.4072  0.006 
1650  -0.4216  0.0106 
1700  -0.4132  0.0132 
1750  -0.4072  0.0038 
1800  -0.4296  -0.0238 
1850  -0.4216  -0.0266 
1900  -0.4192  0.0034 
1950  -0.4212  0.0052 
2000  -0.4256  -0.0056 
2050  -0.446  -0.0092 
2100  -0.4296  -0.0474 
2150  -0.4536  -0.0372 
2200  -0.4128  -0.0196 
2250  -0.4028  0.0048 
2300  -0.4124  0.0134 
2350  -0.4544  0.0108 
2400  -0.4416  0.0074 
2450  -0.4484  -0.0002 
2500  -0.4232  0.0138 
2550  -0.4224  -0.0236 
2600  -0.452  0.0154 
2650  -0.412  -0.0264 
2700  -0.4376  -0.0072 
2750  -0.4396  0.001 
2800  -0.4244  -0.0022 
2850  -0.4148  -0.0012 
2900  -0.4152  -0.014 
2950  -0.4108  -0.0016 
3000  -0.4324  -0.0064 
3050  -0.4468  0.0014 
3100  -0.4144  0.0108 
3150  -0.4396  0.0232 
3200  -0.4164  0.0362 
3250  -0.4424  0.036 
3300  -0.452  -0.004 
3350  -0.442  0.02 
3400  -0.4344  0.0262 
3450  -0.4192  -0.015 
3500  -0.4252  0.0038 
3550  -0.4204  -0.027 
3600  -0.4284  0.0042 
3650  -0.4332  -0.0136 
3700  -0.4284  0.0056 
3750  -0.4468  0.0394 
3800  -0.428  0.0066 
3850  -0.4264  0.0058 
3900  -0.4384  0.0042 
3950  -0.442  -0.021 
4000  -0.4128  0.0078 
4050  -0.4016  0.0226 
4100  -0.418  0.0044 
4150  -0.4188  0.0324 
4200  -0.4148  -0.0146 
4250  -0.4428  0.0344 
4300  -0.4104  0.015 
4350  -0.4184  0.009 
4400  -0.4088  0.011 
4450  -0.4144  -0.0286 
4500  -0.4284  -0.0014 
4550  -0.42  -0.0088 
4600  -0.4168  0.016 
4650  -0.4344  -0.021 
4700  -0.4404  0.0004 
4750  -0.4152  -0.012 
4800  -0.4256  0.0108 
4850  -0.422  -0.0368 
4900  -0.4224  0.0112 
4950  -0.4232  0.006 
5000  -0.428  0.0014 
5050  -0.4244  0.0082 
5100  -0.422  0.0182 
5150  -0.4284  0.0374 
5200  -0.4568  -0.0004 
5250  -0.4036  0.0142 
5300  -0.4304  0.0216 
5350  -0.4264  0.0038 
5400  -0.4004  -0.0104 
5450  -0.414  0.01 
5500  -0.4316  0.0182 
5550  -0.4328  -0.012 
5600  -0.4456  0.0006 
5650  -0.4136  0.0066 
5700  -0.436  -0.0116 
5750  -0.4628  0.0154 
5800  -0.4384  -0.0066 
5850  -0.4516  0.0068 
5900  -0.4468  -0.0096 
5950  -0.422  0.0042 
6000  -0.4448  -0.0232 
6050  -0.4436  -0.0232 
6100  -0.4268  -0.0136 
6150  -0.428  -0.022 
6200  -0.43  -0.0214 
6250  -0.4024  0.0066 
6300  -0.4444  -0.0204 
6350  -0.4268  0.002 
6400  -0.4152  -0.0014 
6450  -0.4456  -0.0132 
6500  -0.4304  -0.0074 
6550  -0.4532  -0.0074 
6600  -0.4312  -0.0228 
6650  -0.438  -0.0186 
6700  -0.4244  -0.0152 
6750  -0.398  0.0106 
6800  -0.426  0.0074 
6850  -0.4544  0.0354 
6900  -0.4052  -0.0058 
6950  -0.426  0.0086 
7000  -0.4064  0.0462 
7050  -0.3964  -0.0352 
7100  -0.406  0.0236 
7150  -0.4448  0.0066 
7200  -0.438  0.0248 
7250  -0.4368  -0.0082 
7300  -0.4612  0.009 
7350  -0.434  0.0334 
7400  -0.4124  -0.024 
7450  -0.4348  0.0272 
7500  -0.4408  0.0064 
7550  -0.4344  -0.0062 
7600  -0.4512  -0.0052 
7650  -0.4388  -0.001 
7700  -0.4088  -0.0074 
7750  -0.4328  -0.0054 
7800  -0.4384  0.0312 
7850  -0.4444  0.0028 
7900  -0.4328  0.0132 
7950  -0.424  0.0302 
8000  -0.4252  -0.0068 
8050  -0.4284  -0.0194 
8100  -0.4008  -0.014 
8150  -0.4288  -0.0042 
8200  -0.434  -0.0332 
8250  -0.4212  -0.0192 
8300  -0.4236  0.008 
8350  -0.4204  0.0194 
8400  -0.428  0.011 
8450  -0.4064  0.0084 
8500  -0.428  -0.004 
8550  -0.4216  0.034 
8600  -0.434  0.0114 
8650  -0.444  -0.0116 
8700  -0.414  0.0128 
8750  -0.4076  -0.0226 
8800  -0.422  0.004 
8850  -0.4424  0.0142 
8900  -0.4088  -0.0158 
8950  -0.4184  0.0098 
9000  -0.4064  0.0004 
9050  -0.432  0.0058 
9100  -0.4328  -0.0054 
9150  -0.426  -0.0114 
9200  -0.448  0.0192 
9250  -0.4108  -0.0032 
9300  -0.4236  0.0034 
9350  -0.4048  0.0168 
9400  -0.4184  -0.0236 
9450  -0.4376  0.0306 
9500  -0.4184  0.0122 
9550  -0.4324  -0.0004 
9600  -0.436  0.0 
9650  -0.4556  -0.0124 
9700  -0.4216  0.0036 
9750  -0.4476  -0.0056 
9800  -0.4468  0.026 
9850  -0.406  0.0262 
9900  -0.454  0.0128 
9950  -0.444  -0.0242 
