# mcs  energy  magnetization 
0  -2.0  1.0 
1  -1.8392  0.952 
2  -1.7984  0.9352 
3  -1.7672  0.9284 
4  -1.7444  0.9174 
5  -1.7964  0.9296 
6  -1.7456  0.9118 
7  -1.7428  0.9072 
8  -1.7228  0.9042 
9  -1.7284  0.9026 
10  -1.7384  0.9082 
11  -1.7304  0.9092 
12  -1.748  0.9134 
13  -1.7376  0.9058 
14  -1.7564  0.9192 
15  -1.732  0.9092 
16  -1.7228  0.9034 
17  -1.7348  0.9068 
18  -1.7568  0.9148 
19  -1.7464  0.9118 
20  -1.7552  0.919 
21  -1.7404  0.9124 
22  -1.75  0.9166 
23  -1.7648  0.9248 
24  -1.7544  0.9216 
25  -1.7688  0.9226 
26  -1.7596  0.9182 
27  -1.75  0.9144 
28  -1.7568  0.919 
29  -1.73  0.9064 
30  -1.7556  0.9188 
31  -1.7364  0.9072 
32  -1.7596  0.9172 
33  -1.764  0.9254 
34  -1.7656  0.9248 
35  -1.738  0.9118 
36  -1.7436  0.9096 
37  -1.7104  0.8896 
38  -1.722  0.8978 
39  -1.7284  0.9032 
40  -1.7308  0.8984 
41  -1.7492  0.9158 
42  -1.7552  0.913 
43  -1.7352  0.9006 
44  -1.7256  0.8984 
45  -1.7244  0.896 
46  -1.7092  0.8912 
47  -1.7392  0.9074 
48  -1.698  0.897 
49  -1.752  0.9112 
50  -1.7576  0.9104 
51  -1.7412  0.9078 
52  -1.7564  0.9176 
53  -1.768  0.9176 
54  -1.7568  0.9126 
55  -1.7532  0.9124 
56  -1.7396  0.906 
57  -1.75  0.9188 
58  -1.7616  0.9202 
59  -1.742  0.9128 
60  -1.7348  0.9106 
61  -1.7184  0.903 
62  -1.7152  0.9008 
63  -1.7272  0.9008 
64  -1.7352  0.9064 
65  -1.7532  0.9226 
66  -1.7336  0.9148 
67  -1.7472  0.9188 
68  -1.748  0.9208 
69  -1.7556  0.924 
70  -1.774  0.9252 
71  -1.7672  0.9236 
72  -1.7676  0.9224 
73  -1.7704  0.9202 
74  -1.7364  0.912 
75  -1.7676  0.9226 
76  -1.7312  0.9092 
77  -1.7468  0.9152 
78  -1.7508  0.917 
79  -1.7624  0.9214 
80  -1.766  0.9218 
81  -1.7672  0.9138 
82  -1.7644  0.9162 
83  -1.7592  0.9186 
84  -1.7532  0.915 
85  -1.768  0.9176 
86  -1.7472  0.9114 
87  -1.7264  0.9042 
88  -1.7288  0.9084 
89  -1.7452  0.9136 
90  -1.7832  0.929 
