# mcs  energy  magnetization 
0  0.0096  -0.008 
1  -0.6096  -0.1104 
2  -0.9728  -0.1408 
3  -1.136  -0.1296 
4  -1.2864  -0.1424 
5  -1.328  -0.1488 
6  -1.3952  -0.1936 
7  -1.4  -0.1632 
8  -1.4032  -0.1608 
9  -1.3936  -0.1448 
10  -1.4512  -0.128 
11  -1.4848  -0.1248 
12  -1.472  -0.116 
13  -1.4912  -0.0648 
14  -1.536  -0.084 
15  -1.4944  -0.1352 
16  -1.4576  -0.1392 
17  -1.4592  -0.1264 
18  -1.4496  -0.096 
19  -1.4704  -0.1592 
20  -1.5248  -0.148 
21  -1.4752  -0.1264 
22  -1.4992  -0.1496 
23  -1.4928  -0.124 
24  -1.5648  -0.2152 
25  -1.5776  -0.244 
26  -1.6  -0.2432 
27  -1.5616  -0.224 
28  -1.5952  -0.256 
29  -1.6176  -0.3024 
30  -1.5952  -0.3 
31  -1.5984  -0.3184 
32  -1.6224  -0.3416 
33  -1.5648  -0.32 
34  -1.5968  -0.3 
35  -1.6016  -0.3064 
36  -1.5888  -0.3264 
37  -1.616  -0.3144 
38  -1.6512  -0.3624 
39  -1.6016  -0.384 
40  -1.5792  -0.3432 
41  -1.5984  -0.3552 
42  -1.6064  -0.3552 
43  -1.5648  -0.372 
44  -1.6144  -0.3408 
45  -1.6544  -0.3792 
46  -1.6448  -0.3632 
47  -1.632  -0.3608 
48  -1.6544  -0.3408 
49  -1.6464  -0.3784 
50  -1.6368  -0.3832 
51  -1.6928  -0.4176 
52  -1.696  -0.444 
53  -1.6336  -0.4512 
54  -1.6464  -0.5352 
55  -1.6992  -0.5352 
56  -1.6912  -0.508 
57  -1.5968  -0.5096 
58  -1.608  -0.5112 
59  -1.6272  -0.5344 
60  -1.5808  -0.524 
61  -1.6272  -0.5384 
62  -1.6736  -0.5544 
63  -1.672  -0.5864 
64  -1.7024  -0.6336 
65  -1.6688  -0.6288 
66  -1.6096  -0.6136 
67  -1.5664  -0.596 
68  -1.5616  -0.564 
69  -1.6064  -0.5928 
70  -1.6464  -0.6128 
71  -1.656  -0.644 
72  -1.608  -0.5976 
73  -1.6304  -0.5984 
74  -1.6528  -0.6552 
75  -1.6656  -0.676 
76  -1.6736  -0.6944 
77  -1.664  -0.6592 
78  -1.6304  -0.6792 
79  -1.6224  -0.6832 
80  -1.6176  -0.6576 
81  -1.6544  -0.6696 
82  -1.624  -0.6768 
83  -1.6272  -0.68 
84  -1.6544  -0.6688 
85  -1.616  -0.6232 
86  -1.6096  -0.6384 
87  -1.6352  -0.6456 
88  -1.5872  -0.648 
89  -1.576  -0.6648 
90  -1.6032  -0.6992 
91  -1.6576  -0.7048 
92  -1.6624  -0.7104 
93  -1.6608  -0.7152 
94  -1.6496  -0.7016 
95  -1.6592  -0.7152 
96  -1.664  -0.7448 
97  -1.6368  -0.7296 
98  -1.624  -0.7152 
99  -1.632  -0.7408 
100  -1.6288  -0.76 
101  -1.6368  -0.7184 
102  -1.6368  -0.7104 
103  -1.6848  -0.72 
104  -1.6688  -0.7256 
105  -1.6688  -0.7416 
106  -1.6944  -0.7576 
107  -1.648  -0.74 
108  -1.72  -0.7664 
109  -1.6816  -0.7736 
110  -1.6912  -0.7696 
111  -1.6464  -0.7696 
112  -1.6768  -0.8048 
113  -1.7088  -0.8144 
114  -1.6704  -0.8216 
115  -1.7424  -0.8592 
116  -1.6832  -0.816 
117  -1.728  -0.8496 
118  -1.7104  -0.8704 
119  -1.736  -0.8896 
120  -1.6976  -0.8656 
121  -1.7232  -0.8752 
122  -1.7824  -0.9088 
123  -1.7712  -0.9232 
124  -1.768  -0.92 
125  -1.7424  -0.9112 
126  -1.7344  -0.9096 
127  -1.7712  -0.9112 
128  -1.7792  -0.924 
129  -1.7712  -0.9216 
130  -1.7504  -0.9192 
131  -1.7552  -0.9144 
132  -1.7632  -0.9104 
133  -1.7456  -0.9008 
134  -1.7424  -0.9112 
135  -1.7824  -0.9264 
136  -1.7712  -0.9304 
137  -1.8016  -0.936 
138  -1.7616  -0.9272 
139  -1.72  -0.9 
140  -1.7616  -0.9064 
141  -1.7648  -0.9232 
142  -1.7536  -0.9216 
143  -1.7056  -0.8928 
144  -1.7616  -0.9152 
145  -1.7424  -0.9128 
146  -1.744  -0.9128 
147  -1.7856  -0.9344 
148  -1.7776  -0.9256 
149  -1.7776  -0.9216 
150  -1.7328  -0.9112 
151  -1.6896  -0.8752 
152  -1.7184  -0.8952 
153  -1.76  -0.9088 
154  -1.7904  -0.9232 
155  -1.7456  -0.908 
156  -1.7792  -0.932 
157  -1.7792  -0.932 
158  -1.7808  -0.9312 
159  -1.7536  -0.9216 
160  -1.7536  -0.916 
161  -1.7296  -0.88 
162  -1.7216  -0.888 
163  -1.6976  -0.8832 
164  -1.7552  -0.9112 
165  -1.6992  -0.896 
166  -1.728  -0.9088 
167  -1.7424  -0.9168 
168  -1.7408  -0.916 
169  -1.7632  -0.92 
170  -1.7312  -0.912 
171  -1.7184  -0.9056 
172  -1.7664  -0.9176 
173  -1.7744  -0.9248 
174  -1.7472  -0.904 
175  -1.7616  -0.9152 
176  -1.7328  -0.9024 
177  -1.7088  -0.8992 
178  -1.736  -0.9112 
179  -1.7376  -0.9168 
180  -1.728  -0.9056 
181  -1.7536  -0.9136 
182  -1.7344  -0.9144 
183  -1.752  -0.9168 
184  -1.7584  -0.916 
185  -1.7168  -0.896 
186  -1.7344  -0.9056 
187  -1.7664  -0.9144 
188  -1.7264  -0.9016 
189  -1.768  -0.9128 
190  -1.7568  -0.9024 
191  -1.7488  -0.9128 
192  -1.728  -0.9072 
193  -1.7232  -0.8976 
194  -1.7408  -0.9128 
195  -1.7616  -0.92 
196  -1.7728  -0.9312 
197  -1.7968  -0.9376 
198  -1.768  -0.9264 
199  -1.736  -0.9072 
200  -1.752  -0.9152 
201  -1.7392  -0.9184 
202  -1.7216  -0.9032 
203  -1.7504  -0.912 
204  -1.688  -0.8944 
205  -1.6528  -0.8728 
206  -1.7008  -0.9008 
207  -1.7696  -0.9256 
208  -1.7184  -0.912 
209  -1.7664  -0.9296 
210  -1.7408  -0.9232 
211  -1.7808  -0.9336 
212  -1.7712  -0.9264 
213  -1.7408  -0.9152 
214  -1.736  -0.9024 
215  -1.6928  -0.892 
216  -1.7584  -0.9192 
217  -1.7792  -0.9232 
218  -1.7664  -0.924 
219  -1.7504  -0.9152 
220  -1.7952  -0.932 
221  -1.8208  -0.9344 
222  -1.7184  -0.9112 
223  -1.7408  -0.9136 
224  -1.7552  -0.9224 
225  -1.7648  -0.9168 
226  -1.7808  -0.9256 
227  -1.7936  -0.9368 
228  -1.7552  -0.9128 
229  -1.7408  -0.9096 
230  -1.7712  -0.9208 
231  -1.7584  -0.9192 
232  -1.6848  -0.8912 
233  -1.7136  -0.9072 
234  -1.7168  -0.8976 
235  -1.752  -0.9184 
236  -1.76  -0.9224 
237  -1.752  -0.9136 
238  -1.7696  -0.9264 
239  -1.7104  -0.8984 
240  -1.776  -0.924 
241  -1.7776  -0.9264 
242  -1.7264  -0.904 
243  -1.7536  -0.9168 
244  -1.7152  -0.9048 
245  -1.728  -0.9152 
246  -1.72  -0.9152 
247  -1.7472  -0.9192 
248  -1.7552  -0.9184 
249  -1.776  -0.932 
250  -1.7344  -0.9168 
251  -1.7568  -0.9232 
252  -1.736  -0.9088 
253  -1.7008  -0.8896 
254  -1.7472  -0.9072 
255  -1.7104  -0.892 
256  -1.7472  -0.9096 
257  -1.7232  -0.9136 
258  -1.7632  -0.9008 
259  -1.7472  -0.9016 
260  -1.712  -0.8992 
261  -1.7552  -0.904 
262  -1.7392  -0.9056 
263  -1.7376  -0.9032 
264  -1.7696  -0.9136 
265  -1.752  -0.916 
266  -1.7232  -0.9032 
267  -1.712  -0.9056 
268  -1.7184  -0.908 
269  -1.7584  -0.9168 
270  -1.6944  -0.8952 
271  -1.744  -0.9192 
272  -1.768  -0.9128 
273  -1.7712  -0.9072 
274  -1.7408  -0.9016 
275  -1.7776  -0.9072 
276  -1.7904  -0.9192 
277  -1.7488  -0.896 
278  -1.7456  -0.908 
279  -1.704  -0.8992 
280  -1.72  -0.892 
281  -1.7552  -0.916 
282  -1.7648  -0.924 
283  -1.7776  -0.924 
284  -1.7328  -0.9008 
285  -1.7552  -0.9168 
286  -1.768  -0.9248 
287  -1.7392  -0.916 
288  -1.7248  -0.9056 
289  -1.7472  -0.9048 
290  -1.72  -0.9144 
291  -1.7264  -0.8976 
292  -1.6848  -0.8672 
293  -1.7536  -0.8896 
294  -1.736  -0.88 
295  -1.7408  -0.8912 
296  -1.7216  -0.8816 
297  -1.7296  -0.896 
298  -1.7456  -0.9128 
299  -1.7424  -0.912 
300  -1.7808  -0.9216 
301  -1.7888  -0.932 
302  -1.744  -0.9168 
303  -1.744  -0.9128 
304  -1.7744  -0.9296 
305  -1.792  -0.9312 
306  -1.8096  -0.9408 
307  -1.7952  -0.9336 
308  -1.7744  -0.924 
309  -1.7408  -0.912 
310  -1.6928  -0.8912 
311  -1.76  -0.9288 
312  -1.7792  -0.9344 
313  -1.7904  -0.932 
314  -1.7312  -0.9008 
315  -1.6736  -0.8736 
316  -1.7856  -0.9272 
317  -1.7904  -0.9336 
318  -1.7408  -0.9184 
319  -1.7856  -0.9272 
320  -1.728  -0.9096 
321  -1.7072  -0.896 
322  -1.7232  -0.9088 
323  -1.7264  -0.9072 
324  -1.7136  -0.9 
325  -1.7424  -0.9144 
326  -1.768  -0.9304 
327  -1.7856  -0.9304 
328  -1.7232  -0.9112 
329  -1.7216  -0.908 
330  -1.7424  -0.9088 
331  -1.744  -0.9136 
332  -1.7504  -0.9072 
333  -1.7472  -0.9008 
334  -1.712  -0.8928 
335  -1.7456  -0.9128 
336  -1.7456  -0.9184 
337  -1.7712  -0.9232 
338  -1.7456  -0.908 
339  -1.792  -0.9168 
340  -1.7184  -0.9 
341  -1.7488  -0.916 
342  -1.7792  -0.9312 
343  -1.7472  -0.92 
344  -1.7424  -0.912 
345  -1.7376  -0.9016 
346  -1.7648  -0.9096 
347  -1.7552  -0.92 
348  -1.7536  -0.9168 
349  -1.792  -0.932 
350  -1.7152  -0.8928 
351  -1.7504  -0.9128 
352  -1.752  -0.9144 
353  -1.7392  -0.9104 
354  -1.744  -0.9088 
355  -1.7536  -0.9144 
356  -1.7728  -0.928 
357  -1.776  -0.9296 
358  -1.7776  -0.9288 
359  -1.8448  -0.9544 
360  -1.7616  -0.9272 
361  -1.8144  -0.9464 
362  -1.7616  -0.9296 
363  -1.8016  -0.9432 
364  -1.7952  -0.9376 
365  -1.776  -0.932 
366  -1.8048  -0.936 
367  -1.776  -0.9288 
368  -1.7584  -0.9168 
369  -1.7952  -0.936 
370  -1.7536  -0.9184 
371  -1.7536  -0.9272 
372  -1.768  -0.9216 
373  -1.8064  -0.9352 
374  -1.7536  -0.9216 
375  -1.7168  -0.9144 
376  -1.7856  -0.936 
377  -1.7616  -0.9232 
378  -1.8096  -0.9376 
379  -1.784  -0.924 
380  -1.7984  -0.9296 
381  -1.752  -0.9096 
382  -1.744  -0.9112 
383  -1.7568  -0.92 
384  -1.8256  -0.9488 
385  -1.776  -0.924 
386  -1.7536  -0.9192 
387  -1.7264  -0.9136 
388  -1.7104  -0.8976 
389  -1.7232  -0.8976 
390  -1.7392  -0.9088 
391  -1.7584  -0.9208 
392  -1.7392  -0.8968 
393  -1.7952  -0.9248 
394  -1.7616  -0.9144 
395  -1.7728  -0.9104 
396  -1.7232  -0.8984 
397  -1.7072  -0.8744 
398  -1.7216  -0.8784 
399  -1.7232  -0.9048 
400  -1.712  -0.9064 
401  -1.7536  -0.912 
402  -1.7056  -0.8984 
403  -1.7632  -0.9256 
404  -1.7488  -0.9184 
405  -1.7392  -0.9088 
406  -1.7408  -0.916 
407  -1.7136  -0.908 
408  -1.7712  -0.9192 
409  -1.7664  -0.9248 
410  -1.7968  -0.9376 
411  -1.7504  -0.9048 
412  -1.7008  -0.892 
413  -1.7568  -0.912 
414  -1.76  -0.9192 
415  -1.7504  -0.9104 
416  -1.6848  -0.8792 
417  -1.7216  -0.8904 
418  -1.7376  -0.8872 
419  -1.7408  -0.9 
420  -1.7584  -0.9272 
421  -1.7824  -0.928 
422  -1.8016  -0.9344 
423  -1.7472  -0.9176 
424  -1.7776  -0.9296 
425  -1.7008  -0.8992 
426  -1.7664  -0.9216 
427  -1.776  -0.928 
428  -1.7568  -0.9184 
429  -1.7136  -0.8984 
430  -1.7392  -0.9168 
431  -1.7136  -0.9056 
432  -1.7552  -0.9216 
433  -1.7952  -0.9296 
434  -1.744  -0.9112 
435  -1.6736  -0.8792 
436  -1.6928  -0.8904 
437  -1.7408  -0.9032 
438  -1.768  -0.9216 
439  -1.7904  -0.9312 
440  -1.7712  -0.9272 
441  -1.7472  -0.9224 
442  -1.7824  -0.9328 
443  -1.8064  -0.9376 
444  -1.7904  -0.9328 
445  -1.72  -0.908 
446  -1.7632  -0.9248 
