# mcs  energy  magnetization 
0  -2.0  1.0 
1  -1.8992  0.9696 
2  -1.8336  0.9448 
3  -1.7584  0.9192 
4  -1.7088  0.888 
5  -1.7456  0.9088 
6  -1.7232  0.8944 
7  -1.7632  0.9208 
8  -1.728  0.9192 
9  -1.7888  0.9256 
10  -1.8048  0.94 
11  -1.792  0.9384 
12  -1.784  0.9272 
13  -1.7376  0.9112 
14  -1.7616  0.9224 
15  -1.8064  0.9336 
16  -1.8176  0.9408 
17  -1.7424  0.912 
18  -1.752  0.9192 
19  -1.7424  0.9136 
20  -1.7536  0.9224 
21  -1.8  0.9376 
22  -1.7888  0.936 
23  -1.7232  0.9032 
24  -1.7328  0.908 
25  -1.7888  0.9272 
26  -1.7248  0.9096 
27  -1.7472  0.9072 
28  -1.7008  0.8728 
29  -1.7072  0.8856 
30  -1.7312  0.8992 
31  -1.776  0.9264 
32  -1.7296  0.9112 
33  -1.7248  0.896 
34  -1.7344  0.8992 
35  -1.7504  0.9 
36  -1.7968  0.936 
37  -1.7888  0.9312 
38  -1.7968  0.9328 
39  -1.7536  0.9152 
40  -1.7648  0.9248 
41  -1.7648  0.9144 
42  -1.7376  0.9024 
43  -1.7168  0.9024 
44  -1.704  0.896 
45  -1.7552  0.9232 
46  -1.7424  0.916 
47  -1.7392  0.9096 
48  -1.768  0.9224 
49  -1.7568  0.9224 
50  -1.7552  0.9208 
51  -1.7232  0.908 
52  -1.7808  0.928 
53  -1.7152  0.9112 
54  -1.6912  0.8928 
55  -1.7616  0.9272 
56  -1.7472  0.9192 
57  -1.792  0.9304 
58  -1.7648  0.9256 
59  -1.6928  0.8888 
60  -1.7168  0.8984 
61  -1.6816  0.8936 
62  -1.7216  0.9072 
63  -1.7664  0.9216 
64  -1.6944  0.8968 
65  -1.6912  0.888 
66  -1.7296  0.9048 
67  -1.7168  0.8984 
68  -1.768  0.9192 
69  -1.7392  0.9128 
70  -1.7264  0.8912 
71  -1.7312  0.9032 
72  -1.7312  0.9032 
73  -1.7472  0.9144 
74  -1.7744  0.9232 
75  -1.7712  0.9176 
76  -1.7744  0.9184 
77  -1.7712  0.924 
78  -1.8192  0.94 
79  -1.8304  0.9464 
80  -1.7744  0.928 
81  -1.7344  0.9152 
82  -1.7504  0.9216 
83  -1.7136  0.9072 
84  -1.7552  0.9168 
85  -1.7104  0.9 
86  -1.7232  0.8944 
87  -1.728  0.8936 
88  -1.7248  0.8848 
89  -1.776  0.9048 
90  -1.7616  0.8968 
91  -1.7536  0.9048 
92  -1.72  0.9008 
93  -1.712  0.8944 
94  -1.7376  0.9 
95  -1.7696  0.9248 
96  -1.8032  0.9392 
97  -1.808  0.9448 
98  -1.8032  0.9416 
99  -1.7872  0.9336 
100  -1.7776  0.9264 
101  -1.7728  0.9208 
102  -1.7584  0.9192 
103  -1.7328  0.912 
104  -1.7936  0.9344 
105  -1.752  0.9104 
106  -1.7776  0.916 
107  -1.7712  0.924 
108  -1.784  0.9328 
109  -1.7456  0.9152 
110  -1.7552  0.9184 
111  -1.7168  0.8904 
112  -1.704  0.8936 
113  -1.7184  0.8976 
114  -1.7568  0.9144 
115  -1.7776  0.9152 
116  -1.8112  0.928 
117  -1.7344  0.9152 
118  -1.744  0.9184 
119  -1.7808  0.9304 
120  -1.7712  0.9256 
121  -1.784  0.9272 
122  -1.7888  0.9288 
123  -1.7632  0.928 
124  -1.8016  0.9376 
125  -1.7984  0.9408 
126  -1.7248  0.916 
127  -1.7328  0.8976 
128  -1.6928  0.892 
129  -1.6928  0.892 
130  -1.7264  0.9056 
131  -1.7472  0.904 
132  -1.7424  0.9024 
133  -1.7248  0.8952 
134  -1.76  0.9048 
135  -1.7056  0.8952 
136  -1.6848  0.8888 
137  -1.736  0.8968 
138  -1.728  0.9 
139  -1.7136  0.896 
140  -1.7152  0.8944 
141  -1.736  0.9168 
142  -1.736  0.9184 
143  -1.7968  0.936 
144  -1.8  0.9376 
145  -1.7616  0.9208 
146  -1.7856  0.924 
147  -1.8032  0.9424 
148  -1.7856  0.9336 
149  -1.7952  0.9392 
150  -1.7136  0.8992 
151  -1.8192  0.9424 
152  -1.8176  0.9456 
153  -1.7696  0.9272 
154  -1.7648  0.9248 
155  -1.7904  0.9256 
156  -1.7296  0.9024 
157  -1.752  0.9176 
158  -1.744  0.9144 
159  -1.7264  0.9128 
160  -1.7648  0.9248 
161  -1.7136  0.9024 
162  -1.7424  0.9096 
163  -1.7616  0.9192 
164  -1.7488  0.9008 
165  -1.7184  0.908 
