# mcs  energy  magnetization 
0  -0.004  -0.013 
1  -0.8192  -0.0438 
2  -1.2864  -0.0498 
3  -1.5156  -0.0598 
4  -1.6212  -0.081 
5  -1.6852  -0.1064 
6  -1.7172  -0.1146 
7  -1.742  -0.12 
8  -1.7748  -0.1254 
9  -1.7848  -0.1296 
10  -1.7968  -0.136 
11  -1.81  -0.1378 
12  -1.826  -0.1332 
13  -1.8432  -0.1486 
14  -1.8672  -0.1698 
15  -1.8744  -0.182 
16  -1.8728  -0.1972 
17  -1.88  -0.2042 
18  -1.8848  -0.2234 
19  -1.8904  -0.2258 
20  -1.8932  -0.2412 
21  -1.8944  -0.266 
22  -1.8972  -0.2724 
23  -1.9036  -0.282 
24  -1.9032  -0.3044 
25  -1.9092  -0.3202 
26  -1.912  -0.3294 
27  -1.9116  -0.341 
28  -1.9136  -0.3584 
29  -1.92  -0.38 
30  -1.9212  -0.3964 
31  -1.9208  -0.4132 
32  -1.9224  -0.4296 
33  -1.9268  -0.4488 
34  -1.9244  -0.4666 
35  -1.93  -0.485 
36  -1.9308  -0.4932 
37  -1.934  -0.5028 
38  -1.9316  -0.5186 
39  -1.9328  -0.529 
40  -1.9336  -0.5424 
41  -1.9396  -0.5524 
42  -1.9384  -0.5638 
43  -1.938  -0.5764 
44  -1.9408  -0.5812 
45  -1.9436  -0.5884 
46  -1.9444  -0.5952 
47  -1.9456  -0.5978 
48  -1.9452  -0.6038 
49  -1.9468  -0.6116 
50  -1.9448  -0.6222 
51  -1.948  -0.634 
52  -1.948  -0.6436 
53  -1.9476  -0.6488 
54  -1.9504  -0.6506 
55  -1.9492  -0.661 
56  -1.9512  -0.6692 
57  -1.9484  -0.6804 
58  -1.9516  -0.6938 
59  -1.952  -0.7052 
60  -1.9568  -0.7208 
61  -1.9552  -0.7268 
62  -1.9556  -0.7394 
63  -1.9592  -0.754 
64  -1.9604  -0.7648 
65  -1.9612  -0.7774 
66  -1.962  -0.791 
67  -1.9616  -0.7996 
68  -1.9628  -0.8112 
69  -1.9624  -0.8242 
70  -1.9636  -0.8384 
71  -1.9652  -0.8482 
72  -1.9676  -0.8582 
73  -1.966  -0.8634 
74  -1.9684  -0.8676 
75  -1.9688  -0.8808 
76  -1.9716  -0.895 
77  -1.9704  -0.9056 
78  -1.9764  -0.9216 
79  -1.9788  -0.934 
80  -1.9824  -0.962 
81  -1.9884  -0.989 
82  -1.9908  -0.9924 
83  -1.9952  -0.9988 
84  -1.9984  -0.9996 
85  -1.9984  -0.9996 
86  -1.9976  -0.9994 
87  -1.996  -0.999 
88  -1.9968  -0.9992 
89  -1.996  -0.999 
90  -1.9968  -0.9992 
91  -1.9968  -0.9992 
92  -1.9952  -0.9984 
93  -1.9992  -0.9998 
94  -2.0  -1.0 
95  -1.994  -0.9982 
96  -1.9968  -0.9992 
97  -1.9964  -0.999 
98  -1.9984  -0.9996 
99  -1.9984  -0.9996 
100  -1.996  -0.999 
101  -2.0  -1.0 
102  -1.996  -0.999 
103  -1.996  -0.999 
104  -1.996  -0.999 
105  -1.9992  -0.9998 
106  -1.9976  -0.9994 
107  -1.9984  -0.9996 
108  -1.994  -0.9984 
109  -1.9984  -0.9996 
110  -1.9976  -0.9994 
111  -1.9956  -0.9988 
112  -1.9984  -0.9996 
113  -1.996  -0.999 
114  -1.9992  -0.9998 
115  -1.996  -0.999 
116  -1.996  -0.999 
117  -1.9976  -0.9994 
118  -1.996  -0.999 
119  -1.996  -0.999 
120  -1.9968  -0.9992 
121  -1.9976  -0.9994 
122  -1.9968  -0.9992 
123  -1.9952  -0.9988 
124  -1.9984  -0.9996 
125  -1.994  -0.9984 
126  -1.9968  -0.9992 
127  -1.9968  -0.9992 
128  -1.9984  -0.9996 
129  -1.9952  -0.9988 
130  -1.9956  -0.9988 
131  -1.9968  -0.9992 
132  -1.9992  -0.9998 
133  -1.998  -0.9994 
134  -1.9984  -0.9996 
135  -1.9976  -0.9994 
136  -1.9984  -0.9996 
137  -1.9924  -0.998 
138  -1.996  -0.999 
139  -1.9928  -0.9982 
140  -1.9984  -0.9996 
141  -1.9976  -0.9994 
142  -1.9944  -0.9986 
143  -1.9952  -0.9988 
144  -1.9976  -0.9994 
145  -1.9972  -0.9992 
146  -1.996  -0.999 
147  -1.9984  -0.9996 
148  -1.9984  -0.9996 
149  -1.9992  -0.9998 
150  -1.9964  -0.999 
151  -1.9976  -0.9994 
152  -1.9984  -0.9996 
153  -1.9968  -0.9992 
154  -1.996  -0.999 
155  -1.9976  -0.9994 
156  -1.9984  -0.9996 
157  -1.996  -0.999 
158  -1.9936  -0.9984 
159  -1.9968  -0.9992 
160  -1.9968  -0.9992 
161  -1.9992  -0.9998 
162  -1.9952  -0.9988 
163  -1.9992  -0.9998 
164  -1.9976  -0.9994 
165  -1.9984  -0.9996 
166  -1.9984  -0.9996 
167  -1.9976  -0.9994 
168  -1.9976  -0.9994 
169  -1.9944  -0.9986 
170  -1.9968  -0.9992 
171  -1.9992  -0.9998 
172  -1.9976  -0.9994 
173  -1.9944  -0.9986 
174  -1.9992  -0.9998 
175  -1.9968  -0.9992 
176  -1.9968  -0.9992 
177  -1.9972  -0.9992 
178  -1.994  -0.9984 
179  -1.9984  -0.9996 
180  -1.9976  -0.9994 
181  -1.9932  -0.9982 
182  -1.9992  -0.9998 
183  -1.9984  -0.9996 
184  -1.9972  -0.9992 
185  -2.0  -1.0 
186  -1.996  -0.999 
187  -1.996  -0.999 
188  -1.9976  -0.9994 
189  -1.9984  -0.9996 
190  -1.9984  -0.9996 
191  -1.9964  -0.999 
192  -1.996  -0.999 
193  -1.9984  -0.9996 
194  -1.9944  -0.9986 
195  -1.998  -0.9994 
196  -1.9976  -0.9994 
197  -1.9976  -0.9994 
198  -1.9992  -0.9998 
199  -1.9968  -0.999 
200  -1.9952  -0.9988 
201  -1.9944  -0.9986 
202  -1.996  -0.999 
203  -1.9984  -0.9996 
204  -1.9992  -0.9998 
205  -1.9964  -0.999 
206  -1.9976  -0.9994 
207  -1.9984  -0.9996 
208  -1.9984  -0.9996 
209  -1.9972  -0.9992 
210  -1.9976  -0.9994 
211  -1.9976  -0.9994 
212  -1.9964  -0.999 
213  -1.996  -0.999 
214  -1.9968  -0.9992 
215  -1.9968  -0.9992 
216  -1.9984  -0.9996 
217  -1.9984  -0.9996 
218  -1.9992  -0.9998 
219  -1.9992  -0.9998 
220  -1.9976  -0.9994 
221  -1.9956  -0.9988 
222  -2.0  -1.0 
223  -1.9984  -0.9996 
224  -1.9976  -0.9994 
225  -2.0  -1.0 
226  -1.996  -0.999 
227  -1.9992  -0.9998 
228  -1.9984  -0.9996 
229  -1.9976  -0.9994 
230  -1.9984  -0.9996 
231  -1.9976  -0.9994 
232  -1.9952  -0.9986 
233  -1.9976  -0.9994 
234  -1.9984  -0.9996 
235  -1.998  -0.9994 
236  -1.9976  -0.9994 
237  -1.9976  -0.9994 
238  -1.9976  -0.9994 
239  -1.9992  -0.9998 
240  -1.9984  -0.9996 
241  -1.9976  -0.9994 
242  -1.9944  -0.9986 
243  -1.9992  -0.9998 
244  -1.9944  -0.9986 
245  -1.9932  -0.9982 
246  -1.9976  -0.9994 
247  -1.996  -0.999 
248  -1.996  -0.999 
249  -1.9984  -0.9996 
