# mcs  energy  magnetization 
0  0.0096  -0.008 
1  -0.3984  0.0056 
2  -0.6064  0.0456 
3  -0.7184  0.032 
4  -0.76  0.0848 
5  -0.7488  0.1136 
6  -0.7488  0.068 
7  -0.784  0.0472 
8  -0.7936  0.052 
9  -0.8208  -0.0344 
10  -0.824  0.0096 
11  -0.776  0.0096 
12  -0.7552  -0.0032 
13  -0.7776  -0.0296 
14  -0.7824  0.016 
15  -0.8224  -0.032 
16  -0.8032  -0.016 
17  -0.8512  0.0224 
18  -0.8496  -0.0056 
19  -0.8224  -0.0208 
20  -0.8384  0.0032 
21  -0.8208  0.0184 
22  -0.7984  0.0376 
23  -0.8864  0.0664 
24  -0.8304  0.008 
25  -0.8496  0.0056 
26  -0.84  -0.008 
27  -0.848  -0.0056 
28  -0.8528  0.1144 
29  -0.7504  0.06 
30  -0.7952  0.0904 
31  -0.8432  0.1448 
32  -0.8112  -0.004 
33  -0.8256  -0.0392 
34  -0.8528  -0.0616 
35  -0.7824  -0.04 
36  -0.7744  -0.128 
37  -0.808  -0.1424 
38  -0.8304  -0.032 
39  -0.864  -0.0144 
40  -0.7936  -0.0352 
41  -0.7712  0.0232 
42  -0.7872  0.0096 
43  -0.8032  -0.0968 
44  -0.8096  -0.084 
45  -0.8128  -0.0416 
46  -0.7936  -0.0192 
47  -0.7824  0.052 
48  -0.744  0.0208 
49  -0.8208  -0.0016 
50  -0.7856  -0.0224 
51  -0.8048  -0.0208 
52  -0.7808  0.0632 
53  -0.7296  -0.0456 
54  -0.8192  -0.1248 
55  -0.7888  -0.0704 
56  -0.8512  -0.032 
57  -0.8368  0.0616 
58  -0.832  0.0576 
59  -0.808  0.0776 
60  -0.8464  0.0104 
61  -0.8336  -0.0328 
62  -0.8352  -0.0104 
63  -0.8656  -0.0176 
64  -0.8912  -0.036 
65  -0.872  -0.0792 
66  -0.8464  -0.0256 
67  -0.832  -0.004 
68  -0.8192  -0.0288 
69  -0.776  -0.0384 
70  -0.856  -0.0704 
71  -0.8256  -0.088 
72  -0.8496  -0.052 
73  -0.8192  -0.0176 
74  -0.816  0.0152 
75  -0.864  0.1152 
76  -0.8624  0.1504 
77  -0.8144  0.1904 
78  -0.8048  0.112 
79  -0.7936  0.0832 
80  -0.8064  0.104 
81  -0.7696  0.0336 
82  -0.8288  -0.0152 
83  -0.8704  -0.0528 
84  -0.8272  -0.0528 
85  -0.8256  -0.1384 
86  -0.832  -0.1416 
87  -0.832  -0.1416 
88  -0.7952  -0.1016 
89  -0.7552  -0.0248 
90  -0.7872  0.0256 
91  -0.7488  0.0304 
92  -0.792  0.0624 
93  -0.8112  0.0 
94  -0.7728  -0.0312 
95  -0.792  0.0032 
96  -0.7888  0.0296 
97  -0.7424  0.0624 
98  -0.7488  0.0064 
99  -0.7264  0.06 
100  -0.7872  0.0752 
101  -0.8096  0.008 
102  -0.7616  0.016 
103  -0.7984  -0.0384 
104  -0.8096  -0.096 
105  -0.8688  -0.084 
106  -0.8496  -0.0168 
107  -0.8384  0.1152 
108  -0.8624  0.1136 
109  -0.8032  0.0912 
110  -0.8384  0.0456 
111  -0.8176  0.068 
112  -0.872  0.124 
113  -0.8416  0.1296 
114  -0.7728  0.06 
115  -0.7904  0.0112 
116  -0.7936  -0.0032 
117  -0.7904  0.0832 
118  -0.7984  0.0648 
119  -0.8208  0.1464 
120  -0.8224  0.0552 
121  -0.792  -0.0512 
