# mcs  energy  magnetization 
0  0.0096  -0.008 
1  -0.7856  -0.1176 
2  -1.28  -0.1968 
3  -1.552  -0.3048 
4  -1.648  -0.348 
5  -1.6784  -0.392 
6  -1.7216  -0.4648 
7  -1.7792  -0.5664 
8  -1.8416  -0.6688 
9  -1.8928  -0.8048 
10  -1.92  -0.8544 
11  -1.928  -0.872 
12  -1.936  -0.9104 
13  -1.9504  -0.9336 
14  -1.9504  -0.944 
15  -1.9488  -0.96 
16  -1.9648  -0.9752 
17  -1.9744  -0.9864 
18  -1.9952  -0.9984 
19  -1.9968  -0.9992 
20  -1.9968  -0.9992 
21  -1.9936  -0.9984 
22  -1.9968  -0.9992 
23  -2.0  -1.0 
24  -2.0  -1.0 
25  -1.9968  -0.9992 
26  -2.0  -1.0 
27  -1.9968  -0.9992 
28  -2.0  -1.0 
29  -2.0  -1.0 
30  -1.9904  -0.9976 
31  -2.0  -1.0 
32  -1.9936  -0.9984 
33  -1.9968  -0.9992 
34  -2.0  -1.0 
35  -1.9936  -0.9984 
36  -1.9968  -0.9992 
37  -2.0  -1.0 
38  -1.9872  -0.9968 
39  -1.9952  -0.9984 
40  -1.9952  -0.9984 
41  -1.9968  -0.9992 
42  -2.0  -1.0 
43  -1.9968  -0.9992 
44  -1.9968  -0.9992 
45  -2.0  -1.0 
46  -2.0  -1.0 
47  -2.0  -1.0 
48  -1.9968  -0.9992 
49  -2.0  -1.0 
50  -1.9968  -0.9992 
51  -1.9904  -0.9976 
52  -1.9936  -0.9984 
53  -1.9968  -0.9992 
54  -1.9968  -0.9992 
55  -1.9968  -0.9992 
56  -2.0  -1.0 
57  -1.9968  -0.9992 
58  -2.0  -1.0 
59  -1.9968  -0.9992 
60  -1.9936  -0.9984 
61  -1.9872  -0.9968 
62  -2.0  -1.0 
63  -1.9968  -0.9992 
64  -1.9904  -0.9976 
65  -2.0  -1.0 
66  -2.0  -1.0 
67  -1.9936  -0.9984 
68  -2.0  -1.0 
69  -2.0  -1.0 
70  -1.9968  -0.9992 
71  -2.0  -1.0 
72  -1.9968  -0.9992 
73  -1.9968  -0.9992 
74  -2.0  -1.0 
75  -1.9968  -0.9992 
76  -2.0  -1.0 
77  -1.9968  -0.9992 
78  -2.0  -1.0 
79  -1.9968  -0.9992 
80  -1.9904  -0.9976 
81  -1.9936  -0.9984 
82  -1.9936  -0.9984 
83  -2.0  -1.0 
84  -1.9968  -0.9992 
85  -1.9968  -0.9992 
86  -1.9936  -0.9984 
87  -1.9968  -0.9992 
88  -2.0  -1.0 
89  -1.9968  -0.9992 
90  -1.9968  -0.9992 
91  -1.9968  -0.9992 
92  -1.9968  -0.9992 
93  -1.9904  -0.9976 
94  -1.9968  -0.9992 
95  -2.0  -1.0 
96  -2.0  -1.0 
97  -1.9936  -0.9984 
98  -1.9968  -0.9992 
99  -2.0  -1.0 
100  -2.0  -1.0 
101  -1.9968  -0.9992 
102  -2.0  -1.0 
103  -1.9936  -0.9984 
104  -1.9904  -0.9976 
