# mcs  energy  magnetization 
0  -2.0  1.0 
50  -0.7776  -0.0072 
100  -0.856  0.0728 
150  -0.8304  -0.0304 
200  -0.7904  -0.024 
250  -0.7296  -0.1064 
300  -0.8512  0.0568 
350  -0.7888  0.052 
400  -0.7632  0.0568 
450  -0.8096  -0.0376 
500  -0.8768  0.0016 
550  -0.7728  -0.0448 
600  -0.7936  0.0112 
650  -0.8272  0.0928 
700  -0.8304  -0.032 
750  -0.8176  -0.068 
800  -0.84  0.0064 
850  -0.8208  0.056 
900  -0.8144  -0.0912 
950  -0.7808  -0.0688 
1000  -0.8448  -0.0232 
1050  -0.752  0.0616 
1100  -0.864  -0.0112 
1150  -0.8112  -0.0904 
1200  -0.8096  -0.1432 
1250  -0.8656  -0.0256 
1300  -0.8352  0.1312 
1350  -0.9072  -0.0392 
1400  -0.8176  -0.0256 
1450  -0.8128  0.0632 
1500  -0.8096  -0.028 
1550  -0.8432  -0.0032 
1600  -0.8352  -0.1032 
1650  -0.824  0.1328 
1700  -0.8736  -0.0984 
1750  -0.8208  0.028 
1800  -0.7472  -0.0712 
1850  -0.848  0.0568 
1900  -0.7776  -0.0432 
1950  -0.8656  0.0464 
2000  -0.8176  0.1688 
2050  -0.8336  0.1552 
2100  -0.8272  -0.0992 
2150  -0.8624  -0.0424 
2200  -0.8144  -0.0376 
2250  -0.7936  0.04 
2300  -0.8672  -0.0016 
2350  -0.832  0.0376 
2400  -0.84  0.1624 
2450  -0.8112  0.0032 
2500  -0.736  -0.0176 
2550  -0.7472  -0.0016 
2600  -0.8096  -0.0256 
2650  -0.7952  0.0024 
2700  -0.7536  0.032 
2750  -0.824  0.0768 
2800  -0.8384  -0.0544 
2850  -0.848  -0.036 
2900  -0.8016  -0.0064 
2950  -0.8096  0.0392 
3000  -0.8064  -0.0016 
3050  -0.8576  -0.0256 
3100  -0.8784  -0.0688 
3150  -0.7712  -0.0416 
3200  -0.8656  0.1936 
3250  -0.8816  -0.0016 
3300  -0.8144  -0.0568 
3350  -0.7808  -0.0392 
3400  -0.7968  -0.0008 
3450  -0.8608  -0.08 
3500  -0.8272  -0.0952 
3550  -0.8096  0.096 
3600  -0.8432  -0.1104 
3650  -0.7984  0.1416 
3700  -0.808  0.0632 
3750  -0.8192  0.0856 
3800  -0.8336  0.0648 
3850  -0.7904  -0.0992 
3900  -0.8656  0.1112 
3950  -0.8192  -0.0192 
4000  -0.768  0.1224 
4050  -0.8304  -0.0504 
4100  -0.7616  -0.0176 
4150  -0.8576  0.0432 
4200  -0.8384  0.0312 
4250  -0.856  0.0048 
4300  -0.8256  0.0864 
4350  -0.832  0.112 
4400  -0.8544  -0.1312 
4450  -0.7488  -0.1048 
4500  -0.8352  0.0144 
4550  -0.7872  -0.0328 
4600  -0.8064  0.0152 
4650  -0.8592  -0.0408 
4700  -0.8256  0.0496 
4750  -0.7872  -0.0208 
4800  -0.792  -0.0488 
4850  -0.792  0.0376 
4900  -0.8544  0.0024 
4950  -0.768  -0.02 
5000  -0.7488  0.0016 
5050  -0.784  0.0264 
5100  -0.7632  0.0416 
5150  -0.8032  -0.0448 
5200  -0.7984  0.0632 
5250  -0.864  -0.0888 
5300  -0.72  -0.0112 
5350  -0.8016  0.0408 
5400  -0.8432  0.0256 
5450  -0.8688  0.0272 
5500  -0.8  -0.0104 
5550  -0.7552  0.004 
5600  -0.792  0.0056 
5650  -0.8  -0.032 
5700  -0.8336  0.0528 
5750  -0.7888  -0.0824 
5800  -0.8384  0.0536 
5850  -0.88  -0.0392 
5900  -0.864  0.0008 
5950  -0.768  0.0128 
6000  -0.8336  0.064 
6050  -0.824  -0.0488 
6100  -0.8352  -0.0208 
6150  -0.896  0.0776 
6200  -0.808  0.0032 
6250  -0.8048  -0.0432 
6300  -0.784  0.0912 
6350  -0.7632  -0.024 
6400  -0.7664  0.0216 
6450  -0.7984  -0.0464 
6500  -0.792  0.0304 
6550  -0.8112  -0.076 
6600  -0.8  -0.1 
6650  -0.8048  0.0408 
6700  -0.8864  0.0704 
6750  -0.7632  0.012 
6800  -0.8288  0.1016 
6850  -0.8784  -0.1072 
6900  -0.872  -0.0376 
6950  -0.832  0.0072 
7000  -0.8112  -0.0936 
7050  -0.8256  0.0112 
7100  -0.7952  0.0904 
7150  -0.8096  -0.0088 
7200  -0.7648  0.0304 
7250  -0.8752  -0.0544 
7300  -0.8592  -0.0384 
7350  -0.7616  -0.0232 
7400  -0.8352  0.0712 
7450  -0.824  0.0144 
7500  -0.7552  0.0104 
7550  -0.784  0.008 
7600  -0.792  -0.0744 
7650  -0.8016  -0.068 
7700  -0.7904  0.0512 
7750  -0.8016  0.0432 
7800  -0.776  -0.0104 
7850  -0.8496  0.0208 
7900  -0.824  0.0904 
7950  -0.8608  -0.0472 
8000  -0.8304  0.1584 
8050  -0.9024  0.0272 
8100  -0.8832  -0.0688 
