# mcs  energy  magnetization 
0  -2.0  1.0 
50  -1.7376  0.9016 
100  -1.7728  0.924 
150  -1.728  0.9136 
200  -1.7168  0.9032 
250  -1.6928  0.8976 
300  -1.6816  0.8896 
350  -1.7856  0.9264 
400  -1.7696  0.9288 
450  -1.7568  0.912 
500  -1.7312  0.9152 
550  -1.7712  0.9152 
600  -1.6832  0.8904 
650  -1.7472  0.9192 
700  -1.784  0.9304 
750  -1.728  0.9112 
800  -1.8  0.932 
850  -1.68  0.8832 
900  -1.768  0.9184 
950  -1.7552  0.9192 
1000  -1.7584  0.9192 
1050  -1.736  0.9104 
1100  -1.7952  0.9312 
1150  -1.768  0.9232 
1200  -1.7808  0.9304 
1250  -1.744  0.9128 
1300  -1.8032  0.9352 
1350  -1.7088  0.9032 
1400  -1.7264  0.904 
1450  -1.7168  0.908 
1500  -1.768  0.9216 
1550  -1.7728  0.9296 
1600  -1.7488  0.9144 
1650  -1.7312  0.9112 
1700  -1.7328  0.9152 
1750  -1.728  0.8928 
1800  -1.7968  0.9336 
1850  -1.728  0.9136 
1900  -1.7024  0.8912 
1950  -1.792  0.924 
2000  -1.712  0.9016 
2050  -1.7456  0.9208 
2100  -1.7408  0.9192 
2150  -1.7568  0.92 
2200  -1.7312  0.9088 
2250  -1.7488  0.9064 
2300  -1.728  0.9056 
2350  -1.7248  0.9008 
2400  -1.768  0.928 
2450  -1.7184  0.9024 
2500  -1.76  0.9128 
2550  -1.7456  0.9048 
2600  -1.7312  0.9144 
2650  -1.8  0.9376 
2700  -1.7104  0.8832 
2750  -1.7472  0.9128 
2800  -1.7664  0.932 
2850  -1.7776  0.9168 
2900  -1.7776  0.9312 
2950  -1.7536  0.9168 
3000  -1.7488  0.9224 
3050  -1.752  0.9144 
3100  -1.8064  0.9368 
3150  -1.7216  0.9024 
3200  -1.7616  0.9216 
3250  -1.7168  0.864 
3300  -1.68  0.8952 
3350  -1.736  0.9032 
3400  -1.704  0.892 
3450  -1.7344  0.908 
3500  -1.712  0.9032 
3550  -1.744  0.916 
3600  -1.72  0.9056 
3650  -1.6768  0.892 
3700  -1.7248  0.8856 
3750  -1.7856  0.9264 
3800  -1.7696  0.9216 
3850  -1.76  0.9168 
3900  -1.7552  0.9136 
3950  -1.752  0.9024 
4000  -1.7216  0.8976 
4050  -1.7488  0.9176 
4100  -1.7696  0.9216 
4150  -1.744  0.912 
4200  -1.7616  0.924 
4250  -1.8112  0.944 
4300  -1.7792  0.9264 
4350  -1.6992  0.8888 
4400  -1.7312  0.9144 
4450  -1.7936  0.932 
