# mcs  energy  magnetization 
0  -2.0  1.0 
1  -2.0  1.0 
2  -2.0  1.0 
3  -1.9968  0.9992 
4  -1.9936  0.9984 
5  -1.9856  0.996 
6  -1.992  0.9976 
7  -1.9968  0.9992 
8  -1.9904  0.9976 
9  -1.9936  0.9984 
10  -1.9968  0.9992 
11  -1.9968  0.9992 
12  -2.0  1.0 
13  -2.0  1.0 
14  -1.9968  0.9992 
15  -1.9968  0.9992 
16  -2.0  1.0 
17  -1.9968  0.9992 
18  -1.9968  0.9992 
19  -1.9936  0.9984 
20  -1.9968  0.9992 
21  -1.9968  0.9992 
22  -2.0  1.0 
23  -1.9968  0.9992 
24  -1.9968  0.9992 
25  -1.9968  0.9992 
26  -2.0  1.0 
27  -2.0  1.0 
28  -2.0  1.0 
29  -2.0  1.0 
30  -1.9904  0.9976 
31  -2.0  1.0 
32  -1.9968  0.9992 
33  -2.0  1.0 
34  -1.9968  0.9992 
35  -1.9968  0.9992 
36  -2.0  1.0 
37  -1.9936  0.9984 
38  -2.0  1.0 
39  -2.0  1.0 
40  -1.992  0.9976 
41  -1.9968  0.9992 
42  -1.9968  0.9992 
43  -1.9968  0.9992 
44  -1.9968  0.9992 
45  -1.9968  0.9992 
46  -2.0  1.0 
47  -1.9968  0.9992 
48  -2.0  1.0 
49  -1.9968  0.9992 
50  -1.992  0.9976 
51  -1.9936  0.9984 
52  -1.9968  0.9992 
53  -2.0  1.0 
54  -2.0  1.0 
55  -1.9968  0.9992 
56  -1.9968  0.9992 
57  -2.0  1.0 
58  -1.9968  0.9992 
59  -1.9968  0.9992 
60  -1.9968  0.9992 
61  -1.9904  0.9976 
62  -1.9968  0.9992 
63  -1.9936  0.9984 
64  -1.9936  0.9984 
65  -2.0  1.0 
66  -2.0  1.0 
67  -2.0  1.0 
68  -2.0  1.0 
69  -1.9968  0.9992 
70  -1.9968  0.9992 
71  -1.992  0.9976 
72  -1.9968  0.9992 
73  -2.0  1.0 
74  -1.9936  0.9984 
75  -1.9968  0.9992 
76  -1.9968  0.9992 
77  -2.0  1.0 
78  -2.0  1.0 
79  -1.9968  0.9992 
80  -1.9968  0.9992 
81  -2.0  1.0 
82  -1.9968  0.9992 
83  -2.0  1.0 
84  -2.0  1.0 
85  -1.9968  0.9992 
86  -1.9968  0.9992 
87  -1.9968  0.9992 
88  -1.9968  0.9992 
89  -1.9968  0.9992 
90  -1.9968  0.9992 
91  -1.9968  0.9992 
92  -2.0  1.0 
93  -1.9936  0.9984 
94  -1.9968  0.9992 
95  -2.0  1.0 
96  -1.9968  0.9992 
97  -2.0  1.0 
98  -1.9936  0.9984 
99  -2.0  1.0 
100  -2.0  1.0 
101  -2.0  1.0 
102  -1.9936  0.9984 
103  -1.9968  0.9992 
104  -1.9968  0.9992 
105  -1.9968  0.9992 
106  -2.0  1.0 
107  -2.0  1.0 
108  -2.0  1.0 
109  -2.0  1.0 
110  -1.9968  0.9992 
111  -1.9968  0.9992 
112  -1.9936  0.9984 
113  -1.9936  0.9984 
114  -2.0  1.0 
115  -1.9936  0.9984 
116  -1.9968  0.9992 
117  -1.9968  0.9992 
118  -1.9968  0.9992 
119  -2.0  1.0 
120  -1.9904  0.9976 
121  -1.9968  0.9992 
122  -1.9968  0.9992 
123  -2.0  1.0 
124  -2.0  1.0 
125  -2.0  1.0 
126  -1.9936  0.9984 
127  -1.9936  0.9984 
128  -1.9968  0.9992 
129  -2.0  1.0 
